NDC1,NDC2,NDC3,Labeler Name,Labeler Status,FDA Name,COD Status,FDA Application Number/OTC Monograph Number,Drug Category,Drug Type,Line Extension,FDA Approval Date,Market Date,Unit Type,Units Per Package Size,Therapeutic Equivalent Code,5i Indicator,Purchased Product Date,Coverage Effective Date,Drug Termination Date,Drug Reactivation Date,Date Reported to CMS
13,1042,1,PFIZER LABORATORIES DIV PFIZER INC,Active,ESTRING 2MG VAGSYS 1X1 PCH US,3,20472,S,1,N,4/26/1996,11/15/1996,EA,1.0,NR,Y,6/13/2023,6/13/2023,,,6/26/2023
74,2340,30,ABBVIE INC,Active,NORVIR 100MG X30 FTBL US,3,22417,I,1,N,2/11/2010,2/17/2010,TAB,1.0,AB,N,5/8/2023,5/8/2023,,,6/27/2023
74,7098,6,ABBVIE INC,Active,VUITY 1.25% 5ML,3,214028,S,1,Y,10/28/2021,12/6/2021,ML,5.0,NR,Y,,12/6/2021,,,6/27/2023
121,1012,5,PAI,Active,Lacosamide Oral Solution USP - CV 50mg/5mL 5mL UD Cup,1,216151,N,1,N,8/26/2022,8/26/2022,ML,5.0,AA,N,5/1/2023,5/1/2023,,,6/28/2023
121,1012,95,PAI,Active,Lacosamide Oral Solution USP - CV 50mg/5mL 10/cs,1,216151,N,1,N,8/26/2022,8/26/2022,ML,50.0,AA,N,5/1/2023,5/1/2023,,,6/28/2023
121,2024,10,PAI,Active,Lacosamide Oral Solution USP - CV 100mg/10mL 10mL UD Cup,1,216151,N,1,N,8/26/2022,8/26/2022,ML,10.0,AA,N,5/1/2023,5/1/2023,,,6/28/2023
121,2024,95,PAI,Active,Lacosamide Oral Solution USP - CV 100mg/10mL 10/cs,1,216151,N,1,N,8/26/2022,8/26/2022,ML,100.0,AA,N,5/1/2023,5/1/2023,,,6/28/2023
143,9753,1,HIKMA PHARMACEUTICALS USA INC.,Active,methylPREDNISolone Sodium Succinate 40mg/vial Inj (IP),1,203125,N,1,N,9/26/2022,5/16/2023,EA,1.0,AP,Y,,5/16/2023,,,6/29/2023
143,9753,25,HIKMA PHARMACEUTICALS USA INC.,Active,methylPREDNISolone Sodium Succinate 40mg/vial Inj x 25,1,203125,N,1,N,9/26/2022,5/16/2023,EA,25.0,AP,Y,,5/16/2023,,,6/29/2023
143,9754,1,HIKMA PHARMACEUTICALS USA INC.,Active,methylPREDNISolone Sodium Succinate for Inj 125mg/vial (IP),1,203125,N,1,N,9/26/2022,5/16/2023,EA,1.0,AP,Y,,5/16/2023,,,6/29/2023
143,9754,25,HIKMA PHARMACEUTICALS USA INC.,Active,methylPREDNISolone Sodium Succinate for Inj 125mg/vial x 25,1,203125,N,1,N,9/26/2022,5/16/2023,EA,25.0,AP,Y,,5/16/2023,,,6/29/2023
187,1660,6,"BAUSCH HEALTH US, LLC.",Active,THERASEAL 1% CREAM,10,PART347,N,2,N,1/1/2012,1/1/2012,GM,180.0,NR,N,1/1/2012,1/1/2012,2/17/2017,,6/28/2023
338,9638,1,BAXTER HEALTHCARE CORPORATION,Active,ZOSYN INJ 4GM PIPERACILLIN-100ML,3,50750,I,1,N,2/24/1998,1/23/2006,ML,100.0,NR,Y,5/3/2023,5/3/2023,,,6/30/2023
338,9638,12,BAXTER HEALTHCARE CORPORATION,Active,ZOSYN INJ 4GM PIPERACILLIN-100ML,3,50750,I,1,N,2/24/1998,1/23/2006,ML,100.0,NR,Y,5/3/2023,5/3/2023,,,6/30/2023
527,760,37,"LANNETT COMPANY, INC.",Active,"Dextroamphetamine-Amphetamine Salts IR Tablets, 5mg",1,215565,N,1,N,7/8/2022,5/1/2023,TAB,100.0,AB,N,5/1/2023,5/1/2023,,,6/28/2023
527,762,37,"LANNETT COMPANY, INC.",Active,"Dextroamphetamine-Amphetamine Salts IR Tablets, 10mg",1,215565,N,1,N,7/8/2022,5/1/2023,TAB,100.0,AB,N,5/1/2023,5/1/2023,,,6/28/2023
527,766,37,"LANNETT COMPANY, INC.",Active,"Dextroamphetamine-Amphetamine Salts IR Tablets, 30mg",1,215565,N,1,N,7/8/2022,5/1/2023,TAB,100.0,AB,N,5/1/2023,5/1/2023,,,6/28/2023
884,8211,4,PEDINOL PHARMACAL INC,Active,FUNGOID-D 1% CREAM,10,part333,N,2,N,8/1/2011,7/1/2012,GM,113.0,NR,N,7/1/2012,7/1/2012,1/31/2020,,6/28/2023
21922,45,1,ENCUBE ETHICALS PVT. LTD.,Active,Mesalamine Suspension Rectal Enema - singles,1,216941,N,1,N,5/30/2023,6/1/2023,ML,60.0,AB,N,,6/1/2023,,,6/27/2023
21922,45,47,ENCUBE ETHICALS PVT. LTD.,Active,Mesalamine Suspension Rectal Enema -- 7s,1,216941,N,1,N,5/30/2023,6/1/2023,ML,60.0,AB,N,,6/1/2023,,,6/27/2023
21922,45,49,ENCUBE ETHICALS PVT. LTD.,Active,Mesalamine Suspension Rectal Enema -- 28s,1,216941,N,1,N,5/30/2023,6/1/2023,ML,60.0,AB,N,,6/1/2023,,,6/27/2023
23155,842,1,"HERITAGE PHARMACEUTICALS, INC.",Active,"Metformin HCL Tabs 850mg, 100ct",1,213320,N,1,N,12/3/2021,5/5/2023,TAB,1.0,AB,N,,5/5/2023,,,6/29/2023
23155,844,3,"HERITAGE PHARMACEUTICALS, INC.",Active,"Amlodipine Besylate/Valsartan Tabs 5/160mg, 30ct",1,90011,N,1,N,3/28/2013,9/30/2014,TAB,1.0,AB,N,5/3/2023,5/3/2023,,,6/29/2023
23155,844,9,"HERITAGE PHARMACEUTICALS, INC.",Active,"Amlodipine Besylate/Valsartan Tabs 5/160mg, 90ct",1,90011,N,1,N,3/28/2013,9/30/2014,TAB,1.0,AB,N,5/3/2023,5/3/2023,,,6/29/2023
23155,845,3,"HERITAGE PHARMACEUTICALS, INC.",Active,"Amlodipine Besylate/Valsartan Tabs 10/160mg, 30ct",1,90011,N,1,N,3/28/2013,9/30/2014,TAB,1.0,AB,N,5/3/2023,5/3/2023,,,6/29/2023
23155,845,9,"HERITAGE PHARMACEUTICALS, INC.",Active,"Amlodipine Besylate/Valsartan Tabs 10/160mg, 90ct",1,90011,N,1,N,3/28/2013,9/30/2014,TAB,1.0,AB,N,5/3/2023,5/3/2023,,,6/29/2023
23155,846,3,"HERITAGE PHARMACEUTICALS, INC.",Active,"Amlodipine Besylate/Valsartan Tabs 5/320mg, 30ct",1,90011,N,1,N,3/28/2013,5/3/2023,TAB,1.0,AB,N,5/3/2023,5/3/2023,,,6/29/2023
23155,846,9,"HERITAGE PHARMACEUTICALS, INC.",Active,"Amlodipine Besylate/Valsartan Tabs 5/320mg, 90ct",1,90011,N,1,N,3/28/2013,5/3/2023,TAB,1.0,AB,N,5/3/2023,5/3/2023,,,6/29/2023
23155,847,3,"HERITAGE PHARMACEUTICALS, INC.",Active,"Amlodipine Besylate/Valsartan Tabs 10/320mg, 30ct",1,90011,N,1,N,3/28/2013,9/30/2014,TAB,1.0,AB,N,5/30/2023,5/30/2023,,,6/29/2023
23155,847,9,"HERITAGE PHARMACEUTICALS, INC.",Active,"Amlodipine Besylate/Valsartan Tabs 10/320mg, 90ct",1,90011,N,1,N,3/28/2013,9/30/2014,TAB,1.0,AB,N,5/30/2023,5/30/2023,,,6/29/2023
25021,192,87,"SAGENT PHARMACEUTICALS, INC.",Active,CIPROFLOXACIN/DEXTROSE 5% 2MG/ML 24x200ML,1,78252,N,1,N,3/18/2008,5/2/2023,ML,200.0,AP,Y,,5/2/2023,,,6/27/2023
27241,256,11,AJANTA PHARMA LIMITED,Active,Pantoprazole Sodium for DR Oral Suspension 40mg 1CT,1,217416,N,1,N,2/9/2023,5/4/2023,EA,1.0,AB,N,,5/4/2023,,,6/29/2023
27241,256,38,AJANTA PHARMA LIMITED,Active,Pantoprazole Sodium for DR Oral Suspension 40mg 30CT,1,217416,N,1,N,2/9/2023,5/4/2023,EA,30.0,AB,N,,5/4/2023,,,6/29/2023
39822,3030,1,"XGEN PHARMACEUTICALS DJB, INC.",Active,Pentamidine Isethionate for Inhalation Solution,1,206983,N,1,N,1/20/2023,6/30/2023,EA,1.0,AN,Y,,6/30/2023,,,6/29/2023
39822,3030,2,"XGEN PHARMACEUTICALS DJB, INC.",Active,Pentamidine Isethionate for Inhalation Solution,1,206983,N,1,N,1/20/2023,6/30/2023,EA,1.0,AN,Y,,6/30/2023,,,6/29/2023
39822,3050,1,"XGEN PHARMACEUTICALS DJB, INC.",Active,Pentamidine Isethionate for Injection,1,206982,N,1,N,3/17/2022,6/30/2023,EA,1.0,AP,Y,,6/30/2023,,,6/29/2023
39822,3050,2,"XGEN PHARMACEUTICALS DJB, INC.",Active,Pentamidine Isethionate for Injection,1,206982,N,1,N,3/17/2022,6/30/2023,EA,10.0,AP,Y,,6/30/2023,,,6/29/2023
43547,530,10,"SOLCO HEALTHCARE USA, LLC",Active,Rocuronium Bromide Inj 50mg/5ml 10Vial,1,212668,N,1,N,5/26/2022,5/2/2023,ML,50.0,AP,Y,,5/2/2023,,,6/29/2023
43547,531,10,"SOLCO HEALTHCARE USA, LLC",Active,Rocuronium Bromide Inj 100mg/10ml 10Vial,1,212668,N,1,N,5/26/2022,5/2/2023,ML,100.0,AP,Y,,5/2/2023,,,6/29/2023
43598,830,90,"DR. REDDY'S LABORATORIES, INC.",Active,AtorvastatnCalTabUSP10mg(Cryst)90sHDPEUS,1,214659,N,1,N,7/17/2012,7/17/2012,TAB,1.0,AB,N,11/11/2022,11/11/2022,,,6/28/2023
46122,729,96,AMERISOURCE BERGEN,Active,GNP NAUSEA RELIEF CHERRY 4OZ LIQUID,12,,N,2,N,10/14/2022,5/1/2023,ML,118.0,NR,N,,5/1/2023,,,6/29/2023
46122,740,38,AMERISOURCE BERGEN,Active,GNP MAGNESIUM CITRATE SOL LEMON 12X10OZ,9,PART334,N,2,N,1/31/2023,5/24/2023,ML,1296.0,NR,N,,5/24/2023,,,6/29/2023
46122,741,38,AMERISOURCE BERGEN,Active,GNP MAGNESIUM CITRATE CHRY LIQ 12X10OZ,9,PART334,N,2,N,1/3/2023,5/24/2023,ML,296.0,NR,N,,5/24/2023,,,6/29/2023
49884,147,11,PAR PHARMACEUTICAL,Active,Dexlansoprazole DR Caps 30mg 30s,1,202294,N,1,N,6/16/2022,6/9/2023,CAP,1.0,AB,N,,6/9/2023,,,6/26/2023
49884,151,24,PAR PHARMACEUTICAL,Active,"Bismuth Subcitrate Potassium, Metronidazole, and Tetracycline H",1,205770,N,1,N,3/6/2023,3/9/2023,CAP,3.0,AB,N,,3/9/2023,,,6/26/2023
49884,151,54,PAR PHARMACEUTICAL,Active,"Bismuth Subcitrate Potassium, Metronidazole, and Tetracycline H",1,205770,N,1,N,3/6/2023,3/9/2023,CAP,3.0,AB,N,,3/9/2023,,,6/26/2023
50268,405,11,AVPAK,Active,HYDROCORTISONE TAB 5MG unit pack,1,40646,N,1,N,3/30/2007,5/2/2023,TAB,1.0,AB,N,,5/2/2023,,,6/30/2023
50268,405,15,AVPAK,Active,HYDROCORTISONE TAB 5MG,1,40646,N,1,N,3/30/2007,5/2/2023,TAB,50.0,AB,N,,5/2/2023,,,6/30/2023
50268,406,11,AVPAK,Active,HYDROCORTISONE TAB 10MG unit pack,1,40646,N,1,N,3/30/2007,5/2/2023,TAB,1.0,AB,N,,5/2/2023,,,6/30/2023
50268,406,15,AVPAK,Active,HYDROCORTISONE TAB 10MG,1,40646,N,1,N,3/30/2007,5/2/2023,TAB,50.0,AB,N,,5/2/2023,,,6/30/2023
50268,407,11,AVPAK,Active,HYDROCORTISONE TAB 20MG unit pack,1,40646,N,1,N,3/30/2007,5/2/2023,TAB,1.0,AB,N,,5/2/2023,,,6/30/2023
50268,407,15,AVPAK,Active,HYDROCORTISONE TAB 20MG ,1,40646,N,1,N,3/30/2007,5/2/2023,TAB,50.0,AB,N,,5/2/2023,,,6/30/2023
50268,656,11,AVPAK,Active,OMEPRAZOLE DR CAP 20MG unit pack,1,75576,N,1,N,10/22/2007,5/24/2023,CAP,1.0,AB,N,,5/24/2023,,,6/30/2023
50268,656,15,AVPAK,Active,OMEPRAZOLE DR CAP 20MG,1,75576,N,1,N,10/22/2007,5/24/2023,CAP,50.0,AB,N,,5/24/2023,,,6/30/2023
50268,657,11,AVPAK,Active,OMEPRAZOLE DR CAP 40MG unit pack,1,78490,N,1,N,3/16/2009,5/22/2023,CAP,1.0,AB,N,,5/22/2023,,,6/30/2023
50268,657,15,AVPAK,Active,OMEPRAZOLE DR CAP 40MG ,1,78490,N,1,N,3/16/2009,5/22/2023,CAP,50.0,AB,N,,5/22/2023,,,6/30/2023
51991,379,6,"BRECKENRIDGE PHARMACEUTICAL, INC.",Active,Everolimus Tablets 0.25mg,1,205432,N,1,N,5/20/2021,8/19/2021,TAB,60.0,AB,N,,8/19/2021,,,6/26/2023
51991,380,6,"BRECKENRIDGE PHARMACEUTICAL, INC.",Active,Everolimus Tablets 0.5mg,1,205432,N,1,N,5/20/2021,8/19/2021,TAB,60.0,AB,N,,8/19/2021,,,6/26/2023
52427,775,30,"ALMATICA  PHARMA, LLC.",Active,"Zolpidem Capsules, 7.5mg",3,215721,I,1,N,4/13/2023,5/25/2023,EA,30.0,NR,N,,5/25/2023,,,6/28/2023
52817,117,10,"TRUPHARMA, LLC",Active,PRIMIDONE 125 MG 100 TABLETS,1,214896,N,1,N,12/28/2022,2/15/2023,TAB,1.0,AB,N,5/9/2023,5/9/2023,,,6/29/2023
52817,390,10,"TRUPHARMA, LLC",Active,CARBIDOPA AND LEVODOPA 10MG/100MG 100 TABLETS,1,216505,N,1,N,9/21/2022,5/3/2023,TAB,1.0,AB,N,,5/3/2023,,,6/29/2023
52817,391,10,"TRUPHARMA, LLC",Active,CARBIDOPA AND LEVODOPA 25MG/100MG 100 TABLETS,1,216505,N,1,N,9/21/2022,5/3/2023,TAB,1.0,AB,N,,5/3/2023,,,6/29/2023
52817,392,10,"TRUPHARMA, LLC",Active,CARBIDOPA AND LEVODOPA 25MG/250MG 100 TABLETS,1,216505,N,1,N,9/21/2022,5/3/2023,TAB,1.0,AB,N,,5/3/2023,,,6/29/2023
60687,249,86,AMERICAN HEALTH PACKAGING,Active,LEVETIRACETAM SOL 500MG/5ML 5ML,1,203052,N,1,N,1/15/2019,3/13/2019,ML,150.0,AA,N,,3/13/2019,,,6/28/2023
60687,283,11,AMERICAN HEALTH PACKAGING,Active,Cefuroxime Axetil Tablet,1,65496,N,1,N,3/10/2023,6/26/2023,TAB,1.0,AB,N,,6/26/2023,,,6/28/2023
60687,283,94,AMERICAN HEALTH PACKAGING,Active,Cefuroxime Axetil Tablet,1,65496,N,1,N,3/10/2023,6/26/2023,TAB,20.0,AB,N,,6/26/2023,,,6/28/2023
60687,699,11,AMERICAN HEALTH PACKAGING,Active,Cefdinir Capsule,1,210220,N,1,N,4/1/2023,6/26/2023,CAP,1.0,AB,N,,6/26/2023,,,6/28/2023
60687,699,21,AMERICAN HEALTH PACKAGING,Active,Cefdinir Capsule,1,210220,N,1,N,4/1/2023,6/26/2023,CAP,30.0,AB,N,,6/26/2023,,,6/28/2023
60687,780,11,AMERICAN HEALTH PACKAGING,Active,Lurasidone Hydrochloride Tablet,1,212244,N,1,N,5/23/2023,6/20/2023,TAB,1.0,AB,N,,6/20/2023,,,6/28/2023
60687,780,21,AMERICAN HEALTH PACKAGING,Active,Lurasidone Hydrochloride Tablet,1,212244,N,1,N,5/23/2023,6/20/2023,TAB,30.0,AB,N,,6/20/2023,,,6/28/2023
62135,321,90,CHARTWELL RX LLC,Active,"Methyldopa Tablets, USP 250mg x 90 count.",3,18934,I,1,N,9/30/1990,5/25/2023,TAB,90.0,AB,N,,5/25/2023,,,6/30/2023
62135,322,90,CHARTWELL RX LLC,Active,"Methyldopa Tablets, USP 500mg x 90 count.",3,18934,I,1,N,9/30/1990,5/25/2023,TAB,90.0,AB,N,,5/25/2023,,,6/30/2023
62135,444,90,CHARTWELL RX LLC,Active,Pregabalin Capsules (CV) 50mg x 90 count.,1,212865,N,1,N,3/20/2020,5/30/2023,CAP,90.0,AB,N,,5/30/2023,,,6/30/2023
62135,445,90,CHARTWELL RX LLC,Active,Pregabalin Capsules (CV) 75mg x 90 count.,1,212865,N,1,N,3/20/2020,5/30/2023,CAP,90.0,AB,N,,5/30/2023,,,6/30/2023
62135,446,90,CHARTWELL RX LLC,Active,Pregabalin Capsules (CV) 100mg x 90 count.,1,212865,N,1,N,3/20/2020,5/30/2023,CAP,90.0,AB,N,,5/30/2023,,,6/30/2023
62135,447,90,CHARTWELL RX LLC,Active,Pregabalin Capsules (CV) 150mg x 90 count.,1,212865,N,1,N,3/20/2020,5/30/2023,CAP,90.0,AB,N,,5/30/2023,,,6/30/2023
62135,477,60,CHARTWELL RX LLC,Active,"Danazol Capsules, USP 200mg x 60 count.",1,77246,N,1,N,4/19/2007,5/4/2023,CAP,60.0,AB,N,,5/4/2023,,,6/30/2023
62135,509,90,CHARTWELL RX LLC,Active,Oxybutynin Chloride Extended-Release Tablets USP 15mg x 90 coun,1,78503,N,1,N,2/4/2009,5/4/2023,TAB,90.0,AB,N,,5/4/2023,,,6/30/2023
62135,524,90,CHARTWELL RX LLC,Active,"Terbutaline Sulfate Tablets, USP 2.5mg x 90 count.",1,77152,N,1,N,3/25/2005,5/4/2023,TAB,90.0,AB,N,,5/4/2023,,,6/30/2023
62135,525,90,CHARTWELL RX LLC,Active,"Terbutaline Sulfate Tablets, USP 5mg x 90 count.",1,77152,N,1,N,3/25/2005,5/4/2023,TAB,90.0,AB,N,,5/4/2023,,,6/30/2023
62135,530,30,CHARTWELL RX LLC,Active,"Omeprazole Delayed-Release Capsules, USP 10mg x 30 count.",1,75410,N,1,N,11/1/2002,5/8/2023,CAP,30.0,AB,N,,5/8/2023,,,6/30/2023
62135,531,30,CHARTWELL RX LLC,Active,Venlafaxine Hydrochloride Extended-Release Tablets 225mg x 30 c,1,209193,N,1,N,10/31/2019,5/4/2023,TAB,30.0,AB,N,,5/4/2023,,,6/30/2023
62135,532,30,CHARTWELL RX LLC,Active,Verapamil Hydrochloride Extended-release Capsules (PM) 100mg x ,3,20943,I,1,N,9/30/1990,5/8/2023,CAP,30.0,AB,N,,5/8/2023,,,6/30/2023
62135,551,60,CHARTWELL RX LLC,Active,"Hydrocortisone Tablets, USP 5mg x 60 count.",1,207029,N,1,N,4/27/2017,5/4/2023,TAB,60.0,AB,N,,5/4/2023,,,6/30/2023
62135,552,90,CHARTWELL RX LLC,Active,"Hydrocortisone Tablets, USP 10mg x 90 count.",1,207029,N,1,N,4/27/2017,5/4/2023,TAB,90.0,AB,N,,5/4/2023,,,6/30/2023
