region,region_code,period,tot_e_Rx,tot_e_Rx_thru_ehr,tot_e_Rx_thru_stand_alone,tot_primary_care_e_Rx,tot_non_primary_care_e_Rx,tot_nurse_prac_e_Rx,tot_phys_asst_e_Rx,pct_new_renewal_e_Rx,tot_med_hist_reqs,tot_med_hist_req_resps,pct_pharm_enabled,pct_pharm_e_Rx
National,US,2008,,,,,,,,0.04,,,,
National,US,2009,,,,,,,,0.11,,,,
National,US,2010,,,,,,,,0.19,,,,
National,US,2011,,,,,,,,0.32,,,,
National,US,2012,,,,,,,,0.52,,,,
National,US,2013,,,,,,,,0.57,,,,
National,US,2008-12,74478.0,52947.0,19182.0,32362.0,33445.0,6953.0,3170.0,,,,0.76,0.69
National,US,2009-01,81264.0,58320.0,20611.0,,,,,,,,,0.7
National,US,2009-02,88050.0,63693.0,22040.0,,,,,,,,,0.71
National,US,2009-03,94836.0,69066.0,23469.0,,,,,,,,,0.72
National,US,2009-04,101622.0,74439.0,24898.0,,,,,,,,,0.73
National,US,2009-05,108408.0,79812.0,26327.0,,,,,,,,,0.74
National,US,2009-06,115194.0,85185.0,27756.0,,,,,,,,,0.74
National,US,2009-07,121980.0,90558.0,29185.0,,,,,,,,,0.75
National,US,2009-08,128766.0,95931.0,30614.0,,,,,,,,,0.76
National,US,2009-09,135552.0,101304.0,32043.0,,,,,,,,,0.77
National,US,2009-10,142338.0,106677.0,33472.0,,,,,,,,,0.78
National,US,2009-11,149124.0,112050.0,34901.0,,,,,,,,,0.79
National,US,2009-12,155907.0,117418.0,36325.0,66375.0,84369.0,15264.0,8055.0,,,,0.84,0.8
National,US,2010-01,161340.0,122088.0,37070.0,,,,,,,,,0.81
National,US,2010-02,166773.0,126758.0,37815.0,,,,,,,,,0.81
National,US,2010-03,172206.0,131428.0,38560.0,,,,,,,,,0.82
National,US,2010-04,177639.0,136098.0,39305.0,,,,,,,,,0.82
National,US,2010-05,183072.0,140768.0,40050.0,,,,,,,,,0.83
National,US,2010-06,188502.0,145436.0,40793.0,81514.0,104838.0,19795.0,10623.0,,15838320.0,14311647.0,0.86,0.83
National,US,2010-07,196045.0,151803.0,41980.0,,,,,,,,,0.84
National,US,2010-08,203588.0,158170.0,43167.0,,,,,,,,,0.84
National,US,2010-09,211131.0,164537.0,44354.0,,,,,,,,,0.85
National,US,2010-10,218674.0,170904.0,45541.0,,,,,,,,,0.85
National,US,2010-11,226217.0,177271.0,46728.0,,,,,,,,,0.86
National,US,2010-12,233760.0,183634.0,47913.0,98920.0,132076.0,25712.0,13374.0,,23441394.0,20989258.0,0.89,0.87
National,US,2011-01,241773.0,190452.0,49079.0,93844.0,129486.0,27301.0,13687.0,,21706204.0,19282377.0,0.9,0.88
National,US,2011-02,250985.0,197963.0,50809.0,105255.0,142619.0,28211.0,14738.0,,23146944.0,19886855.0,0.9,0.87
National,US,2011-03,262580.0,206308.0,54064.0,108054.0,151374.0,28663.0,15208.0,,27547279.0,24112623.0,0.9,0.88
National,US,2011-04,277803.0,219788.0,55858.0,111362.0,163249.0,30731.0,16540.0,,25208238.0,22439129.0,0.91,0.89
National,US,2011-05,302482.0,235480.0,64834.0,117410.0,181577.0,32746.0,17949.0,,27607243.0,24791972.0,0.91,0.9
National,US,2011-06,343830.0,260998.0,80641.0,127213.0,212298.0,35791.0,20098.0,,31308741.0,27255843.0,0.92,0.9
National,US,2011-07,338339.0,262797.0,73343.0,126238.0,205417.0,35839.0,19917.0,,28870989.0,26177827.0,0.92,0.9
National,US,2011-08,348608.0,275004.0,71338.0,125480.0,202853.0,35468.0,19685.0,,33403554.0,29851740.0,0.92,0.91
National,US,2011-09,357400.0,285216.0,69858.0,132005.0,216116.0,37767.0,20952.0,,32498789.0,28691583.0,0.92,0.91
National,US,2011-10,370357.0,297019.0,70865.0,135486.0,224663.0,38792.0,21622.0,,32648354.0,29056720.0,0.93,0.91
National,US,2011-11,382202.0,308852.0,70790.0,139343.0,232103.0,40073.0,22374.0,,32568208.0,28946239.0,0.93,0.92
National,US,2011-12,390486.0,315968.0,71932.0,142008.0,237152.0,40996.0,22998.0,,37205524.0,33726350.0,0.93,0.92
National,US,2012-01,395299.0,323390.0,69478.0,143832.0,239509.0,41761.0,23440.0,,38554652.0,34869547.0,0.93,0.92
National,US,2012-02,401572.0,330616.0,68558.0,146307.0,242697.0,42863.0,23896.0,,37811972.0,34314599.0,0.93,0.93
National,US,2012-03,409767.0,338412.0,68987.0,148971.0,247722.0,43951.0,24554.0,,40864399.0,37390208.0,0.93,0.93
National,US,2012-04,418478.0,346745.0,69363.0,151666.0,253207.0,45065.0,25294.0,,40218628.0,36792357.0,0.94,0.93
National,US,2012-05,429912.0,356845.0,70237.0,155113.0,260549.0,46008.0,26017.0,,43149484.0,40159468.0,0.94,0.93
National,US,2012-06,442770.0,367846.0,71806.0,158372.0,269224.0,47540.0,26914.0,,42040983.0,39117822.0,0.94,0.94
National,US,2012-07,445015.0,375117.0,66903.0,158478.0,266805.0,48223.0,27175.0,,45016237.0,41482566.0,0.94,0.94
National,US,2012-08,456442.0,388862.0,64527.0,161280.0,272474.0,49431.0,27939.0,,50532313.0,46195435.0,0.95,0.94
National,US,2012-09,465817.0,399576.0,63024.0,163908.0,277671.0,50270.0,28426.0,,48446690.0,44311640.0,0.95,0.94
National,US,2012-10,477824.0,410844.0,63526.0,166841.0,285011.0,51368.0,29262.0,,62225881.0,55717612.0,0.94,0.95
National,US,2012-11,484522.0,417714.0,63110.0,168724.0,288706.0,52268.0,29757.0,,54728625.0,49728768.0,0.94,0.95
National,US,2012-12,489415.0,423123.0,62694.0,170446.0,291094.0,52993.0,30126.0,,55038207.0,49716507.0,0.94,0.95
National,US,2013-01,496496.0,430596.0,61815.0,172291.0,295049.0,54004.0,30745.0,,60647481.0,54151922.0,0.94,0.95
National,US,2013-02,503383.0,440238.0,60680.0,174308.0,298654.0,55011.0,31391.0,,61778473.0,54586315.0,0.94,0.95
National,US,2013-03,507994.0,445746.0,59788.0,175484.0,301409.0,55657.0,31838.0,,58557769.0,52681896.0,0.94,0.95
National,US,2013-04,515416.0,453141.0,59778.0,177466.0,305658.0,56712.0,32481.0,,61996776.0,55329807.0,0.95,0.96
National,US,2013-05,520954.0,459868.0,58462.0,179233.0,308503.0,57281.0,32956.0,,58870738.0,55176145.0,0.95,0.96
National,US,2013-06,527370.0,470110.0,54382.0,181034.0,312025.0,58185.0,33530.0,,60052742.0,56151728.0,0.95,0.96
National,US,2013-07,531843.0,477332.0,51185.0,181128.0,309517.0,59171.0,34008.0,,64786438.0,60473063.0,0.96,0.95
National,US,2013-08,540126.0,485870.0,49990.0,201856.0,336296.0,64295.0,36899.0,,66624523.0,62104518.0,0.96,0.95
National,US,2013-09,550441.0,499881.0,47119.0,205132.0,343478.0,65903.0,37674.0,,61989325.0,57689515.0,0.96,0.95
National,US,2013-10,558358.0,507571.0,46829.0,207373.0,348368.0,66975.0,38314.0,,68035616.0,63605406.0,0.96,0.95
National,US,2013-11,560946.0,511585.0,45352.0,208194.0,349403.0,67737.0,38482.0,,57882186.0,54171251.0,0.96,0.95
National,US,2013-12,566115.0,516898.0,44890.0,209831.0,352243.0,68537.0,39161.0,,60268708.0,56430691.0,0.96,0.95
National,US,2014-01,570245.0,522003.0,44079.0,211268.0,354239.0,69267.0,39573.0,,58809533.0,54556638.0,0.96,0.95
National,US,2014-02,573398.0,525654.0,42738.0,216235.0,356334.0,71058.0,40691.0,,44706804.0,40562454.0,0.96,0.95
National,US,2014-03,578237.0,527713.0,41965.0,218025.0,358981.0,72321.0,41242.0,,49574925.0,43277741.0,0.96,0.95
National,US,2014-04,582397.0,533639.0,40528.0,218703.0,361981.0,73231.0,41725.0,,52048036.0,44922064.0,0.96,0.95
Alaska,AK,2008,,,,,,,,0.02,,,,
Alaska,AK,2009,,,,,,,,0.08,,,,
Alaska,AK,2010,,,,,,,,0.13,,,,
Alaska,AK,2011,,,,,,,,0.23,,,,
Alaska,AK,2012,,,,,,,,0.33,,,,
Alaska,AK,2013,,,,,,,,0.48,,,,
Alaska,AK,2008-12,113.0,96.0,17.0,72.0,26.0,15.0,12.0,,,,0.78,0.71
Alaska,AK,2009-01,126.0,107.0,19.0,,,,,,,,,0.73
Alaska,AK,2009-02,139.0,118.0,21.0,,,,,,,,,0.74
Alaska,AK,2009-03,152.0,129.0,23.0,,,,,,,,,0.75
Alaska,AK,2009-04,165.0,140.0,25.0,,,,,,,,,0.76
Alaska,AK,2009-05,178.0,151.0,27.0,,,,,,,,,0.77
Alaska,AK,2009-06,191.0,162.0,29.0,,,,,,,,,0.78
Alaska,AK,2009-07,204.0,173.0,31.0,,,,,,,,,0.79
Alaska,AK,2009-08,217.0,184.0,33.0,,,,,,,,,0.8
Alaska,AK,2009-09,230.0,195.0,35.0,,,,,,,,,0.81
Alaska,AK,2009-10,243.0,206.0,37.0,,,,,,,,,0.82
Alaska,AK,2009-11,256.0,217.0,39.0,,,,,,,,,0.83
Alaska,AK,2009-12,280.0,235.0,45.0,180.0,90.0,36.0,25.0,,,,0.89,0.83
Alaska,AK,2010-01,290.0,244.0,46.0,,,,,,,,,0.85
Alaska,AK,2010-02,300.0,253.0,47.0,,,,,,,,,0.85
Alaska,AK,2010-03,310.0,262.0,48.0,,,,,,,,,0.86
Alaska,AK,2010-04,320.0,271.0,49.0,,,,,,,,,0.86
Alaska,AK,2010-05,330.0,280.0,50.0,,,,,,,,,0.87
Alaska,AK,2010-06,344.0,294.0,50.0,223.0,113.0,49.0,35.0,,12363.0,10153.0,0.88,0.87
Alaska,AK,2010-07,358.0,302.0,56.0,,,,,,,,,0.89
Alaska,AK,2010-08,372.0,310.0,62.0,,,,,,,,,0.89
Alaska,AK,2010-09,386.0,318.0,68.0,,,,,,,,,0.9
Alaska,AK,2010-10,400.0,326.0,74.0,,,,,,,,,0.9
Alaska,AK,2010-11,414.0,334.0,80.0,,,,,,,,,0.91
Alaska,AK,2010-12,429.0,343.0,86.0,280.0,143.0,66.0,48.0,,22925.0,17564.0,0.9,0.9
Alaska,AK,2011-01,446.0,361.0,85.0,274.0,133.0,72.0,47.0,,21631.0,16120.0,0.91,0.91
Alaska,AK,2011-02,450.0,371.0,79.0,294.0,145.0,68.0,57.0,,24737.0,18754.0,0.91,0.9
Alaska,AK,2011-03,477.0,388.0,89.0,314.0,152.0,73.0,56.0,,28567.0,22327.0,0.91,0.91
Alaska,AK,2011-04,510.0,427.0,83.0,315.0,186.0,87.0,59.0,,29814.0,23054.0,0.92,0.91
Alaska,AK,2011-05,538.0,450.0,88.0,320.0,207.0,89.0,61.0,,30208.0,23621.0,0.93,0.93
Alaska,AK,2011-06,582.0,481.0,101.0,337.0,233.0,99.0,63.0,,32297.0,23938.0,0.93,0.93
Alaska,AK,2011-07,574.0,474.0,100.0,335.0,228.0,100.0,65.0,,28926.0,22281.0,0.93,0.93
Alaska,AK,2011-08,573.0,493.0,80.0,324.0,226.0,98.0,63.0,,33803.0,25482.0,0.93,0.93
Alaska,AK,2011-09,589.0,502.0,87.0,339.0,241.0,104.0,67.0,,31294.0,23052.0,0.94,0.94
Alaska,AK,2011-10,607.0,512.0,95.0,344.0,255.0,107.0,67.0,,29130.0,20731.0,0.93,0.93
Alaska,AK,2011-11,614.0,517.0,97.0,351.0,257.0,106.0,71.0,,28378.0,20525.0,0.93,0.93
Alaska,AK,2011-12,659.0,553.0,106.0,376.0,274.0,114.0,74.0,,30360.0,23284.0,0.93,0.93
Alaska,AK,2012-01,690.0,583.0,107.0,399.0,281.0,117.0,81.0,,30630.0,22828.0,0.95,0.95
Alaska,AK,2012-02,702.0,593.0,109.0,406.0,284.0,132.0,78.0,,30945.0,22674.0,0.95,0.95
Alaska,AK,2012-03,724.0,617.0,107.0,414.0,301.0,132.0,86.0,,32096.0,24060.0,0.95,0.93
Alaska,AK,2012-04,743.0,634.0,109.0,427.0,304.0,144.0,83.0,,32846.0,24951.0,0.93,0.93
Alaska,AK,2012-05,772.0,660.0,112.0,440.0,320.0,148.0,83.0,,31772.0,25047.0,0.93,0.93
Alaska,AK,2012-06,774.0,667.0,107.0,438.0,324.0,154.0,84.0,,29539.0,23277.0,0.93,0.95
Alaska,AK,2012-07,784.0,688.0,96.0,428.0,334.0,150.0,81.0,,32981.0,24773.0,0.94,0.94
Alaska,AK,2012-08,797.0,699.0,98.0,441.0,334.0,152.0,88.0,,41853.0,32046.0,0.94,0.94
Alaska,AK,2012-09,775.0,672.0,103.0,412.0,336.0,143.0,87.0,,39229.0,31796.0,0.94,0.94
Alaska,AK,2012-10,806.0,700.0,106.0,437.0,344.0,159.0,86.0,,59473.0,45974.0,0.94,0.94
Alaska,AK,2012-11,806.0,703.0,103.0,437.0,340.0,152.0,88.0,,53439.0,42742.0,0.94,0.94
Alaska,AK,2012-12,812.0,708.0,104.0,434.0,349.0,156.0,85.0,,52962.0,41716.0,0.94,0.93
Alaska,AK,2013-01,875.0,771.0,104.0,469.0,374.0,162.0,104.0,,61940.0,49104.0,0.93,0.93
Alaska,AK,2013-02,923.0,828.0,95.0,500.0,390.0,174.0,111.0,,67469.0,53249.0,0.93,0.93
Alaska,AK,2013-03,942.0,846.0,96.0,506.0,398.0,171.0,114.0,,58877.0,47158.0,0.97,0.97
Alaska,AK,2013-04,943.0,846.0,97.0,501.0,401.0,173.0,112.0,,61387.0,48635.0,0.97,0.97
Alaska,AK,2013-05,940.0,847.0,93.0,496.0,405.0,164.0,109.0,,53658.0,46097.0,0.98,0.98
Alaska,AK,2013-06,970.0,895.0,75.0,522.0,406.0,180.0,117.0,,51019.0,43886.0,0.97,0.98
Alaska,AK,2013-07,981.0,918.0,63.0,517.0,413.0,183.0,112.0,,58358.0,50833.0,0.97,0.98
Alaska,AK,2013-08,1005.0,948.0,57.0,592.0,410.0,189.0,114.0,,58611.0,50809.0,0.97,0.96
Alaska,AK,2013-09,1023.0,969.0,53.0,604.0,417.0,188.0,118.0,,60878.0,54069.0,0.97,0.96
Alaska,AK,2013-10,1038.0,979.0,58.0,606.0,427.0,191.0,119.0,,66237.0,58371.0,0.97,0.97
Alaska,AK,2013-11,1042.0,988.0,53.0,602.0,434.0,193.0,114.0,,55370.0,49443.0,0.97,0.97
Alaska,AK,2013-12,1047.0,995.0,50.0,604.0,435.0,195.0,118.0,,60184.0,53476.0,0.97,0.97
Alaska,AK,2014-01,1073.0,1019.0,54.0,607.0,458.0,198.0,123.0,,71855.0,63989.0,0.96,0.97
Alaska,AK,2014-02,1058.0,1012.0,46.0,619.0,438.0,200.0,129.0,,72135.0,64622.0,0.96,0.95
Alaska,AK,2014-03,1072.0,1014.0,48.0,624.0,446.0,211.0,122.0,,112716.0,101353.0,0.96,0.96
Alaska,AK,2014-04,1073.0,1028.0,43.0,620.0,450.0,204.0,125.0,,88024.0,74352.0,0.97,0.97
Alabama,AL,2008,,,,,,,,0.02,,,,
Alabama,AL,2009,,,,,,,,0.07,,,,
Alabama,AL,2010,,,,,,,,0.11,,,,
Alabama,AL,2011,,,,,,,,0.22,,,,
Alabama,AL,2012,,,,,,,,0.39,,,,
Alabama,AL,2013,,,,,,,,0.52,,,,
Alabama,AL,2008-12,688.0,406.0,282.0,250.0,349.0,26.0,5.0,,,,0.69,0.63
Alabama,AL,2009-01,751.0,441.0,310.0,,,,,,,,,0.64
Alabama,AL,2009-02,814.0,476.0,338.0,,,,,,,,,0.66
Alabama,AL,2009-03,877.0,511.0,366.0,,,,,,,,,0.67
Alabama,AL,2009-04,940.0,546.0,394.0,,,,,,,,,0.68
Alabama,AL,2009-05,1003.0,581.0,422.0,,,,,,,,,0.7
Alabama,AL,2009-06,1066.0,616.0,450.0,,,,,,,,,0.71
Alabama,AL,2009-07,1129.0,651.0,478.0,,,,,,,,,0.72
Alabama,AL,2009-08,1192.0,686.0,506.0,,,,,,,,,0.73
Alabama,AL,2009-09,1255.0,721.0,534.0,,,,,,,,,0.75
Alabama,AL,2009-10,1318.0,756.0,562.0,,,,,,,,,0.76
Alabama,AL,2009-11,1381.0,791.0,590.0,,,,,,,,,0.77
Alabama,AL,2009-12,1453.0,835.0,618.0,542.0,846.0,71.0,16.0,,,,0.81,0.79
Alabama,AL,2010-01,1493.0,871.0,622.0,,,,,,,,,0.8
Alabama,AL,2010-02,1533.0,907.0,626.0,,,,,,,,,0.8
Alabama,AL,2010-03,1573.0,943.0,630.0,,,,,,,,,0.81
Alabama,AL,2010-04,1613.0,979.0,634.0,,,,,,,,,0.81
Alabama,AL,2010-05,1653.0,1015.0,638.0,,,,,,,,,0.82
Alabama,AL,2010-06,1695.0,1051.0,644.0,682.0,988.0,118.0,22.0,,176387.0,154049.0,0.85,0.83
Alabama,AL,2010-07,1763.0,1096.0,667.0,,,,,,,,,0.83
Alabama,AL,2010-08,1831.0,1141.0,690.0,,,,,,,,,0.84
Alabama,AL,2010-09,1899.0,1186.0,713.0,,,,,,,,,0.84
Alabama,AL,2010-10,1967.0,1231.0,736.0,,,,,,,,,0.84
Alabama,AL,2010-11,2035.0,1276.0,759.0,,,,,,,,,0.85
Alabama,AL,2010-12,2106.0,1322.0,784.0,829.0,1249.0,173.0,29.0,,249668.0,222824.0,0.87,0.85
Alabama,AL,2011-01,2142.0,1380.0,762.0,792.0,1255.0,180.0,28.0,,209482.0,181789.0,0.88,0.86
Alabama,AL,2011-02,2297.0,1486.0,811.0,894.0,1379.0,194.0,28.0,,237216.0,201133.0,0.87,0.85
Alabama,AL,2011-03,2399.0,1534.0,865.0,899.0,1471.0,193.0,27.0,,284917.0,249908.0,0.89,0.85
Alabama,AL,2011-04,2572.0,1670.0,902.0,934.0,1608.0,206.0,26.0,,254172.0,224002.0,0.9,0.87
Alabama,AL,2011-05,3005.0,1968.0,1037.0,1073.0,1911.0,255.0,38.0,,267642.0,239220.0,0.91,0.88
Alabama,AL,2011-06,4073.0,2605.0,1468.0,1336.0,2710.0,321.0,54.0,,331008.0,287445.0,0.92,0.89
Alabama,AL,2011-07,3857.0,2534.0,1323.0,1336.0,2489.0,319.0,50.0,,311301.0,283126.0,0.92,0.89
Alabama,AL,2011-08,3984.0,2696.0,1288.0,1302.0,2429.0,318.0,48.0,,412419.0,371372.0,0.92,0.9
Alabama,AL,2011-09,4130.0,2830.0,1300.0,1414.0,2658.0,351.0,55.0,,453656.0,407568.0,0.93,0.9
Alabama,AL,2011-10,4301.0,2983.0,1318.0,1472.0,2774.0,366.0,60.0,,460885.0,417617.0,0.93,0.9
Alabama,AL,2011-11,4514.0,3328.0,1186.0,1563.0,2898.0,388.0,59.0,,463197.0,422934.0,0.92,0.91
Alabama,AL,2011-12,4669.0,3460.0,1209.0,1617.0,2998.0,402.0,65.0,,521120.0,481774.0,0.93,0.91
Alabama,AL,2012-01,4790.0,3594.0,1196.0,1639.0,3082.0,417.0,72.0,,563207.0,517494.0,0.93,0.92
Alabama,AL,2012-02,4868.0,3691.0,1176.0,1659.0,3138.0,428.0,67.0,,576395.0,532853.0,0.93,0.92
Alabama,AL,2012-03,5002.0,3794.0,1207.0,1697.0,3208.0,440.0,70.0,,573862.0,532377.0,0.94,0.93
Alabama,AL,2012-04,5134.0,3896.0,1238.0,1715.0,3317.0,455.0,72.0,,581287.0,539150.0,0.94,0.93
Alabama,AL,2012-05,5292.0,4037.0,1255.0,1777.0,3401.0,476.0,78.0,,681956.0,644609.0,0.94,0.93
Alabama,AL,2012-06,5454.0,4162.0,1291.0,1795.0,3523.0,473.0,84.0,,570082.0,537226.0,0.95,0.95
Alabama,AL,2012-07,5460.0,4230.0,1229.0,1802.0,3447.0,500.0,86.0,,596108.0,552260.0,0.95,0.94
Alabama,AL,2012-08,5710.0,4504.0,1206.0,1839.0,3628.0,516.0,89.0,,868203.0,809376.0,0.95,0.95
Alabama,AL,2012-09,5851.0,4639.0,1212.0,1881.0,3705.0,542.0,94.0,,879066.0,788633.0,0.95,0.94
Alabama,AL,2012-10,5999.0,4763.0,1236.0,1924.0,3787.0,544.0,97.0,,1052669.0,932204.0,0.95,0.94
Alabama,AL,2012-11,6009.0,4780.0,1229.0,1951.0,3786.0,573.0,101.0,,944377.0,849392.0,0.95,0.93
Alabama,AL,2012-12,6022.0,4797.0,1225.0,1972.0,3773.0,575.0,103.0,,980791.0,879836.0,0.95,0.94
Alabama,AL,2013-01,6133.0,4905.0,1228.0,2000.0,3833.0,590.0,98.0,,1123804.0,1001189.0,0.95,0.94
Alabama,AL,2013-02,6234.0,5025.0,1209.0,2026.0,3882.0,601.0,108.0,,1435687.0,1283529.0,0.95,0.94
Alabama,AL,2013-03,6251.0,5071.0,1180.0,2032.0,3895.0,604.0,104.0,,1120389.0,999609.0,0.95,0.94
Alabama,AL,2013-04,6357.0,5176.0,1181.0,2066.0,3957.0,620.0,104.0,,1257977.0,1139230.0,0.96,0.94
Alabama,AL,2013-05,6473.0,5308.0,1165.0,2084.0,4007.0,635.0,105.0,,1208168.0,1139945.0,0.95,0.94
Alabama,AL,2013-06,6581.0,5549.0,1032.0,2130.0,4041.0,648.0,115.0,,1474116.0,1395739.0,0.95,0.94
Alabama,AL,2013-07,6485.0,5536.0,949.0,2122.0,3960.0,671.0,115.0,,1581295.0,1487773.0,0.95,0.94
Alabama,AL,2013-08,6599.0,5665.0,925.0,2345.0,4246.0,794.0,129.0,,1410432.0,1265943.0,0.96,0.94
Alabama,AL,2013-09,6699.0,5836.0,862.0,2388.0,4298.0,825.0,128.0,,1094419.0,1020536.0,0.96,0.95
Alabama,AL,2013-10,6811.0,5966.0,844.0,2408.0,4382.0,838.0,136.0,,1247124.0,1163589.0,0.96,0.95
Alabama,AL,2013-11,6846.0,5980.0,861.0,2405.0,4415.0,851.0,136.0,,1039893.0,963621.0,0.95,0.94
Alabama,AL,2013-12,6864.0,6074.0,786.0,2426.0,4410.0,865.0,140.0,,1329897.0,1244841.0,0.96,0.94
Alabama,AL,2014-01,6876.0,6093.0,780.0,2437.0,4402.0,864.0,138.0,,1182994.0,1101405.0,0.96,0.94
Alabama,AL,2014-02,6919.0,6165.0,752.0,2477.0,4434.0,898.0,136.0,,856215.0,783032.0,0.96,0.94
Alabama,AL,2014-03,7008.0,6325.0,644.0,2496.0,4494.0,902.0,142.0,,927826.0,801445.0,0.96,0.95
Alabama,AL,2014-04,7068.0,6394.0,624.0,2517.0,4524.0,932.0,151.0,,889445.0,785300.0,0.96,0.95
Arkansas,AR,2008,,,,,,,,0.02,,,,
Arkansas,AR,2009,,,,,,,,0.08,,,,
Arkansas,AR,2010,,,,,,,,0.15,,,,
Arkansas,AR,2011,,,,,,,,0.29,,,,
Arkansas,AR,2012,,,,,,,,0.43,,,,
Arkansas,AR,2013,,,,,,,,0.53,,,,
Arkansas,AR,2008-12,410.0,369.0,41.0,255.0,118.0,52.0,2.0,,,,0.68,0.51
Arkansas,AR,2009-01,458.0,403.0,54.0,,,,,,,,,0.53
Arkansas,AR,2009-02,506.0,437.0,67.0,,,,,,,,,0.55
Arkansas,AR,2009-03,554.0,471.0,80.0,,,,,,,,,0.57
Arkansas,AR,2009-04,602.0,505.0,93.0,,,,,,,,,0.59
Arkansas,AR,2009-05,650.0,539.0,106.0,,,,,,,,,0.62
Arkansas,AR,2009-06,698.0,573.0,119.0,,,,,,,,,0.64
Arkansas,AR,2009-07,746.0,607.0,132.0,,,,,,,,,0.66
Arkansas,AR,2009-08,794.0,641.0,145.0,,,,,,,,,0.68
Arkansas,AR,2009-09,842.0,675.0,158.0,,,,,,,,,0.7
Arkansas,AR,2009-10,890.0,709.0,171.0,,,,,,,,,0.72
Arkansas,AR,2009-11,938.0,743.0,184.0,,,,,,,,,0.74
Arkansas,AR,2009-12,986.0,785.0,201.0,538.0,416.0,106.0,16.0,,,,0.84,0.77
Arkansas,AR,2010-01,1047.0,839.0,208.0,,,,,,,,,0.78
Arkansas,AR,2010-02,1108.0,893.0,215.0,,,,,,,,,0.78
Arkansas,AR,2010-03,1169.0,947.0,222.0,,,,,,,,,0.79
Arkansas,AR,2010-04,1230.0,1001.0,229.0,,,,,,,,,0.79
Arkansas,AR,2010-05,1291.0,1055.0,236.0,,,,,,,,,0.8
Arkansas,AR,2010-06,1355.0,1111.0,244.0,717.0,626.0,167.0,34.0,,102789.0,76197.0,0.87,0.8
Arkansas,AR,2010-07,1434.0,1179.0,255.0,,,,,,,,,0.81
Arkansas,AR,2010-08,1513.0,1247.0,266.0,,,,,,,,,0.81
Arkansas,AR,2010-09,1592.0,1315.0,277.0,,,,,,,,,0.82
Arkansas,AR,2010-10,1671.0,1383.0,288.0,,,,,,,,,0.82
Arkansas,AR,2010-11,1750.0,1451.0,299.0,,,,,,,,,0.83
Arkansas,AR,2010-12,1832.0,1520.0,311.0,939.0,877.0,244.0,53.0,,115162.0,86779.0,0.9,0.83
Arkansas,AR,2011-01,1936.0,1612.0,323.0,929.0,893.0,274.0,58.0,,108831.0,79487.0,0.9,0.84
Arkansas,AR,2011-02,1986.0,1645.0,340.0,1010.0,953.0,281.0,61.0,,109109.0,81228.0,0.9,0.83
Arkansas,AR,2011-03,2139.0,1754.0,385.0,1049.0,1059.0,293.0,67.0,,146177.0,106695.0,0.91,0.83
Arkansas,AR,2011-04,2247.0,1856.0,391.0,1080.0,1136.0,305.0,72.0,,150233.0,118874.0,0.92,0.85
Arkansas,AR,2011-05,2590.0,2050.0,540.0,1161.0,1392.0,319.0,76.0,,166892.0,133533.0,0.92,0.85
Arkansas,AR,2011-06,3065.0,2340.0,725.0,1327.0,1699.0,362.0,86.0,,198041.0,156074.0,0.93,0.86
Arkansas,AR,2011-07,3056.0,2397.0,659.0,1305.0,1672.0,350.0,81.0,,172791.0,141358.0,0.93,0.86
Arkansas,AR,2011-08,3079.0,2449.0,630.0,1288.0,1633.0,350.0,81.0,,225747.0,177373.0,0.93,0.88
Arkansas,AR,2011-09,3158.0,2552.0,606.0,1329.0,1744.0,377.0,88.0,,221416.0,169965.0,0.93,0.87
Arkansas,AR,2011-10,3229.0,2604.0,625.0,1353.0,1782.0,379.0,94.0,,202993.0,159714.0,0.93,0.88
Arkansas,AR,2011-11,3299.0,2681.0,618.0,1386.0,1815.0,398.0,90.0,,208329.0,164384.0,0.93,0.9
Arkansas,AR,2011-12,3317.0,2685.0,632.0,1398.0,1818.0,399.0,86.0,,195774.0,163758.0,0.89,0.88
Arkansas,AR,2012-01,3343.0,2729.0,614.0,1412.0,1826.0,402.0,86.0,,183995.0,155172.0,0.9,0.89
Arkansas,AR,2012-02,3364.0,2754.0,610.0,1423.0,1835.0,405.0,82.0,,179579.0,151237.0,0.91,0.91
Arkansas,AR,2012-03,3441.0,2837.0,604.0,1462.0,1868.0,423.0,90.0,,198187.0,170138.0,0.92,0.91
Arkansas,AR,2012-04,3510.0,2895.0,615.0,1491.0,1901.0,435.0,91.0,,199827.0,169898.0,0.93,0.92
Arkansas,AR,2012-05,3589.0,2970.0,619.0,1510.0,1955.0,434.0,98.0,,204825.0,180922.0,0.93,0.92
Arkansas,AR,2012-06,3708.0,3041.0,667.0,1556.0,2016.0,463.0,97.0,,190075.0,165223.0,0.94,0.93
Arkansas,AR,2012-07,3681.0,3076.0,605.0,1537.0,1954.0,463.0,100.0,,211906.0,179329.0,0.93,0.93
Arkansas,AR,2012-08,3750.0,3142.0,608.0,1543.0,1998.0,478.0,103.0,,525442.0,484546.0,0.93,0.93
Arkansas,AR,2012-09,3798.0,3162.0,635.0,1542.0,2035.0,483.0,98.0,,363775.0,327461.0,0.91,0.93
Arkansas,AR,2012-10,3919.0,3241.0,676.0,1580.0,2111.0,503.0,110.0,,350740.0,278684.0,0.91,0.91
Arkansas,AR,2012-11,3919.0,3296.0,620.0,1602.0,2091.0,506.0,108.0,,329500.0,273763.0,0.91,0.9
