X,Y,OBJECTID,GLOBALID,DAMAGE,STRUCTURETYPE
-13238056.7608241,4368112.09555644,1,59838972-d1b0-4319-ab6d-5a0a1dbf33e1,No Damage,Single Family Residence Single Story
-13238120.0706192,4366798.98415249,2,78b4a3fa-cabd-4629-9574-6754232f50de,No Damage,Single Family Residence Multi Story
-13238110.7951094,4366757.56764283,3,f0d0475a-60ed-4b23-adaf-ab5630a6daa8,No Damage,Single Family Residence Single Story
-13238159.8895941,4366767.6086869,4,bc214504-e30a-42ea-b351-5dbdf0f854fa,No Damage,Single Family Residence Single Story
-13238207.0319748,4366716.29541433,5,7858dcad-0053-4d42-b345-db3bf500c407,No Damage,Single Family Residence Single Story
-13237077.9676523,4369822.33617733,6,f29761e9-f59e-4c93-94c9-93b5c2138e64,No Damage,Single Family Residence Single Story
-13237086.1057873,4369087.71244748,7,effff812-6b20-4e93-83b5-d847498f8332,No Damage,Single Family Residence Single Story
-13237239.8890625,4368739.17331892,8,9ae7bb3c-9e48-4965-a8c7-d0e55b2fc9eb,No Damage,Mobile Home Double Wide
-13237340.1873,4368724.1887,9,1e119aa3-a618-41ab-9a8f-5b36918dfca0,No Damage,Single Family Residence Single Story
-13238092.0826905,4368235.76539399,10,880d5873-24db-4a77-b22d-e271f0c243bd,Affected (1-9%),Single Family Residence Single Story
-13238176.4747375,4368497.15570034,11,5267c613-d192-4a9f-8384-90dc9daf12eb,No Damage,Mixed Commercial/Residential
-13237982.1395764,4368037.09714777,12,f471de85-b486-4e6f-a914-73332e4348cd,No Damage,Single Family Residence Multi Story
-13238144.0703,4366924.4149,13,c855ec77-e095-483d-9bb6-870fa4406d20,No Damage,Single Family Residence Multi Story
-13238131.0153526,4366846.24381396,14,3b1e0774-b8df-4a8c-8f6f-25d97dbe365d,No Damage,Mobile Home Double Wide
-13238165.260447,4366691.82602376,15,4054c563-96b9-4fc1-9fa0-1c0a11029a62,Inaccessible,Single Family Residence Single Story
-13238226.2027281,4366627.4226143,17,eff40a8e-2d15-45ee-bb5f-a0a8dc1fd7ec,No Damage,Single Family Residence Single Story
-13205761.2487,4319743.1697,18,079fddaf-4c89-40fe-8080-bd526a6dd94e,No Damage,Single Family Residence Multi Story
-13205997.1248,4319923.827,19,d06e81b4-3d59-42b6-b24d-3c5e76893fdd,Affected (1-9%),Single Family Residence Single Story
-13206060.9818,4319736.1886,20,d329c71b-abb6-494f-a42b-842559e185ac,Destroyed (>50%),Single Family Residence Multi Story
-13204357.4503095,4319869.90376192,21,79bfb550-0ec6-46b2-82d3-005c2e2db172,Affected (1-9%),Single Family Residence Single Story
-13204291.768,4320080.059,22,7395bf6b-ec14-4ed5-8c92-963817f99da7,Destroyed (>50%),Single Family Residence Single Story
-13229399.4801,4314555.4754,23,b42b9583-61aa-428a-9489-0c7ad8b898a8,Affected (1-9%),Utility Misc Structure
-13229387.4546,4314517.3286,24,bcca75a5-4cb7-4765-8f63-0190cf06b00f,Affected (1-9%),Single Family Residence Multi Story
-13229369.5878,4314552.3924,25,2ea6f51c-b763-4b53-ab59-61a26175443a,Affected (1-9%),Single Family Residence Multi Story
-13237722.3193,4366005.9293,26,2400cda9-bf66-498b-b5dc-0af82d22c4cd,Minor (10-25%),Single Family Residence Multi Story
-13234559.0290479,4364243.47440927,27,83e5615c-4a7c-4cfe-9675-6acd7e50f628,No Damage,Single Family Residence Single Story
-13234566.2383,4364421.5734,28,3e3eef3d-4bdc-4c07-acee-41e54208c7dc,Affected (1-9%),Utility Misc Structure
-13233078.3140999,4364045.02386168,29,333eb33c-2143-468b-b3c2-341a31692e6e,No Damage,Single Family Residence Single Story
-13232991.5214,4364067.2147,30,37537f91-4757-463e-a3bb-db9e631e2700,No Damage,Single Family Residence Single Story
-13233035.2087,4364111.3485,31,666b056d-81ca-4f29-98f5-089bea4096aa,No Damage,Utility Misc Structure
-13232972.6256424,4364089.92234752,32,dba61fa6-3892-4bab-a7d9-3821d4c6b4a4,No Damage,Utility Misc Structure
-13232954.9659857,4364108.62845713,33,fba77f0c-0eea-4894-a228-3a7d7d32a063,No Damage,Single Family Residence Single Story
-13232935.9349,4364211.2915,34,7d5fcfa9-dbc6-4d24-8cf0-aff68340308b,No Damage,Single Family Residence Multi Story
-13232899.8044,4364237.2795,35,e487a6e7-7983-4954-9ee7-a79b8cd0e21b,No Damage,Single Family Residence Single Story
-13232883.9626,4364284.3757,36,974ad272-f45f-4158-b4c2-492ebf48619a,No Damage,Single Family Residence Single Story
-13232910.1395475,4364390.29528801,37,d759ce02-1662-4bd5-9a5b-cfe272c77f69,Inaccessible,Commercial Building Single Story
-13232843.836,4364566.5504,38,123632d6-4c37-4bd7-ae32-e5fa16313625,No Damage,Single Family Residence Multi Story
-13232911.3296,4364457.9625,39,d75fb6cc-d0c5-4e53-b5cd-0e22e4ecc052,Inaccessible,Commercial Building Single Story
-13232834.1947,4364728.2843,40,c68ce0af-641a-49fa-86fa-460cd7d2fe68,No Damage,Single Family Residence Single Story
-13233076.3463,4364041.7893,41,ec9a30ab-1b83-4bc6-8dc1-209197ebceea,Affected (1-9%),Single Family Residence Single Story
-13233041.7662094,4364090.2705192,42,359cd580-1d1e-4e70-a2ba-6804bf3ab6c0,No Damage,Single Family Residence Single Story
-13233045.5018626,4364074.67029076,43,77390fce-984b-4502-aee4-a6b5e8e396d6,No Damage,Utility Misc Structure
-13232963.3334,4364156.693,44,19baf393-81ea-4222-9464-42b59ea51a6a,No Damage,Single Family Residence Multi Story
-13232874.1714714,4364188.22189039,45,d5d4485b-5d41-4789-8770-b6392f81d61e,No Damage,Single Family Residence Single Story
-13232890.1403,4364513.6762,46,0f67d01f-f05f-416c-bf18-3896a32c3b1d,No Damage,Single Family Residence Multi Story
-13232878.5759335,4364614.80706647,47,836b0c66-5436-402e-8ce3-9f5bde8b31ae,No Damage,Single Family Residence Multi Story
-13232810.5536,4364810.276,48,7a5046a8-44ea-4495-aab7-c109ca9bbfe4,No Damage,Single Family Residence Single Story
-13233361.5746426,4363993.20036672,49,c634cf8d-d97b-4a0d-849f-4589b148798b,No Damage,Single Family Residence Single Story
-13234470.9972,4364276.5839,50,093523d9-481a-42e3-920e-469630921210,Affected (1-9%),Single Family Residence Single Story
-13234515.6698,4364286.5399,51,05ef86e7-1671-408d-b111-ad4efaf88c50,Affected (1-9%),Utility Misc Structure
-13234602.5149,4364434.3698,52,0a32f823-1633-4890-bc7e-cdf3bc43dc7a,Affected (1-9%),Single Family Residence Multi Story
-13238033.768,4366654.5131,55,8467bc16-aee1-4b36-870e-e616afa132f6,No Damage,Single Family Residence Multi Story
-13238008.1536429,4366546.82394755,56,2b499632-3560-40bd-99d9-a3bc80cce7dc,No Damage,Mobile Home Double Wide
-13238121.8297,4366474.4038,57,78fd4f3c-3b12-40af-9b57-90fd68de7806,Inaccessible,Single Family Residence Single Story
-13238034.7314,4366509.5367,58,12cfcfba-ee8d-4962-8315-7a70b7c87de4,No Damage,Single Family Residence Single Story
-13237925.1695,4366525.7619,59,926f6838-0012-42e2-92f4-7c38732b8f91,Inaccessible,Single Family Residence Single Story
-13238058.5945,4366373.6139,60,4ff587e6-11bc-4e6c-8d74-95cb4e2d3498,No Damage,Single Family Residence Multi Story
-13238116.8028571,4366325.13258545,61,d23b058a-0195-4960-b12c-d37556a68f01,No Damage,Single Family Residence Multi Story
-13238029.5106089,4366243.20479949,62,0c33df3a-e6b2-423a-8a10-da81e9f82c78,No Damage,Single Family Residence Multi Story
-13237997.3254927,4366211.12312389,63,215abb54-1ab0-4945-a0e0-d3f48c056901,No Damage,Utility Misc Structure
-13237812.4799,4366137.0906,64,903990f0-4d5d-4074-b03d-ec26e323f582,No Damage,Single Family Residence Single Story
-13237829.0167,4366157.9691,65,da7a74e5-b47a-4848-85f8-f06d910dc089,No Damage,Single Family Residence Single Story
-13238294.5738,4366431.5162,66,709a366d-58f6-47fa-a234-e0e36973c2f8,Affected (1-9%),Mobile Home Double Wide
-13238392.7033096,4366344.97241427,67,db2e991b-6e31-47d6-80c4-da4791fc7509,No Damage,Single Family Residence Single Story
-13238406.0065,4366274.6446,68,aa4a8d5f-0130-4a0c-b43c-23db2270853c,No Damage,Utility Misc Structure
-13238334.0821,4366233.8302,69,1fb09eb7-1c10-48ed-bb43-9b22a77c359a,No Damage,Church
-13238422.791,4366220.9204,70,60aebd1e-bb31-4853-8342-31ff47e731ae,No Damage,Utility Misc Structure
-13238539.6532,4366236.7461,71,348b7743-ed41-49bf-9bb1-75309216a48a,Minor (10-25%),Single Family Residence Single Story
-13238611.1925501,4366167.68220958,72,5249dae5-b845-40cb-8237-768f6f7d94ea,No Damage,Single Family Residence Single Story
-13238560.9859261,4365874.02961661,73,bcfe0982-ad83-4e32-990f-d7a3896d2d42,Minor (10-25%),Mobile Home Double Wide
-13238336.0585232,4365975.8178863,74,ff5bedbf-a83d-46e4-98cf-7abbd9c69ea7,No Damage,Single Family Residence Single Story
-13238333.3956044,4365979.54354258,75,a4c96b99-0eb5-4612-a1dc-360832bb8dcc,No Damage,Utility Misc Structure
-13238051.226,4366525.8772,76,5d36c056-5505-4b1f-94ef-9fc3cc4ceb71,No Damage,Mobile Home Double Wide
-13238059.1001286,4366311.42378596,77,629ec12d-8d24-437f-856d-4debc2eceaac,No Damage,Utility Misc Structure
-13238084.4813,4366292.7711,78,f13e2c32-a8ab-43ce-ba25-d18bdd4a57f4,No Damage,Utility Misc Structure
-13238021.8201999,4366212.57244834,79,b1d22c9a-016f-48e2-8e06-de456a29de12,No Damage,Utility Misc Structure
-13237938.7817,4366155.8904,80,4e650542-2ab8-46e2-9ff0-775c94d75238,No Damage,Single Family Residence Single Story
-13237963.3814071,4366164.40498554,81,de99357c-b4a0-47cf-8bc2-0b6de83534f7,No Damage,Single Family Residence Single Story
-13237797.917,4366097.381,82,cd45574a-0540-4fef-8e32-cc6f8e1027a4,No Damage,Utility Misc Structure
-13238336.1878,4366453.4898,83,f9976638-1fda-4e93-8a23-2bf62a5c943c,No Damage,Single Family Residence Multi Story
-13238377.6768,4366402.4789,84,cc7935ac-0f1b-4ee0-bb4e-85e0e67d0d57,No Damage,Utility Misc Structure
-13238517.1912,4366236.7293,85,d197b2e1-852e-4e24-b544-a24b8bef55c3,No Damage,Utility Misc Structure
-13238567.5084,4366137.9835,86,f641e166-2a7f-4d41-a2ed-946aba9176fc,No Damage,Utility Misc Structure
-13238585.8844168,4365955.55120497,87,81c67f18-fcb2-4072-93d9-d39cd8807c2d,No Damage,Single Family Residence Single Story
-13238564.8211,4365964.56847378,88,c545906c-47c1-4878-b829-c085de0b55f9,No Damage,Motor Home
-13238516.6592,4365873.2097,89,694c19da-536a-49b7-958c-b8bbfe51e5e4,No Damage,Mobile Home Double Wide
-13238561.1334095,4365874.67564512,90,035eddac-13f9-4938-bf38-0fff96070ab0,No Damage,Utility Misc Structure
-13238393.728,4366060.4816,91,20db32cc-529d-4d3e-b760-337f586e7d69,No Damage,Single Family Residence Single Story
-13236149.5173,4361740.0842,92,942beabc-0f76-4b60-a6e1-8c86978a46a5,Destroyed (>50%),School
-13236190.5783,4361768.2899,93,5db36784-a5d1-4d2e-80a5-f42ef53fbe21,Minor (10-25%),School
-13236187.851,4361724.7694,94,081baf7a-6f58-410b-9d99-d8c34627920a,Affected (1-9%),School
-13236225.7945236,4361774.07104281,95,d2941bcd-d2d9-483a-bd82-78e7f28e75d6,Affected (1-9%),School
-13235600.683,4362990.3896,96,93395f8d-17c1-46ba-bac8-353ded04facb,No Damage,Single Family Residence Single Story
-13235559.0868,4363078.3546,97,7b38e2da-7448-462e-a6e0-a4d91e5cbccb,No Damage,Single Family Residence Multi Story
-13235579.8403764,4363041.63375245,98,a07c14a3-78de-46ba-b674-c0cf73bb53f4,No Damage,Single Family Residence Multi Story
-13234619.473938,4364239.229557,99,235a8710-908b-492a-9c73-cbe56f626cd1,No Damage,Infrastructure
-13235630.1096719,4362956.9571857,100,00287e6a-2d3d-4b09-8fd0-e723396b63ce,No Damage,Single Family Residence Multi Story
-13235475.2690867,4363144.52146128,101,965f0d19-fda5-4f40-af39-c061c85bf74d,No Damage,Single Family Residence Multi Story
-13235458.7992285,4363183.63989554,102,7c4828c5-50a2-4f35-b505-6c565c77421a,No Damage,Single Family Residence Multi Story
-13235499.1419242,4363104.31774847,103,92c8e3c0-c209-4b56-9169-5384c61304f2,No Damage,Single Family Residence Multi Story
-13235482.0911525,4363254.93232859,104,7e40316f-8e20-4951-ab44-b8c6b3a132a1,No Damage,Single Family Residence Single Story
-13235463.822,4363343.51,105,59cd28c9-b530-49b6-ba1c-b39a5b35d00a,No Damage,Single Family Residence Multi Story
-13235470.8916475,4363405.24754777,106,2f3c1f94-1e75-40bf-9172-2dcd88c1c037,No Damage,Single Family Residence Single Story
-13235423.4202332,4363475.24198811,107,ee2d32ba-02a0-43ed-92a3-0d4fe29d0463,No Damage,Single Family Residence Single Story
-13235446.6020047,4363471.93665964,108,575d8a0e-c5a1-430e-a069-23c10c055e20,No Damage,Utility Misc Structure
-13235381.4096332,4363523.26302857,109,a43bdb17-dbaa-47c3-bb5f-98dd3a41209a,No Damage,Single Family Residence Single Story
-13235286.4340473,4363566.49748102,110,8be146cd-22bc-454f-b987-924ba8008343,Affected (1-9%),Single Family Residence Single Story
-13235301.813038,4363567.97879094,111,5a7a17ea-e4e0-43ad-a580-3adc414b5ff1,No Damage,Utility Misc Structure
-13235246.7994241,4363567.88701895,112,b9ab6d7a-76a6-46da-8703-e3bb4e751bf1,No Damage,Single Family Residence Multi Story
-13235148.9124998,4363583.96751407,113,883cf90b-c24c-43e6-a732-fc9c7257798f,No Damage,Single Family Residence Single Story
-13235160.5545689,4363599.16771186,114,b48594ec-f785-4971-9d7b-ea465bdd7f5c,No Damage,Utility Misc Structure
-13235118.6615566,4363578.01085233,115,fb51678d-262d-44c3-b310-a58e5691a6bc,No Damage,Single Family Residence Single Story
-13235076.1801025,4363545.72737156,116,75f4b0f6-7738-4811-a5e7-e19c343722e0,No Damage,Single Family Residence Multi Story
-13234974.7482,4363509.67958067,117,bb6d9307-5807-4aab-b85f-82f9f66ae2ff,No Damage,Single Family Residence Single Story
-13234843.2569852,4363414.95120468,118,db237681-b9a6-41c2-a818-27c2e39d8609,No Damage,Single Family Residence Multi Story
-13234797.3738522,4363582.11177634,119,fcd5a124-73b1-454b-aea7-ceaf941496a2,No Damage,Single Family Residence Single Story
-13234804.1554044,4363547.88086697,120,d5e9b7f5-e999-4e43-a89e-0c38dddf1fae,No Damage,Single Family Residence Single Story
-13234804.7720187,4363623.47134385,121,472f77a1-aba8-4234-bb3a-5d2f1227ea48,No Damage,Single Family Residence Single Story
-13234881.2791,4363667.4823,122,d9972b5a-bcd6-4f68-915b-4b86af059dd3,No Damage,Utility Misc Structure
-13234822.2363668,4363727.20008329,123,8908ac4b-09c1-4fdd-bdf1-476699f1279b,No Damage,Single Family Residence Single Story
-13234787.0968625,4363942.4524,124,c6779e78-c4c9-4e2a-b70a-66a8a32cfb29,No Damage,Single Family Residence Single Story
-13234765.5177,4363973.3295,125,61d416ef-3fc4-40d4-b907-d836a102e5c8,No Damage,Single Family Residence Multi Story
-13234747.7408621,4364062.66258554,126,d4c0a554-9237-4853-b27c-6ba63479fa0f,No Damage,Single Family Residence Multi Story
-13234704.2234,4364199.9109,127,62fd0185-2f81-4356-adc3-85489776f39a,No Damage,Single Family Residence Single Story
-13231828.2857,4364739.0777,128,00fc0105-85c5-47f7-b166-c7dfa98989c4,Affected (1-9%),Single Family Residence Multi Story
-13231781.404,4364777.6351,129,c3823a14-2291-4942-9bde-5b56826b42ec,No Damage,Utility Misc Structure
-13232045.1808,4365250.2374,130,c67a7e01-bccf-4d7c-80f0-c4e4cf93822e,No Damage,Mobile Home Double Wide
-13232500.0003,4364994.7711,131,9532bb3c-9f0a-4d9c-83ec-6a02651779e5,No Damage,Single Family Residence Single Story
-13232634.773,4364891.7117,132,f6f68719-da1e-411f-9b63-0284195d2b86,No Damage,Utility Misc Structure
-13232610.3302,4364799.4683,133,dc97cced-705a-49a6-a03b-f1e49f45955e,Major (26-50%),Single Family Residence Multi Story
-13231840.1549,4364812.8374,134,6ec391d8-05ce-4893-a09a-e9dd7dd87efc,No Damage,Single Family Residence Single Story
-13231854.2012,4364813.4128,135,67a19110-a2da-415e-a025-a389b7555470,No Damage,Utility Misc Structure
-13231781.8381,4364725.7372,136,79831683-cd7c-4cd0-8a5a-3445143fcd01,No Damage,Single Family Residence Single Story
-13232762.1138,4364996.2999,137,8d52d0ed-88a4-4154-9d87-f73a5e16dad3,Minor (10-25%),Single Family Residence Multi Story
-13231517.3429,4366146.1028,138,8efe65fc-bed4-492a-9e7e-d29bf23a5d7f,No Damage,Single Family Residence Single Story
-13231465.4819,4365946.2392,139,a563e9b1-1607-4232-bb1f-aad7d454d077,No Damage,Utility Misc Structure
-13231454.8645,4365923.5532,140,7b5305d5-e352-4550-8e6d-668da7cab308,No Damage,Single Family Residence Single Story
-13231717.8281,4365030.7732,141,16576596-3481-40cf-8d4f-fadb2e31e562,No Damage,Single Family Residence Multi Story
-13231692.9987,4365049.2181,142,c7b477b4-073a-4f7b-9718-5d100dbaea13,No Damage,Single Family Residence Single Story
-13231685.3355,4365089.9104,143,790cf1bf-0660-407b-87c8-67f9e38d799b,No Damage,Utility Misc Structure
-13231996.3495,4365195.916,144,0df58880-2225-42bf-8258-7be4400eebe2,No Damage,Single Family Residence Multi Story
-13232385.7937,4365240.1474,145,c2219e63-94a8-4e70-b5e3-979393e7f2ff,No Damage,Mobile Home Double Wide
-13232430.80465,4365148.66561895,146,f70dee99-1d85-482e-a88a-3c3331466f58,No Damage,Single Family Residence Single Story
-13232491.9706956,4365120.47096203,147,c81b92f2-9129-4f4a-8146-c363c17a6988,No Damage,Single Family Residence Multi Story
-13232507.6993,4365062.6055,148,cbdaf52f-7bdd-4092-9e4d-19abdbcb8120,No Damage,Single Family Residence Single Story
-13232545.829,4364922.9538,149,561fecc3-d0f7-4fc2-9527-0e3dbbb562a4,No Damage,Single Family Residence Single Story
-13232556.227,4364886.0974,150,81f1e7d7-8ced-4ccd-84c9-01eb5fd752e1,No Damage,Single Family Residence Single Story
-13238203.0420261,4366280.95241645,151,9ad53b69-1e6a-4053-8610-e08875291657,No Damage,Mobile Home Double Wide
-13238158.9291549,4366151.45388804,152,d59189ac-df80-4726-b218-d005e4d0bcc1,No Damage,Single Family Residence Single Story
-13238142.9949451,4366124.57487855,153,174a9455-f734-4f56-ae94-8a1888921c06,No Damage,Utility Misc Structure
-13238151.9232,4366093.6658,154,436013d3-5c8a-41cc-a074-8a9a702a3f2b,No Damage,Single Family Residence Single Story
-13238218.4303764,4366310.02450468,155,246be4dd-046b-4116-96cd-8709bd151100,No Damage,Mobile Home Double Wide
-13238198.7074764,4366225.27374312,156,e210af54-cff6-4a96-8455-db701b36ee61,No Damage,Single Family Residence Single Story
-13238196.9805644,4366133.60955701,157,0cc8c117-db37-4e02-a142-5f8dc086e27a,No Damage,Utility Misc Structure
-13233362.1708333,4363994.26281661,158,9c4d742e-430e-4c33-9952-958bc2ce71d5,No Damage,Single Family Residence Single Story
-13234528.6948926,4364442.40644309,159,55c0a063-359a-48f0-a9d5-cc115acb86b6,No Damage,Single Family Residence Single Story
-13233417.9129453,4364033.13394568,160,b55b16fb-652c-457c-b57c-2eb551179f5d,No Damage,Single Family Residence Multi Story
-13233444.5413094,4364057.20191187,161,425f0842-916e-401a-a1da-d9516948c1d2,No Damage,Single Family Residence Multi Story
-13233495.6016665,4364113.3579808,162,b89e3551-9f94-4e41-80e2-811c9c69b2be,No Damage,Single Family Residence Single Story
-13233635.7187,4364324.8406,163,dcb347d9-c43d-48f6-844f-9b4b8b633d73,No Damage,Infrastructure
-13233802.5757808,4364426.01266206,164,27d9ee24-2141-4e13-ae9a-9e0f121ca5fd,No Damage,Single Family Residence Single Story
-13233851.784717,4364414.71376425,165,fd6c8713-4fcc-43c0-9980-43f1ddc0ecf9,No Damage,Single Family Residence Single Story
-13233872.4249283,4364409.01356654,166,a4605ad4-c26b-44f8-96f2-440516aaa48c,No Damage,Utility Misc Structure
-13233900.8826025,4364427.10326659,167,dcaa7470-655d-48d7-8341-d2f5387881e8,No Damage,Single Family Residence Single Story
-13234161.628062,4364352.94324312,168,49ce08a5-a9d5-4b12-9af7-71b8bd446ed5,No Damage,Single Family Residence Single Story
-13234263.8445714,4364319.18463296,169,786d3fbf-1480-4394-943b-6fb853538b7c,No Damage,Single Family Residence Multi Story
-13234342.8179,4364313.2502,170,96f7bd43-01a2-42e9-9f2f-223d58e3d612,No Damage,Single Family Residence Single Story
-13234429.9592,4364310.5044,171,ab3b6710-42c7-42ee-a1eb-4979a1f65b07,No Damage,Single Family Residence Single Story
-13234520.1273857,4364356.86565223,172,db1c47fd-d416-4561-a901-7e7a72e377c6,No Damage,Single Family Residence Single Story
-13234576.6327,4364347.4298,173,b1b2ea50-b57b-4bd6-8232-619822a93af1,No Damage,Single Family Residence Single Story
-13234640.6266238,4364394.99888574,174,6c1789d8-4de5-484e-85c7-b3472601e26f,No Damage,Single Family Residence Single Story
-13258808.1823,4359685.4301,175,fb46d53c-4f93-4cf2-b376-4b2faa1db3ee,No Damage,Single Family Residence Single Story
-13258800.4574,4359661.5506,176,ab4448e2-5f03-4346-8509-b71f6b08f0b4,Affected (1-9%),Single Family Residence Single Story
-13258824.3352,4359655.5258,177,b69685e4-fda3-47ae-8b27-c19a5d24b4a0,Minor (10-25%),Utility Misc Structure
-13258801.0751,4359637.95,178,d57da045-8071-4e54-aa63-544ed215440a,Major (26-50%),Single Family Residence Single Story
-13258818.9006,4359644.642,179,95e18fea-a6c0-498d-8ad5-5bb6c2a5d536,Major (26-50%),Utility Misc Structure
