NDC1,NDC2,NDC3,Labeler Name,Labeler Status,FDA Name,COD Status,FDA Application Number/OTC Monograph Number,Drug Category,Drug Type,Line Extension,FDA Approval Date,Market Date,Unit Type,Units Per Package Size,Therapeutic Equivalent Code,5i Indicator,Purchased Product Date,Coverage Effective Date,Drug Termination Date,Drug Reactivation Date,Date Reported to CMS
53,100,10,CSL BEHRING L.L.C.,Active,HEMGENIX  (46-50kg Kit),2,125772,S,1,N,11/22/2022,6/14/2023,EA,1.0,NR,Y,,6/14/2023,,,6/16/2023
53,110,11,CSL BEHRING L.L.C.,Active,HEMGENIX  (51-55kg Kit),2,125772,S,1,N,11/22/2022,6/14/2023,EA,1.0,NR,Y,,6/14/2023,,,6/16/2023
53,120,12,CSL BEHRING L.L.C.,Active,HEMGENIX  (56-60kg Kit),2,125772,S,1,N,11/22/2022,6/14/2023,EA,1.0,NR,Y,,6/14/2023,,,6/16/2023
53,130,13,CSL BEHRING L.L.C.,Active,HEMGENIX  (61-65kg Kit),2,125772,S,1,N,11/22/2022,6/14/2023,EA,1.0,NR,Y,,6/14/2023,,,6/16/2023
53,140,14,CSL BEHRING L.L.C.,Active,HEMGENIX  (66-70kg Kit),2,125772,S,1,N,11/22/2022,6/14/2023,EA,1.0,NR,Y,,6/14/2023,,,6/16/2023
53,150,15,CSL BEHRING L.L.C.,Active,HEMGENIX  (71-75kg Kit),2,125772,S,1,N,11/22/2022,6/14/2023,EA,1.0,NR,Y,,6/14/2023,,,6/16/2023
53,160,16,CSL BEHRING L.L.C.,Active,HEMGENIX  (76-80kg Kit),2,125772,S,1,N,11/22/2022,6/14/2023,EA,1.0,NR,Y,,6/14/2023,,,6/16/2023
53,170,17,CSL BEHRING L.L.C.,Active,HEMGENIX  (81-85kg Kit),2,125772,S,1,N,11/22/2022,6/14/2023,EA,1.0,NR,Y,,6/14/2023,,,6/16/2023
53,180,18,CSL BEHRING L.L.C.,Active,HEMGENIX  (86-90kg Kit),2,125772,S,1,N,11/22/2022,6/14/2023,EA,1.0,NR,Y,,6/14/2023,,,6/16/2023
53,190,19,CSL BEHRING L.L.C.,Active,HEMGENIX  (91-95kg Kit),2,125772,S,1,N,11/22/2022,6/14/2023,EA,1.0,NR,Y,,6/14/2023,,,6/16/2023
53,200,20,CSL BEHRING L.L.C.,Active,HEMGENIX  (96-100kg Kit),2,125772,S,1,N,11/22/2022,6/14/2023,EA,1.0,NR,Y,,6/14/2023,,,6/16/2023
53,210,21,CSL BEHRING L.L.C.,Active,HEMGENIX  (101-105kg Kit),2,125772,S,1,N,11/22/2022,6/14/2023,EA,1.0,NR,Y,,6/14/2023,,,6/16/2023
53,220,22,CSL BEHRING L.L.C.,Active,HEMGENIX  (106-110kg Kit),2,125772,S,1,N,11/22/2022,6/14/2023,EA,1.0,NR,Y,,6/14/2023,,,6/16/2023
53,230,23,CSL BEHRING L.L.C.,Active,HEMGENIX  (111-115kg Kit),2,125772,S,1,N,11/22/2022,6/14/2023,EA,1.0,NR,Y,,6/14/2023,,,6/16/2023
53,240,24,CSL BEHRING L.L.C.,Active,HEMGENIX  (116-120kg Kit),2,125772,S,1,N,11/22/2022,6/14/2023,EA,1.0,NR,Y,,6/14/2023,,,6/16/2023
53,250,25,CSL BEHRING L.L.C.,Active,HEMGENIX  (121-125kg Kit),2,125772,S,1,N,11/22/2022,6/14/2023,EA,1.0,NR,Y,,6/14/2023,,,6/16/2023
53,260,26,CSL BEHRING L.L.C.,Active,HEMGENIX ( 126-130kg Kit),2,125772,S,1,N,11/22/2022,6/14/2023,EA,1.0,NR,Y,,6/14/2023,,,6/16/2023
53,270,27,CSL BEHRING L.L.C.,Active,HEMGENIX ( 131-135kg Kit),2,125772,S,1,N,11/22/2022,6/14/2023,EA,1.0,NR,Y,,6/14/2023,,,6/16/2023
53,280,28,CSL BEHRING L.L.C.,Active,HEMGENIX ( 136-140kg Kit),2,125772,S,1,N,11/22/2022,6/14/2023,EA,1.0,NR,Y,,6/14/2023,,,6/16/2023
53,290,29,CSL BEHRING L.L.C.,Active,HEMGENIX  (141-145kg Kit),2,125772,S,1,N,11/22/2022,6/14/2023,EA,1.0,NR,Y,,6/14/2023,,,6/16/2023
53,300,30,CSL BEHRING L.L.C.,Active,HEMGENIX  (146-150kg Kit),2,125772,S,1,Y,11/22/2022,6/14/2023,EA,1.0,NR,Y,,6/14/2023,,,6/16/2023
53,310,31,CSL BEHRING L.L.C.,Active,HEMGENIX  (151-155kg Kit),2,125772,S,1,N,11/22/2022,6/14/2023,EA,1.0,NR,Y,,6/14/2023,,,6/16/2023
53,320,32,CSL BEHRING L.L.C.,Active,HEMGENIX  (156-160kg Kit),2,125772,S,1,N,11/22/2022,6/14/2023,EA,1.0,NR,Y,,6/14/2023,,,6/16/2023
53,330,33,CSL BEHRING L.L.C.,Active,HEMGENIX  (161-165kg Kit),2,125772,S,1,N,11/22/2022,6/14/2023,EA,1.0,NR,Y,,6/14/2023,,,6/16/2023
53,340,34,CSL BEHRING L.L.C.,Active,HEMGENIX  (166-170kg Kit),2,125772,S,1,N,11/22/2022,6/14/2023,EA,1.0,NR,Y,,6/14/2023,,,6/16/2023
53,350,35,CSL BEHRING L.L.C.,Active,HEMGENIX  (171-175kg Kit),2,125772,S,1,N,11/22/2022,6/14/2023,EA,1.0,NR,Y,,6/14/2023,,,6/16/2023
53,360,36,CSL BEHRING L.L.C.,Active,HEMGENIX  (176-180kg Kit),2,125772,S,1,N,11/22/2022,6/14/2023,EA,1.0,NR,Y,,6/14/2023,,,6/16/2023
