business_id,date,description,code,critical,OBJECTID
31334,20190409,"Lighting provided as required, fixtures shielded",,False,0
31334,20220810,Wiping cloths:  properly used and stored,,False,1
31334,20220810,Nonfood-contact surfaces clean,,False,2
31334,20221212,Wiping cloths:  properly used and stored,,False,3
31334,20230512,"Ware washing facilities:  installed, maintained, used, test strips",,False,4
31334,20231005,Certified food protection manager,,False,5
31334,20231005,"Ware washing facilities:  installed, maintained, used, test strips",,False,6
32112,20190411,"Walls, ceiling, attached equipment constructed, good repair, clean surfaces, easily cleanable. Rooms and equipment vented as required",,False,7
32112,20190411,Food/Non-food contact surfaces of equip/utensils clean,,False,8
32112,20191120,"Physical facilities installed, maintained and clean",,False,9
32112,20211022,FOOD-CONTACT SURFACES:  CLEANED AND SANITIZED,,True,10
32112,20211022,PROPER COLD HOLDING TEMPERATURES,,True,11
32112,20211022,"TOXIC SUBSTANCES PROPERLY IDENTIFIED, STORED, USED",,True,12
32112,20211022,Proper cooling methods used; adequate equipment for temperature control,,False,13
32112,20211022,PROPER COOLING TIME AND TEMPERATURE,,True,14
32112,20211022,"Physical facilities installed, maintained and clean",,False,15
32112,20211029,"Physical facilities installed, maintained and clean",,False,16
32112,20220524,"Food and nonfood-contact surfaces cleanable, properly designed, constructed, and used",,False,17
32112,20220524,Nonfood-contact surfaces clean,,False,18
32112,20220524,"In-use utensils, properly stored",,False,19
32112,20221213,Personal cleanliness; hair restraints,,False,20
32112,20221213,"Ware washing facilities:  installed, maintained, used, test strips",,False,21
32112,20221213,"Physical facilities installed, maintained and clean",,False,22
32112,20221213,Food properly labeled; original container,,False,23
32112,20230705,Certified food protection manager,,False,24
32112,20230705,"Contamination prevented during food preparation, storage and display",,False,25
32112,20230627,Certified food protection manager,,False,26
32112,20230627,NO BARE HAND CONTACT WITH READY-TO-EAT FOODS OR APPROVED ALTERNATE METHOD FOLLOWED,,True,27
32112,20230627,"FOOD IN GOOD CONDITION, SAFE, AND UNADULTERATED",,True,28
32112,20230627,Food separated and protected,,False,29
32112,20230627,FOOD-CONTACT SURFACES:  CLEANED AND SANITIZED,,True,30
32112,20230627,PROPER COLD HOLDING TEMPERATURES,,True,31
32112,20230627,TIME AS A PUBLIC HEALTH CONTROL:  PROCEDURES AND RECORDS,,True,32
32112,20230627,Personal cleanliness; hair restraints,,False,33
32112,20230627,Wiping cloths:  properly used and stored,,False,34
32112,20230627,"In-use utensils, properly stored",,False,35
32112,20230627,"Toilet facilities:  properly constructed, supplied, cleaned",,False,36
32112,20230627,"Ware washing facilities:  installed, maintained, used, test strips",,False,37
32114,20190618,"Container, properly labeled",,False,38
32114,20190618,Handling of food (ice) minimized. Dispensing utensils properly stored during use.,,False,39
32114,20190618,"Premises main, free of litter, misc. articles, cleaning/maint. equip. properly stored. Authorized personnel rooms clean, lockers provided, located, used",,False,40
32114,20190618,"Installed, maintained",,False,41
32114,20200107,Adequate hand washing facilities supplied and accessible,,False,42
32114,20200107,"Physical facilities installed, maintained and clean",,False,43
32114,20200107,Food separated and protected,,False,44
32114,20200107,"Food and nonfood-contact surfaces cleanable, properly designed, constructed, and used",,False,45
32114,20200107,"In-use utensils, properly stored",,False,46
32114,20210722,Certified food protection manager,,False,47
32114,20210722,"Ware washing facilities:  installed, maintained, used, test strips",,False,48
32114,20210722,"Food and nonfood-contact surfaces cleanable, properly designed, constructed, and used",,False,49
32114,20210722,Thermometers provided and accurate,,False,50
32114,20220519,Certified food protection manager,,False,51
32114,20220519,Food separated and protected,,False,52
32114,20220519,Food properly labeled; original container,,False,53
32114,20220519,Wiping cloths:  properly used and stored,,False,54
32114,20220519,"In-use utensils, properly stored",,False,55
32114,20220519,"Physical facilities installed, maintained and clean",,False,56
32114,20221201,Food separated and protected,,False,57
32114,20221201,Food properly labeled; original container,,False,58
32114,20221201,Personal cleanliness; hair restraints,,False,59
32114,20221201,Wiping cloths:  properly used and stored,,False,60
32114,20221201,"Physical facilities installed, maintained and clean",,False,61
32114,20221201,Hot and cold water available; adequate pressure; plumbing maintained,,False,62
32114,20230531,Adequate hand washing facilities supplied and accessible,,False,63
32114,20230531,Thermometers provided and accurate,,False,64
32114,20230531,"Contamination prevented during food preparation, storage and display",,False,65
32114,20230531,"In-use utensils, properly stored",,False,66
32114,20230531,Nonfood-contact surfaces clean,,False,67
32114,20230531,"Physical facilities installed, maintained and clean",,False,68
32114,20230531,Hot and cold water available; adequate pressure; plumbing maintained,,False,69
32140,20181205,"Food/Non-food contact surfaces designed, constructed, maintained, installed",,False,70
32140,20181205,"Storage, handling of clean equipment/utensils/single service articles",,False,71
32140,20181205,"Installed, maintained",,False,72
32140,20181205,"Floors constructed, drained, clean, good repair, covering installation, easily cleanable",,False,73
32140,20181205,"Walls, ceiling, attached equipment constructed, good repair, clean surfaces, easily cleanable. Rooms and equipment vented as required",,False,74
32140,20190415,"Clean clothes, hair restraints",,False,75
32140,20190415,Outer openings protected,,False,76
32140,20190415,"Walls, ceiling, attached equipment constructed, good repair, clean surfaces, easily cleanable. Rooms and equipment vented as required",,False,77
32140,20190415,"Installed, maintained",,False,78
32140,20190415,Food/Non-food contact surfaces of equip/utensils clean,,False,79
32140,20200131,Personal cleanliness; hair restraints,,False,80
32140,20200131,"Single use/single service articles:  properly stored, used",,False,81
32140,20200131,"Physical facilities installed, maintained and clean",,False,82
32140,20190812,Food stored covered,,False,83
32140,20190812,"Food and nonfood-contact surfaces cleanable, properly designed, constructed, and used",,False,84
32140,20190812,"Single use/single service articles:  properly stored, used",,False,85
32140,20190812,"Physical facilities installed, maintained and clean",,False,86
