NDC1,NDC2,NDC3,Labeler Name,Labeler Status,FDA Name,COD Status,FDA Application Number/OTC Monograph Number,Drug Category,Drug Type,Line Extension,FDA Approval Date,Market Date,Unit Type,Units Per Package Size,Therapeutic Equivalent Code,5i Indicator,Purchased Product Date,Coverage Effective Date,Drug Termination Date,Drug Reactivation Date,Date Reported to CMS
78,736,10,NOVARTIS PHARMACEUTICALS CORPORATION,Active,ALOMIDE SOLUTION 0.1% 10ML,3,20191,S,1,N,9/23/1993,11/24/1993,ML,10.0,NR,Y,4/26/2023,4/26/2023,,,5/15/2023
641,6260,1,HIKMA PHARMACEUTICALS USA INC.,Active,"NALOXONE 0.4 mg/mL, 2 mL VIAL (IP) Remedy All CMO",1,70299,N,1,N,9/30/1990,9/30/1990,ML,1.0,AP,Y,9/12/2022,9/12/2022,,,5/15/2023
641,6260,25,HIKMA PHARMACEUTICALS USA INC.,Active,"NALOXONE 0.4 mg/mL, 2 mL VIAL x 25 Remedy All CMO",1,70299,N,1,N,9/30/1990,9/30/1990,ML,25.0,AP,Y,9/12/2022,9/12/2022,,,5/15/2023
713,574,60,"COSETTE PHARMACEUTICALS, INC.",Active,"Metronidazole Gel, USP 1%",1,216692,N,1,N,1/23/2023,4/1/2023,GM,60.0,AB,N,,4/1/2023,,,5/17/2023
713,937,1,"COSETTE PHARMACEUTICALS, INC.",Active,"Cevimeline Hydrochloride Capsules, 30mg",3,20989,I,1,N,1/12/2000,4/3/2000,CAP,100.0,AB,N,,4/3/2000,,,5/17/2023
781,4027,53,SANDOZ,Active,CHLORPROMAZINE,1,214542,N,1,N,6/2/2021,8/9/2021,ML,120.0,NR,N,4/3/2023,4/3/2023,,,5/19/2023
781,4028,22,SANDOZ,Active,CHLORPROMAZINE,1,214542,N,1,N,6/2/2021,8/2/2021,ML,240.0,NR,N,4/3/2023,4/3/2023,,,5/19/2023
14789,251,9,"NEXUS PHARMACEUTICALS, INC.",Active,EMERPHED (EPHEDRINE SULFATE) INJ 25MG/5ML in 1 syringe,4,213407,I,1,N,2/28/2023,4/13/2023,ML,5.0,NR,Y,,4/13/2023,,,5/21/2023
14789,251,10,"NEXUS PHARMACEUTICALS, INC.",Active,EMERPHED (EPHEDRINE SULFATE) INJ 25MG/5ML 10 PACK,4,213407,I,1,N,2/28/2023,4/13/2023,ML,50.0,NR,Y,,4/13/2023,,,5/21/2023
14789,252,9,"NEXUS PHARMACEUTICALS, INC.",Active,EMERPHED (EPHEDRINE SULFATE) INJ 50MG/10ML in 1 syringe,4,213407,I,1,N,2/28/2023,4/13/2023,ML,10.0,NR,Y,,4/13/2023,,,5/21/2023
14789,252,10,"NEXUS PHARMACEUTICALS, INC.",Active,EMERPHED (EPHEDRINE SULFATE) INJ 50MG/10ML 10 PACK,4,213407,I,1,N,2/28/2023,4/13/2023,ML,100.0,NR,Y,,4/13/2023,,,5/21/2023
16714,14,2,NORTHSTAR RX LLC,Active,"AMOXICILLIN AND CLAVULANATE POTASSIUM TABLET, 875/125MG 100TB",1,65063,N,1,N,3/14/2002,7/13/2002,TAB,1.0,AB,N,11/4/2020,11/4/2020,,,5/16/2023
16714,52,1,NORTHSTAR RX LLC,Active,"CLOPIDOGREL TABLET 75MG, 30",1,202928,N,1,N,2/10/2014,1/1/2015,EA,1.0,AB,N,3/23/2023,3/23/2023,,,5/16/2023
16714,52,2,NORTHSTAR RX LLC,Active,"CLOPIDOGREL TABLET 75MG, 90",1,202928,N,1,N,2/10/2014,1/1/2015,EA,1.0,AB,N,3/23/2023,3/23/2023,,,5/16/2023
