OBJECTID,PLSSID,TWNSHPLAB,STEWARD,REVISEDDATE,STATEABBR,STWRDPLYID,STWRDPLYTP,STWRDLAB,SHAPE_Length,SHAPE_Area
1446,AL160180S0140W0,T18S R14W,State of Alabama,2015/10/22 00:00:00+00,AL,,,,0.38510647282334,0.0092146715252717
1447,AL160170S0130W0,T17S R13W,State of Alabama,2015/10/22 00:00:00+00,AL,,,,0.386021416910947,0.0092526479808326
1448,AL160170S0160W0,T17S R16W,State of Alabama,2015/10/22 00:00:00+00,AL,,,,0.38517723931625,0.0091697049240518
1449,AL160170S0150W0,T17S R15W,State of Alabama,2015/10/22 00:00:00+00,AL,,,,0.384650717553303,0.0091541469930697
1450,AL160160S0170W0,T16S R17W,State of Alabama,2015/10/22 00:00:00+00,AL,,,,0.028867528907622,1.03702747854356e-05
1451,AL160140S0070E0,T14S R7E,State of Alabama,2015/10/22 00:00:00+00,AL,,,,0.384347975900498,0.0091447656246074
1452,AL160150S0050E0,T15S R5E,State of Alabama,2015/10/22 00:00:00+00,AL,,,,0.394545466305981,0.0094872096054298
1453,AL160130S0060E0,T13S R6E,State of Alabama,2015/10/22 00:00:00+00,AL,,,,0.400183591258075,0.0097839794434294
1454,AL160130S0050E0,T13S R5E,State of Alabama,2015/10/22 00:00:00+00,AL,,,,0.385793556900665,0.0091283078289271
1455,AL160150S0060E0,T15S R6E,State of Alabama,2015/10/22 00:00:00+00,AL,,,,0.397032574673892,0.0098402760050508
1456,AL160140S0040E0,T14S R4E,State of Alabama,2015/10/22 00:00:00+00,AL,,,,0.381956401257788,0.0090482732029568
1457,AL160130S0100E0,T13S R10E,State of Alabama,2015/10/22 00:00:00+00,AL,,,,0.384350651384632,0.0091285160116794
1458,AL160120S0090E0,T12S R9E,State of Alabama,2015/10/22 00:00:00+00,AL,,,,0.395217968134148,0.0097143480507497
1459,AL160130S0080E0,T13S R8E,State of Alabama,2015/10/22 00:00:00+00,AL,,,,0.385241074756761,0.0092031519836321
1460,AL160120S0070E0,T12S R7E,State of Alabama,2015/10/22 00:00:00+00,AL,,,,0.390321038614191,0.0095419212824815
1461,AL160100S0090E0,T10S R9E,State of Alabama,2015/10/22 00:00:00+00,AL,,,,0.385091424208371,0.0091774867456704
1462,AL160100S0070E0,T10S R7E,State of Alabama,2015/10/22 00:00:00+00,AL,,,,0.384630899241358,0.0091729194533176
1463,AL160110S0060E0,T11S R6E,State of Alabama,2015/10/22 00:00:00+00,AL,,,,0.383235158817615,0.0091022736811253
1464,AL160090S0080E0,T9S R8E,State of Alabama,2015/10/22 00:00:00+00,AL,,,,0.384707279248249,0.0091700730071208
1465,AL160110S0080E0,T11S R8E,State of Alabama,2015/10/22 00:00:00+00,AL,,,,0.38483361596591,0.0091818599257905
1466,AL160080S0080E0,T8S R8E,State of Alabama,2015/10/22 00:00:00+00,AL,,,,0.385261754353805,0.0092339649004149
1467,AL160070S0090E0,T7S R9E,State of Alabama,2015/10/22 00:00:00+00,AL,,,,0.386043650054294,0.0092309043531749
1468,AL160090S0100E0,T9S R10E,State of Alabama,2015/10/22 00:00:00+00,AL,,,,0.384603669201688,0.009186426742044
1469,AL160090S0090E0,T9S R9E,State of Alabama,2015/10/22 00:00:00+00,AL,,,,0.384703525404626,0.0091603412134504
1470,AL160100S0110E0,T10S R11E,State of Alabama,2015/10/22 00:00:00+00,AL,,,,0.357093885145458,0.0079088597749726
1471,AL160080S0100E0,T8S R10E,State of Alabama,2015/10/22 00:00:00+00,AL,,,,0.385357859904322,0.0091915828090511
1472,AL160080S0110E0,T8S R11E,State of Alabama,2015/10/22 00:00:00+00,AL,,,,0.290383710454168,0.0049830436423764
1473,AL160080S0020W0,T8S R2W,State of Alabama,2015/10/22 00:00:00+00,AL,,,,0.386677987199295,0.0093017968627388
1474,AL160070S0010E0,T7S R1E,State of Alabama,2015/10/22 00:00:00+00,AL,,,,0.383915731177972,0.0091030386851383
1475,AL160060S0010W0,T6S R1W,State of Alabama,2015/10/22 00:00:00+00,AL,,,,0.423848472307333,0.0090851804671036
1476,AL160080S0010E0,T8S R1E,State of Alabama,2015/10/22 00:00:00+00,AL,,,,0.384323444910294,0.0090884332997295
1477,AL160070S0020W0,T7S R2W,State of Alabama,2015/10/22 00:00:00+00,AL,,,,0.386770382562936,0.0092529182806011
1478,AL160090S0010W0,T9S R1W,State of Alabama,2015/10/22 00:00:00+00,AL,,,,0.385815821019305,0.0092123226428612
1479,AL160020S0110W0,T2S R11W,State of Alabama,2015/10/22 00:00:00+00,AL,,,,0.387725520654731,0.0092740651202445
1480,AL160030S0100W0,T3S R10W,State of Alabama,2015/10/22 00:00:00+00,AL,,,,0.556516621542245,0.0080546414487621
1481,AL160030S0120W0,T3S R12W,State of Alabama,2015/10/22 00:00:00+00,AL,,,,0.396483946628231,0.0090927299042966
1482,AL160040S0110W0,T4S R11W,State of Alabama,2015/10/22 00:00:00+00,AL,,,,0.38352717548785,0.0092260463564874
1483,AL250010N0300E0,T1N R30E,State of Alabama,2015/10/22 00:00:00+00,AL,,,,0.275086199418085,0.004399174728252
1484,AL250010N0290E0,T1N R29E,State of Alabama,2015/10/22 00:00:00+00,AL,,,,0.344074960263932,0.0071614243214704
1485,AL250010N0270E0,T1N R27E,State of Alabama,2015/10/22 00:00:00+00,AL,,,,0.359214771192702,0.0079094089395426
1486,AL250010N0260E0,T1N R26E,State of Alabama,2015/10/22 00:00:00+00,AL,,,,0.372462026662409,0.0085587547447412
1487,AL250010N0230E0,T1N R23E,State of Alabama,2015/10/22 00:00:00+00,AL,,,,0.373898622994535,0.0086555066076234
1488,AL250010N0220E0,T1N R22E,State of Alabama,2015/10/22 00:00:00+00,AL,,,,0.379527745957298,0.0089554972270308
1489,AL250010N0210E0,T1N R21E,State of Alabama,2015/10/22 00:00:00+00,AL,,,,0.37938393235993,0.0089519582387086
1490,AL250010N0190E0,T1N R19E,State of Alabama,2015/10/22 00:00:00+00,AL,,,,0.378367153124575,0.008897850780408
1491,AL250010N0240E0,T1N R24E,State of Alabama,2015/10/22 00:00:00+00,AL,,,,0.369453120060489,0.008435615631402
1492,AL250010N0200E0,T1N R20E,State of Alabama,2015/10/22 00:00:00+00,AL,,,,0.366953951337645,0.0083860995712611
1493,AL250010N0250E0,T1N R25E,State of Alabama,2015/10/22 00:00:00+00,AL,,,,0.367357574237696,0.0083566244216366
1494,AL160200S0020E0,20S 2E,BLM ES GLO Mapping Project,2020/11/17 00:00:00+00,AL,,,,0.650144765094191,0.0088579142564085
1495,AL160150S0160W0,15S 16W,BLM ES GLO Mapping Project,2020/11/17 00:00:00+00,AL,,,,0.3542650172479,0.0077799521429245
1496,AL160190S0020W0,19S 2W,BLM ES GLO Mapping Project,2020/11/17 00:00:00+00,AL,,,,0.383452172161163,0.0091143699558891
1497,AL250240N0130E0,24N 13E,BLM ES GLO Mapping Project,2020/11/17 00:00:00+00,AL,,,,0.375264408340979,0.0090119610579455
1498,AL250080S0020W0,8S 2W,BLM ES GLO Mapping Project,2020/11/17 00:00:00+00,AL,,,,0.586883665470177,0.0044130685315765
1499,AL160090S0110E0,9S 11E,BLM ES GLO Mapping Project,2020/11/17 00:00:00+00,AL,,,,0.376984924287432,0.0064812932944303
1500,AL250200N0030E0,20N 3E,BLM ES GLO Mapping Project,2020/11/17 00:00:00+00,AL,,,,0.684724305892603,0.0086743095218003
1501,AL160200S0030E0,20S 3E,BLM ES GLO Mapping Project,2020/11/17 00:00:00+00,AL,,,,0.515380578974559,0.0090334687855382
1502,AL250150N0010W0,15N 1W,BLM ES GLO Mapping Project,2020/11/17 00:00:00+00,AL,,,,0.380017958215889,0.0089584181362126
1503,AL250230N0150E0,23N 15E,BLM ES GLO Mapping Project,2020/11/17 00:00:00+00,AL,,,,0.375363780784067,0.00861172009412
1504,AL250120N0020E0,12N 2E,BLM ES GLO Mapping Project,2020/11/17 00:00:00+00,AL,,,,0.389610712131893,0.0085290171495224
1505,AL250090S0020E0,9S 2E,BLM ES GLO Mapping Project,2020/11/17 00:00:00+00,AL,,,,0.276640317187332,0.0015749887679963
1506,AL250050N0050E0,5N 5E,BLM ES GLO Mapping Project,2020/11/17 00:00:00+00,AL,,,,0.478612917304096,0.0088166436157955
1507,AL160030S0110W0,3S 11W,BLM ES GLO Mapping Project,2020/11/17 00:00:00+00,AL,,,,0.740513668314514,0.00855948130806
1508,AL160180S0030E0,18S 3E,BLM ES GLO Mapping Project,2020/11/17 00:00:00+00,AL,,,,0.628658814994759,0.0091282543459056
1509,AL160130S0090E0,13S 9E,BLM ES GLO Mapping Project,2020/11/17 00:00:00+00,AL,,,,0.384494406486128,0.0091557421335313
1510,AL160220S0050E0,22S 5E,BLM ES GLO Mapping Project,2020/11/17 00:00:00+00,AL,,,,0.301093519936274,0.0048189247831124
1511,AL250220N0160E0,22N 16E,BLM ES GLO Mapping Project,2020/11/17 00:00:00+00,AL,,,,0.638941708409304,0.0072051491207051
1512,AL160070S0010W0,7S 1W,BLM ES GLO Mapping Project,2020/11/17 00:00:00+00,AL,,,,0.386081971564976,0.00925525113745
1513,AL160200S0100W0,20S 10W,BLM ES GLO Mapping Project,2020/11/17 00:00:00+00,AL,,,,0.381205857857386,0.0090378727896245
1514,AL250210N0160E0,21N 16E,BLM ES GLO Mapping Project,2020/11/17 00:00:00+00,AL,,,,0.504972545413565,0.0078778400681182
1515,AL250230N0160E0,23N 16E,BLM ES GLO Mapping Project,2020/11/17 00:00:00+00,AL,,,,0.423924357436494,0.0078425407487662
1516,AL160170S0140W0,17S 14W,BLM ES GLO Mapping Project,2020/11/17 00:00:00+00,AL,,,,0.385807797315143,0.009172725817399
1517,AL160110S0070E0,11S 7E,BLM ES GLO Mapping Project,2020/11/17 00:00:00+00,AL,,,,0.811822162810769,0.008827008936926
1518,AL160140S0060E0,14S 6E,BLM ES GLO Mapping Project,2020/11/17 00:00:00+00,AL,,,,0.553042944749384,0.0093474415851076
1519,AL160180S0040E0,18S 4E,BLM ES GLO Mapping Project,2020/11/17 00:00:00+00,AL,,,,0.503270374417541,0.0091699556809317
1520,AL250150N0010E0,15N 1E,BLM ES GLO Mapping Project,2020/11/17 00:00:00+00,AL,,,,0.832054524797099,0.0080042964382147
1521,AL160140S0050E0,14S 5E,BLM ES GLO Mapping Project,2020/11/17 00:00:00+00,AL,,,,0.407447715238591,0.0089237225285582
1522,AL250130N0040E0,13N 4E,BLM ES GLO Mapping Project,2020/11/17 00:00:00+00,AL,,,,0.379971332894391,0.0089625254599957
1523,AL250070S0020W0,7S 2W,BLM ES GLO Mapping Project,2020/11/17 00:00:00+00,AL,,,,0.602477530629724,0.0088288191455417
1524,AL250090N0100E0,9N 10E,BLM ES GLO Mapping Project,2020/11/17 00:00:00+00,AL,,,,0.38101674896084,0.0090199181700089
1525,AL160080S0010W0,8S 1W,BLM ES GLO Mapping Project,2020/11/17 00:00:00+00,AL,,,,0.38566407787914,0.0092121892566322
1526,AL160100S0080E0,10S 8E,BLM ES GLO Mapping Project,2020/11/17 00:00:00+00,AL,,,,0.668834499164721,0.0089812996996992
1527,AL250130N0020E0,13N 2E,BLM ES GLO Mapping Project,2020/11/17 00:00:00+00,AL,,,,0.378152166216026,0.0088984621213542
1528,AL250120N0120E0,12N 12E,BLM ES GLO Mapping Project,2020/11/17 00:00:00+00,AL,,,,0.375327971435389,0.0087986536073734
1529,AL250140N0020E0,14N 2E,BLM ES GLO Mapping Project,2020/11/17 00:00:00+00,AL,,,,0.37809785922285,0.0088906216568506
1530,AL250090S0010E0,9S 1E,BLM ES GLO Mapping Project,2020/11/17 00:00:00+00,AL,,,,0.278716911318496,0.0012444895628096
1531,AL160210S0020E0,21S 2E,BLM ES GLO Mapping Project,2020/11/17 00:00:00+00,AL,,,,0.585202524637529,0.0086908653810517
1532,AL160160S0160W0,16S 16W,BLM ES GLO Mapping Project,2020/11/17 00:00:00+00,AL,,,,0.376149023082955,0.0088182973699158
1533,AL160080S0090E0,8S 9E,BLM ES GLO Mapping Project,2020/11/17 00:00:00+00,AL,,,,0.385846170301595,0.0091993481699853
1534,AL250040S0040W0,4S 4W,BLM ES GLO Mapping Project,2020/11/17 00:00:00+00,AL,,,,0.341514636719797,0.0072064552253828
1535,AL250110N0240E0,11N 24E,BLM ES GLO Mapping Project,2020/11/17 00:00:00+00,AL,,,,0.380672847284307,0.0089823587892628
1536,AL160200S0020W0,20S 2W,BLM ES GLO Mapping Project,2020/11/17 00:00:00+00,AL,,,,0.384359722023451,0.0091640508869223
1537,AR050160N0280W0,16N 28W,BLM Cadastral - ES,2015/03/01 00:00:00+00,AR,,,,0.381061102413469,0.008946285602178
1538,AR050120S0330W0,12S 33W,State of Arkansas,2013/08/14 00:00:00+00,AR,,,,0.216482315713876,0.0018272410433118
1539,AR050180N0300W0,18N 30W,State of Arkansas,2013/08/14 00:00:00+00,AR,,,,0.386478899640646,0.0092387304123146
1540,AR050040S0270W0,4S 27W,BLM Cadastral - ES,2015/03/01 00:00:00+00,AR,,,,0.380118792738393,0.0088790349070002
1541,AR050010N0300W0,1N 30W,BLM Cadastral - ES,2015/03/01 00:00:00+00,AR,,,,0.38418274936628,0.009146197747046
1542,AR050150N0230W0,15N 23W,BLM Cadastral - ES,2015/03/01 00:00:00+00,AR,,,,0.385043609981981,0.0091888481310961
1543,AR050120S0060W0,12S 6W,State of Arkansas,2013/08/14 00:00:00+00,AR,,,,0.395361390487064,0.009735680442431
1544,AR050170S0180W0,17S 18W,State of Arkansas,2013/08/14 00:00:00+00,AR,,,,0.385565558825177,0.0092122341438389
1545,AR050070S0080W0,7S 8W,State of Arkansas,2013/08/14 00:00:00+00,AR,,,,0.38270088430371,0.0090684816729291
1546,AR050190N0070E0,19N 7E,State of Arkansas,2013/08/14 00:00:00+00,AR,,,,0.38938886684235,0.0093704046662722
1547,AR050040N0220W0,4N 22W,BLM Cadastral - ES,2015/03/01 00:00:00+00,AR,,,,0.391489856631198,0.0095232493785953
1548,AR050080N0020W0,8N 2W,State of Arkansas,2013/08/14 00:00:00+00,AR,,,,0.387436125055012,0.009273752280984
1549,AR050120S0210W0,12S 21W,State of Arkansas,2013/08/14 00:00:00+00,AR,,,,0.385853814885935,0.0092210831122649
1550,AR050130S0310W0,13S 31W,State of Arkansas,2013/08/14 00:00:00+00,AR,,,,0.387813353447759,0.0091026645357421
1551,AR050110S0240W0,11S 24W,State of Arkansas,2013/08/14 00:00:00+00,AR,,,,0.382611964058747,0.0090688221976228
1552,AR050140N0330W0,14N 33W,State of Arkansas,2013/08/14 00:00:00+00,AR,,,,0.343033127121747,0.007296665504304
1553,AR050040N0280W0,4N 28W,BLM Cadastral - ES,2015/03/01 00:00:00+00,AR,,,,0.410039518760386,0.0104953581792356
1554,AR050040N0310W0,4N 31W,BLM Cadastral - ES,2015/03/01 00:00:00+00,AR,,,,0.41366278415998,0.0106960215978319
1555,AR050130N0090E0,13N 9E,State of Arkansas,2013/08/14 00:00:00+00,AR,,,,0.383789239785826,0.009107940316866
1556,AR050150N0070W0,15N 7W,State of Arkansas,2013/08/14 00:00:00+00,AR,,,,0.391446881934246,0.0094366556843707
1557,AR050030N0090W0,3N 9W,State of Arkansas,2013/08/14 00:00:00+00,AR,,,,0.393872980144827,0.0095515507885309
1558,AR050070N0240W0,7N 24W,BLM Cadastral - ES,2015/03/01 00:00:00+00,AR,,,,0.386831587126327,0.0092515372385614
1559,AR050070S0240W0,7S 24W,BLM Cadastral - ES,2015/03/01 00:00:00+00,AR,,,,0.385043208674317,0.0092054119454297
1560,AR050050N0100W0,5N 10W,State of Arkansas,2013/08/14 00:00:00+00,AR,,,,0.379505095099996,0.0089254871576514
1561,AR050080S0220W0,8S 22W,BLM Cadastral - ES,2015/03/01 00:00:00+00,AR,,,,0.38573719760304,0.0091646979226632
1562,AR050190S0240W0,19S 24W,State of Arkansas,2013/08/14 00:00:00+00,AR,,,,0.379884822802177,0.0089669159267847
1563,AR050050N0210W0,5N 21W,State of Arkansas,2013/08/14 00:00:00+00,AR,,,,0.387045428664655,0.009301500060546
1564,AR050060N0050W0,6N 5W,State of Arkansas,2013/08/14 00:00:00+00,AR,,,,0.388121984539783,0.0093061331626295
1565,AR050050S0190W0,5S 19W,BLM Cadastral - ES,2015/03/01 00:00:00+00,AR,,,,0.385206079187878,0.0091862768955991
1566,AR050030N0320W0,3N 32W,BLM Cadastral - ES,2015/03/01 00:00:00+00,AR,,,,0.38657461519301,0.0092224488829303
1567,AR050140N0100E0,14N 10E,State of Arkansas,2013/08/14 00:00:00+00,AR,,,,0.39472515082415,0.0095966234393355
1568,AR050160S0150W0,16S 15W,State of Arkansas,2013/08/14 00:00:00+00,AR,,,,0.386698352833381,0.0092919752831733
1569,AR050160N0330W0,16N 33W,State of Arkansas,2013/08/14 00:00:00+00,AR,,,,0.3812402220806,0.0089391854325965
1570,AR050150N0260W0,15N 26W,BLM Cadastral - ES,2015/03/01 00:00:00+00,AR,,,,0.3884357880498,0.0093225808238879
1571,AR050150S0110W0,15S 11W,State of Arkansas,2013/08/14 00:00:00+00,AR,,,,0.371715804323773,0.0085431076158401
1572,AR050040N0170W0,4N 17W,BLM Cadastral - ES,2015/03/01 00:00:00+00,AR,,,,0.384797236559274,0.0092041324269334
1573,AR050170N0290W0,17N 29W,BLM Cadastral - ES,2015/03/01 00:00:00+00,AR,,,,0.387603727607409,0.009288502329886
1574,AR050120N0230W0,12N 23W,BLM Cadastral - ES,2015/03/01 00:00:00+00,AR,,,,0.384397533287749,0.0091578744680536
1575,AR050130N0250W0,13N 25W,BLM Cadastral - ES,2015/03/01 00:00:00+00,AR,,,,0.390702809424844,0.0094400967489062
1576,AR050010N0060W0,1N 6W,State of Arkansas,2013/08/14 00:00:00+00,AR,,,,0.395167271652693,0.0096544317750145
1577,AR050110N0320W0,11N 32W,State of Arkansas,2013/08/14 00:00:00+00,AR,,,,0.387538944918075,0.0092730408615459
1578,AR050170S0020W0,17S 2W,State of Arkansas,2013/08/14 00:00:00+00,AR,,,,0.67622217491796,0.0089764922350787
1579,AR050170N0030E0,17N 3E,State of Arkansas,2013/08/14 00:00:00+00,AR,,,,0.399813370060259,0.0099640370223178
1580,AR050190S0220W0,19S 22W,State of Arkansas,2013/08/14 00:00:00+00,AR,,,,0.379094420736521,0.0089307789638194
1581,AR050120N0140W0,12N 14W,BLM Cadastral - ES,2015/03/01 00:00:00+00,AR,,,,0.385950426039986,0.0092225432615168
1582,AR050130N0030E0,13N 3E,State of Arkansas,2013/08/14 00:00:00+00,AR,,,,0.391341864577498,0.0094361574961381
1583,AR050160N0020E0,16N 2E,State of Arkansas,2013/08/14 00:00:00+00,AR,,,,0.388723239328319,0.0093152561023114
1584,AR050160S0070W0,16S 7W,State of Arkansas,2013/08/14 00:00:00+00,AR,,,,0.382282942755875,0.0090559104785637
1585,AR050020S0300W0,2S 30W,BLM Cadastral - ES,2015/03/01 00:00:00+00,AR,,,,0.385812209903122,0.0092213428996263
1586,AR050160N0140W0,16N 14W,BLM Cadastral - ES,2015/03/01 00:00:00+00,AR,,,,0.388085347850342,0.0093279088009769
1587,AR050020N0010W0,2N 1W,State of Arkansas,2013/08/14 00:00:00+00,AR,,,,0.391889863061624,0.0094961080618811
1588,AR050100N0270W0,10N 27W,State of Arkansas,2013/08/14 00:00:00+00,AR,,,,0.436287393152169,0.0091763521583149
1589,AR050210N0300W0,21N 30W,State of Arkansas,2013/08/14 00:00:00+00,AR,,,,0.322818682925927,0.0058859533751506
1590,AR050110S0110W0,11S 11W,State of Arkansas,2013/08/14 00:00:00+00,AR,,,,0.376701157987733,0.0088411703943212
1591,AR050080S0060W0,8S 6W,State of Arkansas,2013/08/14 00:00:00+00,AR,,,,0.384482108734263,0.0091388857935502
1592,AR050210N0100W0,21N 10W,State of Arkansas,2013/08/14 00:00:00+00,AR,,,,0.345602511203437,0.0069841913513737
1593,AR050110N0260W0,11N 26W,BLM Cadastral - ES,2015/03/01 00:00:00+00,AR,,,,0.387531926051025,0.0092828778916269
1594,AR050190N0210W0,19N 21W,State of Arkansas,2013/08/14 00:00:00+00,AR,,,,0.390617862592663,0.009440179422106
1595,AR050080N0130W0,8N 13W,State of Arkansas,2013/08/14 00:00:00+00,AR,,,,0.389212057142195,0.0093737012088621
1596,AR050210N0050E0,21N 5E,State of Arkansas,2013/08/14 00:00:00+00,AR,,,,0.0646364638484433,0.0002578012105061
1597,AR050040N0070E0,4N 7E,State of Arkansas,2013/08/14 00:00:00+00,AR,,,,0.566371343562454,0.0097200373648503
1598,AR050060N0080E0,6N 8E,State of Arkansas,2013/08/14 00:00:00+00,AR,,,,0.388255276253571,0.0094061511482307
1599,AR050100N0300W0,10N 30W,State of Arkansas,2013/08/14 00:00:00+00,AR,,,,0.439993385629417,0.0092261659126453
1600,AR050050N0200W0,5N 20W,State of Arkansas,2013/08/14 00:00:00+00,AR,,,,0.398565083552145,0.0093579649063771
1601,AR050060S0230W0,6S 23W,BLM Cadastral - ES,2015/03/01 00:00:00+00,AR,,,,0.364513320884439,0.0081353462264355
1602,AR050050N0300W0,5N 30W,State of Arkansas,2013/08/14 00:00:00+00,AR,,,,0.39375258915233,0.0095723833997833
1603,AR050080N0070E0,8N 7E,State of Arkansas,2013/08/14 00:00:00+00,AR,,,,0.435768068025062,0.0093649153186615
1604,AR050030N0220W0,3N 22W,BLM Cadastral - ES,2015/03/01 00:00:00+00,AR,,,,0.386580801031333,0.0092244942971837
1605,AR050010S0260W0,1S 26W,BLM Cadastral - ES,2015/03/01 00:00:00+00,AR,,,,0.375741981904454,0.0086668067568229
1606,AR050210N0280W0,21N 28W,State of Arkansas,2013/08/14 00:00:00+00,AR,,,,0.33077559240369,0.006301508163497
1607,AR050020S0320W0,2S 32W,BLM Cadastral - ES,2015/03/01 00:00:00+00,AR,,,,0.384066647128246,0.0089454158624593
1608,AR050160N0300W0,16N 30W,BLM Cadastral - ES,2015/03/01 00:00:00+00,AR,,,,0.384054885848741,0.0090631400437692
1609,AR050120N0030E0,12N 3E,State of Arkansas,2013/08/14 00:00:00+00,AR,,,,0.384155833803947,0.0089713719794652
1610,AR050190S0110W0,19S 11W,State of Arkansas,2013/08/14 00:00:00+00,AR,,,,0.378402696396066,0.008913002182777
1611,AR050140S0150W0,14S 15W,State of Arkansas,2013/08/14 00:00:00+00,AR,,,,0.383236329891697,0.0091468356995981
1612,AR050100S0050W0,10S 5W,State of Arkansas,2013/08/14 00:00:00+00,AR,,,,0.390015691693357,0.0093823590338251
1613,AR050210N0340W0,21N 34W,State of Arkansas,2013/08/14 00:00:00+00,AR,,,,0.245529361840943,0.0036035122301022
1614,AR050050N0030E0,5N 3E,State of Arkansas,2013/08/14 00:00:00+00,AR,,,,0.55874547227928,0.009207321318073
1615,AR050010N0320W0,1N 32W,BLM Cadastral - ES,2015/03/01 00:00:00+00,AR,,,,0.385564695671366,0.0091846099172164
1616,AR050200N0210W0,20N 21W,State of Arkansas,2013/08/14 00:00:00+00,AR,,,,0.38783658507152,0.0092215008759257
1617,AR050100N0100W0,10N 10W,State of Arkansas,2013/08/14 00:00:00+00,AR,,,,0.376748832418031,0.0087585431862626
1618,AR050010S0020E0,1S 2E,State of Arkansas,2013/08/14 00:00:00+00,AR,,,,0.389637270451477,0.0093912434094055
1619,AR050070S0010E0,7S 1E,State of Arkansas,2013/08/14 00:00:00+00,AR,,,,0.643823749899634,0.0090808019017673
1620,AR050150S0230W0,15S 23W,State of Arkansas,2013/08/14 00:00:00+00,AR,,,,0.384338515895391,0.0091518451162205
1621,AR050040N0270W0,4N 27W,BLM Cadastral - ES,2015/03/01 00:00:00+00,AR,,,,0.410386797972819,0.0105282995623504
1622,AR050090N0020E0,9N 2E,State of Arkansas,2013/08/14 00:00:00+00,AR,,,,0.386442715125684,0.0092143482755914
1623,AR050010S0070W0,1S 7W,State of Arkansas,2013/08/14 00:00:00+00,AR,,,,0.392139701346571,0.0094990090412718
1624,AR050170N0250W0,17N 25W,BLM Cadastral - ES,2015/03/01 00:00:00+00,AR,,,,0.389823228396568,0.0094337439178798
1625,AR050070N0310W0,7N 31W,State of Arkansas,2013/08/14 00:00:00+00,AR,,,,0.394401227683213,0.0096381088977494
1626,AR050140N0080E0,14N 8E,State of Arkansas,2013/08/14 00:00:00+00,AR,,,,0.393446984245023,0.0095003417153221
1627,AR050080N0150W0,8N 15W,BLM Cadastral - ES,2015/03/01 00:00:00+00,AR,,,,0.386953372654678,0.0092620106565219
1628,AR050050N0260W0,5N 26W,BLM Cadastral - ES,2015/03/01 00:00:00+00,AR,,,,0.392904226253166,0.0095208113712671
1629,AR050060N0110W0,6N 11W,State of Arkansas,2013/08/14 00:00:00+00,AR,,,,0.387361920918506,0.0092709896608369
1630,AR050050S0030W0,5S 3W,State of Arkansas,2013/08/14 00:00:00+00,AR,,,,0.389598879957995,0.0094066868432986
1631,AR050010N0020E0,1N 2E,State of Arkansas,2013/08/14 00:00:00+00,AR,,,,0.388705601867536,0.0093532671850514
1632,AR050020N0310W0,2N 31W,BLM Cadastral - ES,2015/03/01 00:00:00+00,AR,,,,0.385729528233255,0.0092269384586431
1633,AR050010N0010W0,1N 1W,State of Arkansas,2013/08/14 00:00:00+00,AR,,,,0.391618595119492,0.009513129644308
1634,AR050090S0160W0,9S 16W,State of Arkansas,2013/08/14 00:00:00+00,AR,,,,0.382395841755616,0.0090650235350353
1635,AR050050S0020E0,5S 2E,State of Arkansas,2013/08/14 00:00:00+00,AR,,,,0.417306418521181,0.0063251751725878
1636,AR050030N0120W0,3N 12W,State of Arkansas,2013/08/14 00:00:00+00,AR,,,,0.385279335582723,0.0091964372614527
1637,AR050040S0290W0,4S 29W,BLM Cadastral - ES,2015/03/01 00:00:00+00,AR,,,,0.384175015838056,0.0091228025698544
1638,AR050010S0150W0,1S 15W,State of Arkansas,2013/08/14 00:00:00+00,AR,,,,0.401770531176195,0.0099605984054989
1639,AR050180S0220W0,18S 22W,State of Arkansas,2013/08/14 00:00:00+00,AR,,,,0.379383934746085,0.0089349335374238
1640,AR050140S0080W0,14S 8W,State of Arkansas,2013/08/14 00:00:00+00,AR,,,,0.381460822115812,0.0090254885479128
1641,AR050190S0040W0,19S 4W,State of Arkansas,2013/08/14 00:00:00+00,AR,,,,0.361911096455827,0.0079978817596835
1642,AR050020N0210W0,2N 21W,BLM Cadastral - ES,2015/03/01 00:00:00+00,AR,,,,0.387849716679063,0.0093760960376851
1643,AR050020S0070W0,2S 7W,State of Arkansas,2013/08/14 00:00:00+00,AR,,,,0.454240742512052,0.0094769480253151
1644,AR050040S0110W0,4S 11W,State of Arkansas,2013/08/14 00:00:00+00,AR,,,,0.390430807456909,0.0094253750576451
1645,AR050110N0020W0,11N 2W,State of Arkansas,2013/08/14 00:00:00+00,AR,,,,0.400455380673061,0.0099119974752298
1646,AR050030N0010E0,3N 1E,State of Arkansas,2013/08/14 00:00:00+00,AR,,,,0.384506368867311,0.0091382943189566
1647,AR050120S0240W0,12S 24W,State of Arkansas,2013/08/14 00:00:00+00,AR,,,,0.383255407814624,0.0091138043613219
1648,AR050020S0280W0,2S 28W,BLM Cadastral - ES,2015/03/01 00:00:00+00,AR,,,,0.38490369500724,0.0091758495268535
1649,AR050090N0010W0,9N 1W,State of Arkansas,2013/08/14 00:00:00+00,AR,,,,0.382842894142016,0.009126724219234
1650,AR050120S0040W0,12S 4W,State of Arkansas,2013/08/14 00:00:00+00,AR,,,,0.746705870158142,0.0093648177097668
1651,AR050010S0130W0,1S 13W,State of Arkansas,2013/08/14 00:00:00+00,AR,,,,0.373713417229443,0.0086907157050535
1652,AR050150N0200W0,15N 20W,BLM Cadastral - ES,2015/03/01 00:00:00+00,AR,,,,0.383881618865102,0.0091628406018395
