NDC1,NDC2,NDC3,Labeler Name,Labeler Status,FDA Name,COD Status,FDA Application Number/OTC Monograph Number,Drug Category,Drug Type,Line Extension,FDA Approval Date,Market Date,Unit Type,Units Per Package Size,Therapeutic Equivalent Code,5i Indicator,Purchased Product Date,Coverage Effective Date,Drug Termination Date,Drug Reactivation Date,Date Reported to CMS
78,862,25,NOVARTIS PHARMACEUTICALS CORPORATION,Active,DUREZOL EMULSION .05% 5ML,3,22212,I,1,N,6/23/2008,10/8/2008,ML,5.0,AB,Y,5/18/2023,5/18/2023,,,6/23/2023
78,1154,21,NOVARTIS PHARMACEUTICALS CORPORATION,Active,TAFINLAR DIS TAB 10MG 210,3,217514,S,1,Y,3/16/2023,5/25/2023,TAB,1.0,NR,N,,5/25/2023,,,6/23/2023
78,1161,47,NOVARTIS PHARMACEUTICALS CORPORATION,Active,MEKINIST POWDER FOR ORAL SOLUTION 4.7MG,3,217513,S,1,Y,3/16/2023,5/25/2023,ML,1.0,NR,N,,5/25/2023,,,6/23/2023
115,1864,18,AMNEAL PHARMACEUTICALS OF NEW YORK LLC,Active,Colesevelam HCL 3.75GM Powder for Suspension - 30 Pkts,1,212886,N,1,N,1/18/2023,5/23/2023,EA,30.0,AB,N,,5/23/2023,,,6/22/2023
169,2030,11,"NOVO NORDISK, INC.",Active,SOGROYA 10MG/1.5ML PEN,2,761156,S,1,N,4/28/2023,6/9/2023,ML,1.5,NR,Y,,6/9/2023,,,6/20/2023
169,2035,11,"NOVO NORDISK, INC.",Active,SOGROYA 5MG/1.5ML PEN,2,761156,S,1,N,4/28/2023,6/9/2023,ML,1.5,NR,Y,,6/9/2023,,,6/20/2023
169,2037,11,"NOVO NORDISK, INC.",Active,SOGROYA 15MG/1.5ML PEN,2,761156,S,1,N,4/28/2023,6/9/2023,ML,1.5,NR,Y,,6/9/2023,,,6/20/2023
409,4698,1,"HOSPIRA, INC.",Active,PRE-ATTACHED LTA KIT,1,80409,N,1,N,9/30/1990,10/1/2004,EA,1.0,AP,Y,,10/28/2004,8/1/2017,,6/23/2023
781,5747,31,SANDOZ,Active,TERIFLUNOMIDE,1,209710,N,1,N,1/3/2019,5/11/2023,TAB,1.0,AB,N,,5/11/2023,,,6/22/2023
781,5755,31,SANDOZ,Active,TERIFLUNOMIDE,1,209710,N,1,N,1/3/2019,5/11/2023,TAB,1.0,AB,N,,5/11/2023,,,6/22/2023
832,6053,10,"UPSHER-SMITH LABORATORIES, LLC.",Active,Dicyclomine HCL 10mg Cpsl Btl 1000,1,216639,N,1,N,3/24/2023,5/15/2023,CAP,1000.0,AB,N,5/15/2023,5/15/2023,,,6/21/2023
832,6053,11,"UPSHER-SMITH LABORATORIES, LLC.",Active,Dicyclomine HCL 10mg Cpsl Btl 100,1,216639,N,1,N,3/24/2023,5/15/2023,CAP,100.0,AB,N,5/15/2023,5/15/2023,,,6/21/2023
10122,160,2,"CHIESI USA, INC.",Active,ELFABRIO 20mg/10ml (2mg/ml) Vial,2,761161,S,1,N,5/9/2023,5/23/2023,ML,1.0,NR,Y,,5/23/2023,,,6/21/2023
10122,160,5,"CHIESI USA, INC.",Active,ELFABRIO 20mg/10ml (2mg/ml) Vial,2,761161,S,1,N,5/9/2023,5/23/2023,ML,5.0,NR,Y,,5/23/2023,,,6/21/2023
10122,160,10,"CHIESI USA, INC.",Active,ELFABRIO 20mg/10ml (2mg/ml) Vial,2,761161,S,1,N,5/9/2023,5/23/2023,ML,10.0,NR,Y,,5/23/2023,,,6/21/2023
10370,365,1,"PAR PHARMACEUTICALS, INC.",Active,Topiramate ER Capsules 25mg 100s ,1,205976,N,1,N,5/4/2023,5/23/2023,CAP,1.0,AB,N,,5/23/2023,,,6/23/2023
10370,365,11,"PAR PHARMACEUTICALS, INC.",Active,Topiramate ER Capsules 25mg 30s ,1,205976,N,1,N,5/4/2023,5/23/2023,CAP,1.0,AB,N,,5/23/2023,,,6/23/2023
10370,366,1,"PAR PHARMACEUTICALS, INC.",Active,Topiramate ER 50mg 100s,1,205976,N,1,N,5/4/2023,5/25/2023,CAP,1.0,AB,N,,5/25/2023,,,6/23/2023
10370,366,11,"PAR PHARMACEUTICALS, INC.",Active,Topiramate ER 50mg 30s,1,205976,N,1,N,5/4/2023,5/25/2023,CAP,1.0,AB,N,,5/25/2023,,,6/23/2023
10370,367,1,"PAR PHARMACEUTICALS, INC.",Active,Topiramate ER Capsules 100mg 100s ,1,205976,N,1,N,5/4/2023,5/23/2023,CAP,1.0,AB,N,,5/23/2023,,,6/23/2023
10370,367,11,"PAR PHARMACEUTICALS, INC.",Active,Topiramate ER Capsules 100mg 30s ,1,205976,N,1,N,5/4/2023,5/23/2023,CAP,1.0,AB,N,,5/23/2023,,,6/23/2023
16571,815,60,"RISING PHARMACEUTICALS, INC",Active,DENTAGEL 1.1% SODIUM FLUORIDE 2OZ,8,,N,1,N,5/30/2002,5/30/2002,GM,56.0,NR,N,5/18/2023,5/18/2023,,,6/20/2023
16571,880,42,"RISING PHARMACEUTICALS, INC",Active,Esomeprazole Magnesium DR Cap 20 mg 42ct,1,216349,N,2,N,6/24/2022,4/18/2023,CAP,42.0,NR,N,,4/18/2023,,,6/20/2023
16714,535,1,NORTHSTAR RX LLC,Active,POSACONAZ DR TB100MG 60 NSTR,1,214321,N,1,N,12/8/2022,5/18/2023,TAB,1.0,AB,N,5/18/2023,5/18/2023,,,6/21/2023
16714,563,1,NORTHSTAR RX LLC,Active,DEXMETHYL HCL CP 10MG100,1,206734,N,1,N,11/5/2021,1/27/2022,CAP,1.0,AB,N,5/19/2023,5/19/2023,,,6/21/2023
16714,564,1,NORTHSTAR RX LLC,Active,DEXMETHYL HCL CP 15MG100,1,206734,N,1,N,11/5/2021,1/27/2022,CAP,1.0,AB,N,5/19/2023,5/19/2023,,,6/21/2023
16714,565,1,NORTHSTAR RX LLC,Active,DEXMETHYLPH HCL CP 20MG100,1,206734,N,1,N,11/5/2021,1/27/2022,CAP,1.0,AB,N,5/19/2023,5/19/2023,,,6/21/2023
16714,566,1,NORTHSTAR RX LLC,Active,DEXMETHYL HCL CP 25MG100,1,206734,N,1,N,11/5/2021,1/27/2022,CAP,1.0,AB,N,5/30/2023,5/30/2023,,,6/21/2023
16714,567,1,NORTHSTAR RX LLC,Active,DEXMETHYL HCL CP 30MG100,1,206734,N,1,N,11/5/2021,1/27/2022,CAP,1.0,AB,N,5/19/2023,5/19/2023,,,6/21/2023
16714,568,1,NORTHSTAR RX LLC,Active,DEXMETHYL HCL CP 35MG100,1,206734,N,1,N,11/5/2021,1/27/2022,CAP,1.0,AB,N,5/19/2023,5/19/2023,,,6/21/2023
16714,569,1,NORTHSTAR RX LLC,Active,DEXMETHYL HCL CP 40MG100,1,206734,N,1,N,11/5/2021,1/27/2022,CAP,1.0,AB,N,5/19/2023,5/19/2023,,,6/21/2023
27437,50,1,"LUPIN PHARMACEUTICALS, INC.",Active,Methergine,1,91577,N,1,N,5/2/2011,7/13/2011,TAB,100.0,AB,N,4/14/2016,4/14/2016,,,6/22/2023
27437,107,19,"LUPIN PHARMACEUTICALS, INC.",Active,Antara,3,21695,S,1,Y,10/18/2013,11/19/2013,CAP,7.0,NR,N,11/19/2013,11/19/2013,,,6/22/2023
27437,203,13,"LUPIN PHARMACEUTICALS, INC.",Active,Suprax (cefixime) 100mg Chewable Tablets,1,65380,N,1,N,12/25/2010,12/12/2012,TAB,60.0,NR,N,,12/12/2012,,,6/21/2023
27437,205,13,"LUPIN PHARMACEUTICALS, INC.",Active,Suprax (cefixime) 200mg Chewable Tablets,1,65380,N,1,N,10/25/2010,12/12/2012,TAB,60.0,NR,N,,12/12/2012,,,6/21/2023
42023,216,89,"PAR PHARMACEUTICAL, INC.",Active,"Ephedrine Sulfate Injection, USP 50mg/mL 25vl ",3,208943,I,1,N,1/27/2017,2/16/2017,ML,1.0,NR,Y,,2/16/2017,,,6/23/2023
42023,239,1,"PAR PHARMACEUTICAL, INC.",Active,Methylprednisolone Injection 40mg/mL 10mL MDV,1,214297,N,1,N,1/21/2022,5/23/2023,ML,1.0,NR,Y,,5/23/2023,,,6/23/2023
42023,269,1,"PAR PHARMACEUTICAL, INC.",Active,Neostigmine/Glycopyrrolate 1.0/0.2mg/mL 3mL PFS 5  (Prevduo)  I,3,216903,S,1,N,2/23/2023,5/31/2023,ML,3.0,NR,Y,,5/31/2023,,,6/23/2023
42023,269,5,"PAR PHARMACEUTICAL, INC.",Active,Neostigmine/Glycopyrrolate 1.0/0.2mg/mL 3mL PFS 5  (Prevduo),3,216903,S,1,N,2/23/2023,5/31/2023,ML,3.0,NR,Y,,5/31/2023,,,6/23/2023
43386,915,1,"LUPIN PHARMACEUTICALS, INC.",Active,Potassium Chloride ER Tabs USP 10 mEq x 100ct,1,206347,N,1,N,1/21/2016,12/27/2017,TAB,100.0,AB,N,,12/27/2017,,,6/22/2023
43386,917,5,"LUPIN PHARMACEUTICALS, INC.",Active,Potassium Chloride ER Tabs USP 20 mEq x 500ct,1,206347,N,1,N,1/21/2016,12/27/2017,TAB,500.0,AB,N,,12/27/2017,,,6/22/2023
43547,25,6,"SOLCO HEALTHCARE USA, LLC",Active,Dimethyl Fumarate DR Capsules 240MG 60CT,1,210414,N,1,N,10/18/2022,4/13/2023,CAP,60.0,AB,N,,4/13/2023,,,6/20/2023
43547,367,9,"SOLCO HEALTHCARE USA, LLC",Active,VALSARTAN TABLETS 40MG 90CT,1,204821,N,1,N,6/9/2015,10/1/2015,TAB,90.0,AB,N,,10/1/2015,,,6/20/2023
43547,460,9,"SOLCO HEALTHCARE USA, LLC",Active,Candesartan-HCTZ 32mg/12.5mg 90ct,1,207455,N,1,N,4/11/2018,4/11/2023,TAB,90.0,AB,N,,4/11/2023,,,6/20/2023
43547,460,50,"SOLCO HEALTHCARE USA, LLC",Active,Candesartan-HCTZ 32mg/12.5mg 500ct,1,207455,N,1,N,4/11/2018,4/11/2023,TAB,500.0,AB,N,,4/11/2023,,,6/20/2023
43547,461,9,"SOLCO HEALTHCARE USA, LLC",Active,Candesartan-HCTZ 32mg/25mg 90ct,1,207455,N,1,N,4/11/2018,4/18/2023,TAB,90.0,AB,N,,4/18/2023,,,6/20/2023
43547,461,50,"SOLCO HEALTHCARE USA, LLC",Active,Candesartan-HCTZ 32mg/25mg 500ct,1,207455,N,1,N,4/11/2018,4/18/2023,TAB,500.0,AB,N,,4/18/2023,,,6/20/2023
43598,768,11,"DR. REDDY'S LABORATORIES, INC.",Active,Sumatriptan Inj 6mg/.5mL 1s US Autoinj,1,90495,N,1,N,1/29/2014,2/25/2014,ML,0.5,AB,Y,6/5/2023,6/5/2023,,,6/20/2023
43598,768,23,"DR. REDDY'S LABORATORIES, INC.",Active,Sumatriptan Inj 6mg/.5mL 2x1s US Autoinj,1,90495,N,1,N,1/29/2014,2/25/2014,ML,0.5,AB,Y,6/5/2023,6/5/2023,,,6/20/2023
51097,1,1,Alexza Pharmaceuticals Inc.,Active,ADASUVE,3,22549,S,1,N,12/21/2012,1/22/2014,EA,1.0,NR,Y,5/31/2022,5/30/2023,,,6/22/2023
51097,1,2,Alexza Pharmaceuticals Inc.,Active,ADASUVE,3,22549,S,1,N,12/21/2012,1/22/2014,EA,1.0,NR,Y,5/31/2022,5/30/2023,,,6/22/2023
51167,770,1,"VERTEX PHARMACEUTICALS, INC.",Active,"KALYDECO (ivacaftor, 13.4mg)",3,207925,S,1,Y,5/3/2023,6/7/2023,EA,56.0,NR,N,,6/7/2023,,,6/23/2023
54859,11,4,LLORENS PHARMACEUTICALS INT'L DIVISION,Active,Limpia Pecho,10,PART341,N,2,N,5/1/2019,5/1/2019,ML,118.0,NR,N,,5/1/2019,,,6/19/2023
54859,811,16,LLORENS PHARMACEUTICALS INT'L DIVISION,Active,Allergy Relief,10,PART341,N,2,N,10/1/2019,10/1/2019,ML,473.0,NR,N,10/1/2019,10/1/2019,,,6/19/2023
54859,8111,16,LLORENS PHARMACEUTICALS INT'L DIVISION,Active,Allergy Relief,10,PART341,N,2,N,10/1/2019,10/1/2019,ML,473.0,NR,N,10/1/2019,10/1/2019,2/12/2023,,6/19/2023
55150,400,1,Eugia US LLC,Active,"Hydralazine Hydrochloride Injection, USP 20mg/mL",1,215147,N,1,N,2/13/2023,5/24/2023,ML,1.0,AP,Y,,5/24/2023,,,6/20/2023
55150,400,25,Eugia US LLC,Active,"Hydralazine Hydrochloride Injection, USP 20mg/mL - 25s",1,215147,N,1,N,2/13/2023,5/24/2023,ML,25.0,AP,Y,,5/24/2023,,,6/20/2023
55513,413,1,AMGEN INC.,Active,AMJEVITA (adalimumab-atto),2,761024,S,1,N,4/6/2023,6/14/2023,ML,0.2,NR,Y,,6/14/2023,,,6/23/2023
60687,384,65,AMERICAN HEALTH PACKAGING,Active,Bumetanide Tablet,3,18225,I,1,N,7/15/2018,8/3/2018,TAB,50.0,AB,N,,8/3/2018,,,6/21/2023
60687,406,46,AMERICAN HEALTH PACKAGING,Active,OXYCODONE HCL 5MG/5ML,1,204037,N,1,N,4/15/2019,4/29/2019,ML,50.0,AB,N,,4/29/2019,,,6/21/2023
60687,633,65,AMERICAN HEALTH PACKAGING,Active,NITROFURANTOIN,1,207372,N,1,N,4/4/2022,10/21/2022,CAP,50.0,AB,N,,10/21/2022,,,6/21/2023
60687,690,1,AMERICAN HEALTH PACKAGING,Active,Glipizide Tablet,1,75795,N,1,N,11/20/2022,5/31/2023,TAB,100.0,AB,N,,5/31/2023,,,6/21/2023
60687,690,11,AMERICAN HEALTH PACKAGING,Active,Glipizide Tablet,1,75795,N,1,N,11/20/2022,5/31/2023,TAB,1.0,AB,N,,5/31/2023,,,6/21/2023
