NDC1,NDC2,NDC3,Labeler Name,Labeler Status,FDA Name,COD Status,FDA Application Number/OTC Monograph Number,Drug Category,Drug Type,Line Extension,FDA Approval Date,Market Date,Unit Type,Units Per Package Size,Therapeutic Equivalent Code,5i Indicator,Purchased Product Date,Coverage Effective Date,Drug Termination Date,Drug Reactivation Date,Date Reported to CMS
143,9128,1,HIKMA PHARMACEUTICALS USA INC.,Active,GENTAMICIN Inj USP 80 mg/mL (40 MG/ML) 2mL (IP),1,62251,N,1,N,9/30/1990,12/12/2022,ML,2.0,NR,Y,,12/12/2022,,,3/16/2023
143,9128,25,HIKMA PHARMACEUTICALS USA INC.,Active,GENTAMICIN Inj USP 80 mg/mL (40 MG/ML) 2mL x 25,1,62251,N,1,N,9/30/1990,12/12/2022,ML,50.0,NR,Y,,12/12/2022,,,3/16/2023
143,9135,1,HIKMA PHARMACEUTICALS USA INC.,Active,"Mitomycin for Injection, USP Novaplus 20mg/vial x 1",1,64117,N,1,N,4/19/1995,5/1/1996,EA,1.0,AP,Y,2/21/2023,2/21/2023,,,3/16/2023
143,9136,1,HIKMA PHARMACEUTICALS USA INC.,Active,"Mitomycin for Injection, USP Novaplus 40mg/vial x 1",1,64117,N,1,N,6/2/1999,9/1/1999,EA,1.0,AP,Y,2/21/2023,2/21/2023,,,3/16/2023
143,9289,1,HIKMA PHARMACEUTICALS USA INC.,Active,"Estradiol Valerate Injection, USP 50mg/5mL Vial x 1",1,203723,N,1,N,4/21/2020,2/8/2023,ML,5.0,AO,Y,,2/8/2023,,,3/16/2023
143,9534,1,HIKMA PHARMACEUTICALS USA INC.,Active,Linezolid Injection 600mg/300mL (2mg/mL) (IP),1,206454,N,1,N,8/22/2022,2/10/2023,ML,300.0,AP,Y,,2/10/2023,,,3/16/2023
143,9534,10,HIKMA PHARMACEUTICALS USA INC.,Active,Linezolid Injection 600mg/300mL (2mg/mL) x 10,1,206454,N,1,N,8/22/2022,2/10/2023,ML,3000.0,AP,Y,,2/10/2023,,,3/16/2023
16571,705,10,"RISING PHARMACEUTICALS, INC",Active,TOPIRAMATE TABLET 25MG 1000CT,1,78462,N,1,N,3/7/2009,10/1/2021,TAB,1000.0,AB,N,,10/1/2021,,,3/17/2023
16571,706,10,"RISING PHARMACEUTICALS, INC",Active,TOPIRAMATE TABLET 50MG 1000CT,1,78462,N,1,N,3/27/2009,10/1/2021,TAB,1000.0,AB,N,,10/1/2021,,,3/17/2023
16571,707,10,"RISING PHARMACEUTICALS, INC",Active,TOPIRAMATE TABLET 100MG 1000CT,1,78462,N,1,N,3/27/2009,10/1/2021,TAB,1000.0,AB,N,,10/1/2021,,,3/17/2023
16571,708,10,"RISING PHARMACEUTICALS, INC",Active,TOPIRAMATE TABLET 200MG 1000CT,1,78462,N,1,N,3/27/2009,10/1/2021,TAB,1000.0,AB,N,,10/1/2021,,,3/17/2023
16571,816,41,"RISING PHARMACEUTICALS, INC",Active,TEMOZOLOMIDE CAPS 5 MG 14CT,1,206309,N,1,N,4/27/2016,4/24/2017,CAP,14.0,AB,N,2/16/2023,2/16/2023,,,3/14/2023
16571,816,51,"RISING PHARMACEUTICALS, INC",Active,TEMOZOLOMIDE CAPS 5 MG 5CT,1,206309,N,1,N,4/27/2016,4/24/2017,CAP,5.0,AB,N,2/16/2023,2/16/2023,,,3/14/2023
16571,817,41,"RISING PHARMACEUTICALS, INC",Active,TEMOZOLOMIDE CAPS 20 MG 14CT,1,206309,N,1,N,4/27/2016,4/27/2017,CAP,14.0,AB,N,2/16/2023,2/16/2023,,,3/14/2023
16571,817,51,"RISING PHARMACEUTICALS, INC",Active,TEMOZOLOMIDE CAPS 20 MG 5CT,1,206309,N,1,N,4/27/2016,4/27/2017,CAP,5.0,AB,N,2/16/2023,2/16/2023,,,3/14/2023
16571,818,41,"RISING PHARMACEUTICALS, INC",Active,TEMOZOLOMIDE CAPS 100 MG 14CT,1,206309,N,1,N,4/27/2016,6/1/2017,CAP,14.0,AB,N,,6/1/2017,,,3/14/2023
16571,818,51,"RISING PHARMACEUTICALS, INC",Active,TEMOZOLOMIDE CAPS 100 MG 5CT,1,206309,N,1,N,4/27/2016,6/1/2017,CAP,5.0,AB,N,,6/1/2017,,,3/14/2023
16571,819,41,"RISING PHARMACEUTICALS, INC",Active,TEMOZOLOMIDE CAPS 140 MG 14CT,1,206309,N,1,N,4/27/2016,4/27/2017,CAP,14.0,AB,N,2/16/2023,2/16/2023,,,3/14/2023
16571,819,51,"RISING PHARMACEUTICALS, INC",Active,TEMOZOLOMIDE CAPS 140 MG 5CT,1,206309,N,1,N,4/27/2016,4/27/2017,CAP,5.0,AB,N,2/16/2023,2/16/2023,,,3/14/2023
16571,820,41,"RISING PHARMACEUTICALS, INC",Active,TEMOZOLOMIDE CAPS 180 MG 14CT,1,206309,N,1,N,4/27/2016,4/27/2017,CAP,14.0,AB,N,2/16/2023,2/16/2023,,,3/14/2023
16571,820,51,"RISING PHARMACEUTICALS, INC",Active,TEMOZOLOMIDE CAPS 180 MG 5CT,1,206309,N,1,N,4/27/2016,4/27/2017,CAP,5.0,AB,N,2/16/2023,2/16/2023,,,3/14/2023
16571,821,51,"RISING PHARMACEUTICALS, INC",Active,TEMOZOLOMIDE CAPS 250 MG 5CT,1,206309,N,1,N,4/27/2016,4/27/2017,CAP,5.0,AB,N,2/16/2023,2/16/2023,,,3/14/2023
24338,113,90,AZURITY PHARMACEUTICALS INC.,Active,"Adthyza (Thyroid Tablets, USP) 130mg",12,,N,1,N,9/30/1990,9/30/1990,TAB,90.0,NR,N,,8/1/2007,,,3/17/2023
24979,136,1,"TWI PHARMACEUTICALS, INC.",Active,Fluphenazine HCl Tablets 1mg 100s,1,215848,N,1,N,4/1/2022,2/9/2023,TAB,100.0,AB,N,,2/9/2023,,,3/13/2023
31722,211,10,"CAMBER PHARMACEUTICALS, INC.",Active,Vancomycin HCL 1 gram 10 vials ,1,216591,N,1,N,7/6/2022,1/12/2023,ML,10.0,AP,Y,,1/12/2023,,,3/17/2023
31722,211,33,"CAMBER PHARMACEUTICALS, INC.",Active,Vancomycin HCL 1 gram 1 vial,1,216591,N,1,N,7/6/2022,1/12/2023,ML,1.0,AP,Y,,1/12/2023,,,3/17/2023
31722,807,60,"CAMBER PHARMACEUTICALS, INC.",Active,Memantine HCL Tablet 5mg 60ct,1,204389,N,1,N,9/26/2022,2/17/2023,TAB,60.0,AB,N,,2/17/2023,,,3/17/2023
31722,808,60,"CAMBER PHARMACEUTICALS, INC.",Active,Memantine HCL  Tablets 10mg 60ct,1,204389,N,1,N,9/26/2022,2/15/2023,TAB,60.0,AB,N,,2/15/2023,,,3/17/2023
31722,872,27,"CAMBER PHARMACEUTICALS, INC.",Active,Pirfenidone Tab 267Mg 270Ct,1,212674,N,1,N,9/21/2022,2/24/2023,TAB,270.0,AB,N,,2/24/2023,,,3/17/2023
35573,455,2,BUREL PHARMACEUTICALS,Active,Butalbital/APAP Tablets CIII,1,214088,N,1,N,4/7/2022,2/7/2023,TAB,100.0,AA,N,2/7/2023,2/7/2023,,,3/15/2023
35573,456,2,BUREL PHARMACEUTICALS,Active,Butalbital/APAP Tablets CIII,1,214088,N,1,N,4/7/2022,2/7/2023,TAB,100.0,AA,N,2/7/2023,2/7/2023,,,3/15/2023
35573,459,60,BUREL PHARMACEUTICALS,Active,Carglumic Acid Tablets,1,213395,N,1,N,6/22/2022,2/8/2023,TAB,60.0,AB,N,2/8/2023,2/8/2023,,,3/15/2023
43547,5,3,"SOLCO HEALTHCARE USA, LLC",Active,Roflumilast Tablets 500mcg 30CT,1,208299,N,1,N,5/10/2022,10/19/2022,TAB,30.0,AB,N,,10/19/2022,,,3/13/2023
43547,5,9,"SOLCO HEALTHCARE USA, LLC",Active,Roflumilast Tablets 500mcg 90CT,1,208299,N,1,N,5/10/2022,10/19/2022,TAB,90.0,AB,N,,10/19/2022,,,3/13/2023
43547,47,3,"SOLCO HEALTHCARE USA, LLC",Active,Tadalafil Tablet 2.5MG 30CT,1,210609,N,1,N,8/11/2022,1/15/2023,TAB,30.0,AB,N,,1/15/2023,,,3/13/2023
43547,49,3,"SOLCO HEALTHCARE USA, LLC",Active,Tadalafil Tablet 5MG 30CT,1,210609,N,1,N,8/11/2022,1/5/2023,TAB,30.0,AB,N,,1/5/2023,,,3/13/2023
43547,50,3,"SOLCO HEALTHCARE USA, LLC",Active,Tadalafil Tablet 10MG 30CT,1,210609,N,1,N,8/11/2022,1/5/2023,TAB,30.0,AB,N,,1/5/2023,,,3/13/2023
43547,51,3,"SOLCO HEALTHCARE USA, LLC",Active,Tadalafil Tablet 20MG 30CT,1,210609,N,1,N,8/11/2022,1/5/2023,TAB,30.0,AB,N,,1/5/2023,,,3/13/2023
43598,355,30,"DR. REDDY'S LABORATORIES, INC.",Active,Lurasidone HCL Tab120mg30sUS Torrent(IL),1,208055,N,1,N,9/7/2018,2/20/2023,TAB,1.0,AB,N,2/20/2023,2/20/2023,,,3/16/2023
46122,651,78,AMERISOURCE BERGEN,Active,GNP SLEEP AID NIGHT TIME CAPSULE,10,PART338,N,2,N,7/17/2020,7/17/2020,CAP,12.0,NR,N,,7/17/2020,,,3/13/2023
46122,715,60,AMERISOURCE BERGEN,Active,GNP NICOTINE 2 MG MINT LOZ 20CT,1,207868,N,2,N,9/30/2022,2/6/2023,CAP,20.0,NR,N,,2/6/2023,,,3/13/2023
46122,716,15,AMERISOURCE BERGEN,Active,NICOTINE MINI,1,207868,N,2,N,9/30/2022,2/8/2023,CAP,81.0,NR,N,,2/8/2023,,,3/13/2023
46122,716,60,AMERISOURCE BERGEN,Active,NICOTINE MINI,1,207868,N,2,N,9/30/2022,2/8/2023,CAP,20.0,NR,N,,2/8/2023,,,3/13/2023
46122,718,60,AMERISOURCE BERGEN,Active,NICOTINE POLACRILEX ,1,78697,N,2,N,10/28/2022,2/22/2023,CAP,20.0,NR,N,,2/22/2023,,,3/13/2023
46122,720,25,AMERISOURCE BERGEN,Active,NICOTINE POLACRILEX ,1,76568,N,2,N,9/2/2022,2/14/2023,CAP,110.0,NR,N,,2/14/2023,,,3/13/2023
46122,724,25,AMERISOURCE BERGEN,Active,NICOTINE POLACRILEX ,1,76569,N,2,N,9/15/2022,2/13/2023,CAP,110.0,NR,N,,2/13/2023,,,3/13/2023
46122,725,71,AMERISOURCE BERGEN,Active,NICOTINE POLACRILEX ,1,76568,N,2,N,9/15/2022,2/10/2023,CAP,50.0,NR,N,,2/10/2023,,,3/13/2023
46122,731,15,AMERISOURCE BERGEN,Active,NICOTINE POLACRILEX ,1,207868,N,2,N,9/30/2022,2/21/2023,CAP,81.0,NR,N,,2/21/2023,,,3/13/2023
46122,732,8,AMERISOURCE BERGEN,Active,NICOTINE POLACRILEX LOZENGE,1,209206,N,2,N,9/30/2022,2/24/2023,CAP,72.0,NR,N,,2/24/2023,,,3/13/2023
46122,734,8,AMERISOURCE BERGEN,Active,NICOTINE POLACRILEX LOZENGE,1,209206,N,2,N,9/30/2022,2/23/2023,CAP,72.0,NR,N,,2/23/2023,,,3/13/2023
47426,401,1,"HERON THERAPEUTICS, INC.",Active,Aponvie 32 mg/4.4 mL,3,216457,S,1,N,9/16/2022,2/27/2023,ML,4.4,NR,Y,,2/27/2023,,,3/13/2023
47426,401,10,"HERON THERAPEUTICS, INC.",Active,Aponvie 32 mg/4.4 mL,3,216457,S,1,N,9/16/2022,2/27/2023,ML,44.0,NR,Y,,2/27/2023,,,3/13/2023
50742,352,1,"INGENUS PHARMACEUTICALS, LLC",Active,Her Style (Levonorgestrel) Tab 1.5mg,1,207976,N,2,N,3/11/2016,8/16/2018,TAB,1.0,AB,N,1/19/2023,1/19/2023,,,3/17/2023
