NDC1,NDC2,NDC3,Labeler Name,Labeler Status,FDA Name,COD Status,FDA Application Number/OTC Monograph Number,Drug Category,Drug Type,Line Extension,FDA Approval Date,Market Date,Unit Type,Units Per Package Size,Therapeutic Equivalent Code,5i Indicator,Purchased Product Date,Coverage Effective Date,Drug Termination Date,Drug Reactivation Date,Date Reported to CMS
54,748,25,HIKMA PHARMACEUTICALS USA INC.,Active,Dicyclomine HCl Caps USP 10mg 100s,1,40204,N,1,N,2/27/1997,2/27/1997,CAP,100.0,AB,N,6/9/2023,6/9/2023,,,7/24/2023
54,748,31,HIKMA PHARMACEUTICALS USA INC.,Active,Dicyclomine HCl Caps USP 10mg 1000s,1,40204,N,1,N,2/27/1997,2/27/1997,CAP,1000.0,AB,N,6/9/2023,6/9/2023,,,7/24/2023
113,6117,1,L. PERRIGO COMPANY,Active,PREVACID LANSOPRAZOLE 14'S,3,22327,S,2,N,5/18/2009,5/18/2009,CAP,1.0,NR,N,3/28/2023,3/28/2023,,,7/27/2023
113,8100,25,L. PERRIGO COMPANY,Active,NICOTINE 2MG ARCTIC MNT GUM 110'S,1,206394,N,2,N,12/15/2016,6/28/2023,EA,1.0,NR,N,,6/28/2023,,,7/27/2023
310,3200,4,ASTRAZENECA PHARMACEUTICALS LP,Active,ANDEXXA PWD 200MG VI 4X20ML US,2,125586,S,1,N,5/3/2018,5/14/2018,ML,80.0,NR,Y,6/10/2023,6/10/2023,,,7/25/2023
338,9632,1,BAXTER HEALTHCARE CORPORATION,Active,ZOSYN INJ 2GM PIPERACILLIN,3,50750,I,1,N,2/24/1998,1/23/2006,ML,50.0,NR,Y,6/9/2023,6/9/2023,,,7/28/2023
338,9632,24,BAXTER HEALTHCARE CORPORATION,Active,ZOSYN INJ 2GM PIPERACILLIN,3,50750,I,1,N,2/24/1998,1/23/2006,ML,50.0,NR,Y,6/9/2023,6/9/2023,,,7/28/2023
338,9636,1,BAXTER HEALTHCARE CORPORATION,Active,ZOSYN INJ 3GM PIPERACILLIN,3,50750,I,1,N,2/24/1998,1/23/2006,ML,50.0,NR,Y,6/1/2023,6/1/2023,,,7/28/2023
338,9636,24,BAXTER HEALTHCARE CORPORATION,Active,ZOSYN INJ 3GM PIPERACILLIN,3,50750,I,1,N,2/24/1998,1/23/2006,ML,50.0,NR,Y,6/1/2023,6/1/2023,,,7/28/2023
409,2300,1,"HOSPIRA, INC.",Active,CIPROFLOX D5W 200MG SSOL 1X100ML PLBG ,1,78252,N,1,N,3/18/2008,3/24/2008,ML,100.0,AP,Y,7/24/2023,7/24/2023,,,7/26/2023
409,2300,24,"HOSPIRA, INC.",Active,CIPROFLOX D5W 200MG SSOL 24X100ML PLBG,1,78252,N,1,N,3/18/2008,3/24/2008,ML,2400.0,AP,Y,7/24/2023,7/24/2023,,,7/26/2023
409,3164,1,"HOSPIRA, INC.",Active,MAG SULF H2O 40G/1000ML SSOL 1X1 BAG,3,20309,I,1,N,6/24/1994,8/30/1994,ML,1000.0,AP,Y,7/17/2023,7/17/2023,,,7/24/2023
409,3164,12,"HOSPIRA, INC.",Active,MAG SULF H2O 40G/1000ML SSOL 1X12 BAG,3,20309,I,1,N,6/24/1994,8/30/1994,ML,12000.0,AP,Y,7/17/2023,7/17/2023,,,7/24/2023
574,2410,1,PADAGIS US LLC,Active,Methylphenidate Trnsdrm 10mg/9hr 1's (Inner),4,21514,I,1,N,4/6/2006,4/6/2006,TDP,1.0,AB,N,6/14/2023,6/14/2023,,,7/26/2023
