id,key,scale,bpm,scaled_rp,scaled_rh,scaled_bh,scaled_notes,scaled_chroma,scaled_skl,scaled_js,scaled_mfcc,aggregated
music/A_Whiter_Shade_Of_Pale/procol_harum+Greatest_Hits+2-A_Whiter_Shade_Of_Palemp3, C, major,148.5909729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
music/A_Whiter_Shade_Of_Pale/annie_lennox+Medusa+03-A_Whiter_Shade_Of_Palemp3, C, major,146.054702759,0.2640707610574153,0.2131979251826422,0.3994999049389013,0.5049115913555993,0.5866318494829046,0.0684717829127072,0.3589885207693948,0.0604680663810466,0.3070300502600764
music/Something_So_Right/paul_simon+There_Goes_Rhymin_Simon+04-Something_So_Rightmp3, A#, major,150.428146362,0.2499421125904115,0.144264072014164,0.2025298197679526,0.4941060903732809,0.9596133017628266,0.1098412449232775,0.4620857181546769,0.2468324946989954,0.3586518567856982
music/Caroline_No/brian_wilson+Brian_Wilson_Live_at_the_Roxy_Theater_Disc_2_+11-Caroline_Nomp3, C, major,143.708587646,0.213484986078218,0.2093438402360193,0.4614597298746499,0.4980353634577603,0.9286954693457634,0.1077587396339988,0.4793323978145932,0.044358219996604,0.3678085933047009
music/I_Don_t_Like_Mondays/boomtown_rats+Best_of_the_Boomtown_Rats+10-I_Don_t_Like_Mondaysmp3, B, major,143.92578125,0.3723293381552838,0.3819092751760509,0.416494769630061,0.4145383104125736,0.9475417684616556,0.0644462604412891,0.353959079766432,0.1701192496464654,0.3901672564612265
music/Caroline_No/beach_boys+Pet_Sounds+13-Caroline_Nomp3, C#, major,152.130386353,0.2281083178646867,0.1851130706579714,0.3268893016576132,0.4253438113948919,0.9633791053038016,0.1481333408353956,0.6027413685167541,0.2440807569908659,0.3904736341527475
music/God_Only_Knows/brian_wilson+Brian_Wilson_Live_at_the_Roxy_Theater_Disc_2_+07-God_Only_Knowsmp3, A, major,116.500022888,0.2889370439416245,0.2872979416158686,0.7318937075134663,0.4027504911591356,0.9471848424888262,0.0750914329467633,0.3721107803250274,0.0319786787006425,0.3921556148364192
music/Tush/zz_top+Fandango+09-Tushmp3, C, major,144.786575317,0.2671174910388529,0.3128549299549853,0.4312530470626678,0.4253438113948919,0.9715498670307569,0.1359819856663298,0.5494077860607746,0.0470420458832918,0.3925688705115688
music/Between_The_Bars/glen_phillips+Capitol_Garage+35-Between_The_Barsmp3, C, major,91.3132629395,0.2529202337899251,0.195134242948095,0.5620516763966139,0.4174852652259332,0.96627762253474,0.1421848273448504,0.5757864631955132,0.0594773037097849,0.3964147043931819
music/Thin_Line_Between_Love_And_Hate/annie_lennox+Medusa+08-Thin_Line_Between_Love_And_Hatemp3, C, major,150.035003662,0.2023799046277923,0.118512575997222,0.2038548698913311,0.5206286836935167,0.9723300114670356,0.1744143957907331,0.603595325175882,0.3794066805706945,0.3968903059017759
music/Let_It_Be/beatles+Let_It_Be+06-Let_It_Bemp3, C, major,137.028686523,0.2488368911220636,0.1966523009225566,0.5122434006218548,0.4037328094302554,0.9238131011328132,0.0892893461989456,0.4461801461709171,0.35835425757421,0.397387781646702
music/Let_It_Be/nick_cave+I_am_Sam+20-Let_It_Bemp3, C, major,136.383224487,0.2484439608269858,0.1693342711709357,0.7025468448032391,0.3958742632612966,0.9386334807833944,0.0987047167576034,0.4364234828049329,0.2019701597180358,0.398991397515803
music/My_Generation/who+Who_s_Better_Who_s_Best+01-My_Generationmp3, G, minor,96.4509277344,0.2869530899955194,0.1582266388273538,0.6895652833071929,0.4724950884086444,0.9929503969576124,0.1126573915164159,0.4494631295730972,0.0310236903594694,0.3991668386181631
music/My_Heart_Will_Go_On/celine_dion+Au_Coer_Du_Stade+11-My_Heart_Will_Go_Onmp3, D#, major,99.0313949585,0.25312377984382,0.1958590656072696,0.7057981241648662,0.4381139489194499,0.9473426111469776,0.112249201094607,0.489033277612755,0.0736919140871558,0.4019014903096126
music/Don_t_Let_It_Bring_You_Down/annie_lennox+Medusa+04-Don_t_Let_It_Bring_You_Downmp3, F, major,137.225463867,0.2902144874543941,0.3182820867772379,0.7225117408550721,0.412573673870334,0.937030949796338,0.0746521166573031,0.3948768980191158,0.0990360001121258,0.4061472441927401
music/God_Only_Knows/beach_boys+Pet_Sounds+08-God_Only_Knowsmp3, A, major,117.590515137,0.246703858093836,0.2037114615690816,0.74367425045468,0.4106090373280943,0.956576603019411,0.1011229754666384,0.4411042098170739,0.1566548268703661,0.4075196528273976
music/Let_It_Be/beatles+1+26-Let_It_Bemp3, C, major,139.700973511,0.3362281572041221,0.3306934615107784,0.5396442738889434,0.3968565815324165,0.9350026714266522,0.0796853788827195,0.4130167590924964,0.2319797258524379,0.4078883761738208
music/Lodi/creedence_clearwater_revival+Live_in_Europe+08-Lodimp3, A#, major,132.643798828,0.2641523114958715,0.2327239420497883,0.777047338640902,0.4096267190569744,0.9652148392202552,0.0931771359544718,0.442744261961536,0.0883359291957842,0.4091278096969479
music/Tush/nazareth+_Snaz+16-Tushmp3, C#, major,147.813034058,0.2417553046789989,0.217792118010687,0.1244412160139826,0.581532416502947,0.9916339305033176,0.2828422390924665,0.7096061347944577,0.1426464651216291,0.4115312280898109
music/Cecilia/paul_simon+Concert_in_the_Park_Disc_2+11-Ceciliamp3, G, major,110.373329163,0.2405378888497727,0.1605057654310445,0.7042442687311951,0.4106090373280943,0.9725575845887062,0.1351957993399165,0.5894585651701052,0.0995733984135489,0.4140852884815479
music/The_Boxer/paul_simon+Concert_in_the_Park_Disc_2+10-The_Boxermp3, C, major,104.250892639,0.2714574265505984,0.2868157799216932,0.662152743704449,0.3713163064833006,0.9619757049050182,0.1275133982616069,0.5758489226076304,0.0762716369753487,0.4166689899262057
music/Rattlesnakes/lloyd_cole_and_the_commotions+Rattlesnakes+03-Rattlesnakesmp3, A, major,152.103897095,0.3002608533892338,0.1583477597023754,0.4561489794412372,0.4479371316306483,0.966001571304764,0.1534357276868519,0.5505710400320394,0.3043322441880658,0.4171294134219019
music/Little_Wing/eric_clapton+Crossroads_2_Disc_1+08-Little_Wingmp3, A, major,154.563201904,0.2429645194584906,0.2075537923732803,0.3817101385592265,0.6267190569744597,0.9538035536317068,0.1274505836314359,0.5225570715186544,0.2807149114737872,0.4179342034526301
music/All_Along_The_Watchtower/bob_dylan+Before_The_Flood_Disc_Two_+07-All_Along_the_Watchtowermp3, A, minor,144.494049072,0.2413590539589067,0.2826868995713172,0.3554098919585678,0.4410609037328094,0.9837560231340426,0.1964276822432765,0.7169216439558328,0.1275973069833425,0.4181524256922619
music/Proud_Mary/creedence_clearwater_revival+Live_in_Europe+10-Proud_Marymp3, D, major,135.161499023,0.3039907308135441,0.2728654993314489,0.7055578199782816,0.4017681728880157,0.968480013016244,0.1123271816367611,0.4966835412995101,0.09911480231224,0.4200984701595057
music/Lady/reo_speedwagon+Arch_Allies_Disc_1+04-Ladymp3, G, major,123.310401917,0.2381192792677462,0.2687566123097505,0.6128292627869458,0.4675834970530452,0.9602452021440752,0.152767789829163,0.5991642124820965,0.0635540710523102,0.4203774908656417
music/Something_So_Right/annie_lennox+Medusa+10-Something_So_Rightmp3, C, major,152.389190674,0.2181895282596172,0.3732175947483846,0.3900364413902834,0.4007858546168958,0.9620000210266548,0.0974330480062712,0.4873978055005012,0.4409312304806878,0.4212489405036619
music/We_Can_Work_It_Out/beatles+1+13-We_Can_Work_It_Outmp3, D, major,107.710151672,0.3067475036804711,0.2744012771996337,0.6484968791714825,0.4282907662082514,0.9715615396539036,0.1326326755066989,0.498798982134156,0.1142752807413963,0.4219006130369992
music/Enjoy_The_Silence/tori_amos+Strange_Little_Girls+04-Enjoy_the_Silencemp3, A#, major,163.905609131,0.2568265537988862,0.2135719616654365,0.553986219434061,0.4351669941060904,0.9480249857759804,0.2032700358544526,0.7115436585210798,0.0548713300148824,0.4221577173963586
music/Love_Hurts/nazareth+_Snaz+15-Love_Hurtsmp3, G#, major,77.6048278809,0.2344591307687384,0.1892211514970617,0.7092736874339721,0.4921414538310412,0.9939225716686264,0.1394936730634463,0.5700313029251768,0.0758701348119331,0.4255516382499995
music/Claudette/roy_orbison+Black_and_White_Night+15-Claudettemp3, E, major,142.850524902,0.2973525011201434,0.2782622469457288,0.6221900737457545,0.4106090373280943,0.9832218537119378,0.145675146143748,0.6014953189076705,0.0786094758538073,0.4271769567196106
music/Strange_Little_Girl/tori_amos+Strange_Little_Girls+03-Strange_Little_Girlmp3, E, major,120.022094727,0.2458372671701978,0.2234162252440669,0.7655115096495109,0.4037328094302554,0.9728941877566618,0.1068420129666477,0.4872512419053704,0.2276715983757225,0.4291446065623041
music/All_Along_The_Watchtower/dave_matthews_band+Live_At_Red_Rocks_8_15_95_Disc_2+08-All_Along_The_Watchtowermp3, C, major,112.17678833,0.2308109237982461,0.1412102039242131,0.5186283470521625,0.6159135559921415,0.9600834076927854,0.1166456555171138,0.5121891717655336,0.3382839985217438,0.4292206580329925
