OBJECTID,DEF_FEATURE,COORD_SRC,ACCURACY_FT,SHAPE_Length
1,ROAD_OFFSET,SOURCEL,40.0,0.022354622824203
2,ROAD_OFFSET,SOURCEL,40.0,0.125383952521891
3,ROAD_OFFSET,SOURCEL,40.0,0.0969681704886017
4,SUBDIVISION,CADNSDI,-1.0,7.52650140778759e-05
5,POWERLINE,DRG,,0.0078435025178134
6,POWERLINE,DRG,,0.0034678512340505
7,ROAD_OFFSET,UNK,,0.0165787766824656
8,ROAD_OFFSET,UNK,,0.0075582706536888
9,ROAD_OFFSET,UNK,,0.0076447560836115
10,SUBDIVISION,CADNSDI,,5.74790132509742e-05
11,ROAD_OFFSET,UNK,,0.0295597491774316
12,ROAD_OFFSET,UNK,,0.029504095007701
13,SUBDIVISION,CADNSDI,-1.0,0.0002848665795137
14,WATERCOURSE,GPS,3.0,0.008226754642206
15,POWERLINE,GPS,3.0,0.0026855314406319
16,SUBDIVISION,CADNSDI,0.0,0.0172915305115408
17,ROAD_OFFSET,UNK,,0.0129317289813086
18,ROAD,SOURCEL,40.0,0.004222673568501
19,SUBDIVISION,CADNSDI,-1.0,0.0039058905444576
20,ROAD_OFFSET,DOQ,20.0,0.0045416948770245
21,ROAD_OFFSET,MAP,40.0,0.0016181925778753
22,ROAD_OFFSET,MAP,40.0,0.0014306035277708
23,SUBDIVISION,CADNSDI,0.0,0.0101930607651922
24,SUBDIVISION,CADNSDI,0.0,0.0689950852874074
25,SUBDIVISION,CADNSDI,0.0,0.0636466547623891
26,SUBDIVISION,CADNSDI,0.0,0.026875405017267
27,SUBDIVISION,CADNSDI,0.0,0.0371117210984677
28,ROAD,DLG,,0.0062695492720543
29,ROAD,DLG,,0.0276238069582386
30,ROAD,DLG,,0.016603943751584
31,ROAD,DLG,,0.0105339411504752
32,ROAD,DLG,,0.0460955291206941
33,ROAD,DLG,,0.0097140035071699
34,ROAD,DLG,,0.0038807645582347
35,ROAD,DLG,,0.0079517825652295
36,ROAD,DLG,,0.0054127482504355
37,ROAD,DLG,,5.92302741417689e-05
38,ROAD,DLG,,6.1217585822803e-05
39,ROAD,DLG,,0.0157287031352019
40,ROAD,DLG,,0.0075866897021532
41,ROAD_OFFSET,UNK,,0.0246515015314694
42,SUBDIVISION,CADNSDI,,0.0031384885015218
43,SUBDIVISION,CADNSDI,,0.0001964327943012
44,UNKNOWN,UNK,,0.0024531383405374
45,RIDGE,DRG,,0.0122815675043257
46,SUBDIVISION,CADNSDI,,0.0090178594891999
47,ELEVATION,DRG,,0.0125190461656763
48,ROAD,DLG,,0.0406038282098366
49,POINT-TO-POINT,UNK,,0.0053439396784983
50,ROAD,DLG,,0.0390789093903903
51,SUBDIVISION,CADNSDI,,0.0175078562486736
52,ROAD,DLG,,0.0113167100136236
53,SUBDIVISION,CADNSDI,,0.0050893434921589
54,SUBDIVISION,CADNSDI,,5.54938555306478e-05
55,ROAD_OFFSET,UNK,,0.0166345183784954
56,POWERLINE,DRG,,0.0078336383601616
57,POWERLINE,DRG,,0.0170194346566856
58,ROAD,SOURCEL,0.0,0.0127854480044873
59,SUBDIVISION,CADNSDI,0.0,0.34742134505298
60,SUBDIVISION,CADNSDI,0.0,5.71063523052261e-05
61,ROAD_OFFSET,SOURCEL,0.0,0.0262020131444196
62,SUBDIVISION,CADNSDI,0.0,0.0171703188112948
63,ROAD_OFFSET,SOURCEL,0.0,0.0231637252560534
64,ROAD,SOURCEL,0.0,0.0505629180047153
65,ROAD,SOURCEL,0.0,0.0047746295265042
66,ROAD_OFFSET,SOURCEL,0.0,0.054433023003449
67,ROAD_OFFSET,SOURCEL,0.0,0.0544863743052016
68,POINT-TO-POINT,DRG,40.0,0.0002174137182029
69,ROAD,SOURCEL,0.0,0.0070091815976509
70,POINT-TO-POINT,DRG,40.0,0.0074321801859056
71,ELEVATION,DRG,,0.0026319091297037
72,ROAD,DLG,,0.003826892563291
73,SUBDIVISION,CADNSDI,,0.0033821971708442
74,SUBDIVISION,CADNSDI,,0.0360528059565586
75,SUBDIVISION,CADNSDI,,0.0052748461624706
76,SUBDIVISION,CADNSDI,,0.0277638635227502
77,ROAD,DLG,,0.0127157395269812
78,SUBDIVISION,CADNSDI,,0.0071906755276914
79,ROAD,DLG,,0.0056274216868561
80,SUBDIVISION,CADNSDI,,0.0087495567856255
81,SUBDIVISION,CADNSDI,,0.0087520259466674
82,SUBDIVISION,CADNSDI,,0.0732052891728651
83,ROAD,DLG,,0.0262013739237895
84,ROAD,DLG,,0.0007800201353903
85,ROAD,DLG,,0.0176898961740748
86,ROAD,DLG,40.0,0.0348262037736919
87,ROAD,DLG,,0.0595580752712287
88,ROAD,DLG,,0.114952683018053
89,ROAD,DOQ,,0.0013314414761579
90,ROAD,DOQ,,0.0072671684498597
91,ROAD,DLG,,0.0184811809193959
92,ROAD,DLG,,0.0205113932520503
93,ROAD,SOURCEL,0.0,0.0903120187427371
94,ROAD_OFFSET,SOURCEL,0.0,0.011240114065301
95,TRAIL,DLG,40.0,0.0299344638205559
96,SUBDIVISION,CADNSDI,0.0,0.0297265755712525
97,SUBDIVISION,CADNSDI,0.0,0.003523007460149
98,SUBDIVISION,CADNSDI,0.0,0.0084997055659778
99,SUBDIVISION,CADNSDI,0.0,0.0032036859290634
100,SUBDIVISION,CADNSDI,0.0,0.0139594068806733
101,ROAD,DLG,,0.115660460733418
102,ROAD,DLG,,0.057367362233589
103,ROAD,DLG,,0.0824951144647801
104,ROAD,DLG,,0.0166712078470151
105,ROAD,DLG,,0.0106910559591046
106,ROAD,DLG,,0.0224572270773842
107,FENCE,DRG,40.0,0.0271011724545889
108,ROAD,SOURCEL,0.0,0.0272153253253589
109,ROAD,SOURCEL,0.0,0.0311905289424126
110,ROAD_OFFSET,SOURCEL,0.0,0.201831193388503
111,SUBDIVISION,CADNSDI,0.0,0.0280192606242147
112,SUBDIVISION,CADNSDI,0.0,5.84658431945009e-05
113,ROAD,SOURCEL,0.0,0.0607815963712547
114,SUBDIVISION,CADNSDI,0.0,0.0244263027364868
115,ROAD,SOURCEL,0.0,0.379921858783666
116,ROAD_OFFSET,SOURCEL,0.0,0.0261683010486897
117,ROAD_OFFSET,UNK,,6.39540398808697e-05
118,POINT-TO-POINT,DOQ,,0.0068926030450851
119,ELEVATION,DRG,,0.0144021480705197
120,SUBDIVISION,CADNSDI,,0.0705571791542334
121,SUBDIVISION,CADNSDI,,0.0072288170293226
122,RIDGE,DRG,,0.0649395235377353
123,POWERLINE,DRG,,0.0117162800557444
124,SUBDIVISION,CADNSDI,,0.0032555865167093
125,SUBDIVISION,CADNSDI,,0.0100914676418438
126,SUBDIVISION,CADNSDI,,0.0064876054054577
127,SUBDIVISION,CADNSDI,,0.0142980288851015
128,POWERLINE,DRG,,0.0027508082268528
129,SUBDIVISION,CADNSDI,,0.0908023107025248
130,SUBDIVISION,CADNSDI,,0.0107232728754886
131,SUBDIVISION,CADNSDI,,0.0166644533006636
132,POWERLINE,DRG,,0.0173369352743177
133,SUBDIVISION,CADNSDI,,0.0678251826828871
134,SUBDIVISION,CADNSDI,,0.0328201199742115
135,SUBDIVISION,CADNSDI,,0.0281103225310743
136,UNKNOWN,UNK,,0.0306214453493238
137,ELEVATION,DRG,,0.0115455005341239
138,SUBDIVISION,CADNSDI,,0.0115187368511393
139,SUBDIVISION,CADNSDI,,0.0027624019202261
140,ROAD_OFFSET,SOURCEL,0.0,0.0972540058817757
141,ROAD,SOURCEL,0.0,0.0141925902432871
142,ROAD,SOURCEL,0.0,5.53606538850255e-05
143,ROAD_OFFSET,SOURCEL,0.0,0.0645862537075881
144,ROAD,SOURCEL,0.0,0.0310676375432657
145,ROAD_OFFSET,SOURCEL,0.0,0.0563398702093024
146,ROAD_OFFSET,SOURCEL,0.0,0.0561921107242742
147,ROAD_OFFSET,SOURCEL,0.0,0.0392763044874571
148,ROAD_OFFSET,SOURCEL,0.0,0.0262413866024214
149,ROAD_OFFSET,SOURCEL,0.0,0.0973830769402325
150,ROAD,SOURCEL,0.0,0.0893228330853087
151,ROAD_OFFSET,SOURCEL,0.0,0.0725463707417102
152,ROAD_OFFSET,SOURCEL,0.0,0.0725454552660753
153,SUBDIVISION,CADNSDI,0.0,0.0018747931263566
154,SUBDIVISION,CADNSDI,0.0,6.23224017641523e-05
155,SUBDIVISION,CADNSDI,0.0,0.0095403699342462
156,SUBDIVISION,CADNSDI,0.0,0.0223964739215873
157,SUBDIVISION,CADNSDI,0.0,0.0386215938025866
158,ROAD,SOURCEL,0.0,0.0299152578869354
159,SUBDIVISION,CADNSDI,0.0,0.0335039924261998
160,ELEVATION,DRG,,0.0108030016231307
161,ELEVATION,DRG,,0.003086208566358
162,ELEVATION,DRG,,0.0041233410548742
163,SUBDIVISION,CADNSDI,,0.0063497735708859
164,ELEVATION,DRG,,0.0150648770247682
165,ELEVATION,DRG,,0.0025472748289562
166,ELEVATION,DRG,,0.0058064430991122
167,SUBDIVISION,CADNSDI,,0.0018772929333307
168,ELEVATION,DRG,,0.0038045179897082
169,SUBDIVISION,CADNSDI,,0.0053274198347004
170,ELEVATION,DRG,,0.0019706514490644
171,SUBDIVISION,CADNSDI,,0.028302761084864
172,SUBDIVISION,CADNSDI,,0.0070938460979888
173,SUBDIVISION,CADNSDI,,0.0035976350121002
174,SUBDIVISION,CADNSDI,,0.0152894141807008
175,SUBDIVISION,CADNSDI,,0.0012888550774984
