Baby,baby,s,topic_60,0,freq1,0.1,ig4,0.2,sal1,0.3
you,you,s,topic_78,0.0,freq1,0.0,ig5,0.0,sal1,0.0
pretend,pretend,s,topic_92,0.0,freq5,0.0,ig5,0.0,sal5,0.0
that,that,s,topic_83,0.0,freq2,0.0,ig5,0.0,sal5,0.0
things,things,s,topic_78,0.0,freq4,0.0,ig5,0.0,sal4,0.0
ain't,ain't,s,topic_83,0.0,freq1,0.0,ig5,0.0,sal1,0.0
what,what,s,topic_98,0.0,freq3,0.0,ig5,0.0,sal3,0.0
they,they,s,topic_83,0.0,freq3,0.0,ig5,0.0,sal5,0.0
seem,seem,s,topic_98,0.0,freq5,0.0,ig5,0.0,sal5,0.0
All,all,s,topic_78,0.0,freq3,0.0,ig5,0.0,sal5,0.0
this,this,s,topic_92,0.0,freq2,0.0,ig5,0.0,sal2,0.0
tension,tension,s,topic_71,0.0,freq5,0.0,ig5,0.0,sal4,0.0
telling,telling,s,topic_92,0.0,freq5,0.0,ig5,0.0,sal5,0.0
me,me,s,topic_2,0.0,freq1,0.0,ig5,0.0,sal1,0.0
just,just,s,topic_98,0.0,freq4,0.0,ig5,0.0,sal5,0.0
exactly,exactly,s,topic_83,0.0,freq5,0.0,ig5,0.0,sal5,0.0
what,what,s,topic_81,0.0,freq3,0.0,ig5,0.0,sal5,0.0
we,we,s,topic_25,0.0,freq1,0.0,ig5,0.0,sal1,0.0
should,should,s,topic_98,0.0,freq5,0.0,ig5,0.0,sal5,0.0
be,be,s,topic_44,0.0,freq2,0.0,ig5,0.0,sal5,0.0
Now,now,s,topic_98,0.0,freq4,0.0,ig5,0.0,sal5,0.0
I,i,s,topic_98,0.0,freq1,0.0,ig5,0.0,sal3,0.0
don't,don't,s,topic_98,0.0,freq2,0.0,ig5,0.0,sal3,0.0
mind,mind,s,topic_78,0.0,freq4,0.0,ig5,0.0,sal5,0.0
us,us,s,topic_46,0.0,freq4,0.0,ig5,0.0,sal5,0.0
being,being,s,topic_1,0.0,freq4,0.0,ig5,0.0,sal5,0.0
some,some,s,topic_78,0.0,freq5,0.0,ig5,0.0,sal5,0.0
kind,kind,s,topic_0,0.0,freq5,0.0,ig5,0.0,sal5,0.0
of,of,s,topic_14,0.0,freq1,0.0,ig5,0.0,sal3,0.0
casual,casual,s,topic_85,0.0,freq5,0.0,ig5,0.0,sal5,0.0
thing,thing,s,topic_83,0.0,freq3,0.0,ig5,0.0,sal5,0.0
Listen,listen,,topic_83,0.0,freq5,0.0,ig5,0.0,sal5,0.0
",",",",s,,,,,,,,
all,all,s,topic_78,0.0,freq3,0.0,ig5,0.0,sal5,0.0
I,i,s,topic_81,0.0,freq2,0.0,ig5,0.0,sal5,0.0
want,want,s,topic_78,0.0,freq4,0.0,ig5,0.0,sal5,0.0
to,to,s,topic_78,0.0,freq2,0.0,ig5,0.0,sal5,0.0
do,do,s,topic_81,0.0,freq2,0.0,ig5,0.0,sal5,0.0
right,right,s,topic_83,0.0,freq3,0.0,ig5,0.0,sal5,0.0
now,now,s,topic_0,0.0,freq5,0.0,ig5,0.0,sal5,0.0
is,is,s,topic_92,0.0,freq1,0.0,ig5,0.0,sal1,0.0
