NDC1,NDC2,NDC3,Labeler Name,Labeler Status,FDA Name,COD Status,FDA Application Number/OTC Monograph Number,Drug Category,Drug Type,Line Extension,FDA Approval Date,Market Date,Unit Type,Units Per Package Size,Therapeutic Equivalent Code,5i Indicator,Purchased Product Date,Coverage Effective Date,Drug Termination Date,Drug Reactivation Date,Date Reported to CMS
173,909,13,GLAXOSMITHKLINE,Active,ZEJULA TABLET 100MG,3,214876,S,1,Y,4/26/2023,7/17/2023,TAB,1.0,NR,N,,7/17/2023,,,8/9/2023
173,912,13,GLAXOSMITHKLINE,Active,ZEJULA TABLET 200MG,3,214876,S,1,Y,4/26/2023,7/17/2023,TAB,1.0,NR,N,,7/17/2023,,,8/9/2023
173,915,13,GLAXOSMITHKLINE,Active,ZEJULA TABLET 300MG,3,214876,S,1,Y,4/26/2023,7/17/2023,TAB,1.0,NR,N,,7/17/2023,,,8/9/2023
536,1368,13,RUGBY LABORATORIES,Active,LANSOPRAZOLE DR 15MG CAPS  ,1,202194,N,2,N,5/18/2012,7/6/2023,CAP,42.0,NR,N,7/6/2023,7/6/2023,,,8/9/2023
536,1368,88,RUGBY LABORATORIES,Active,LANSOPRAZOLE DR 15MG CAPS  (INNER),1,202194,N,2,N,5/18/2012,7/6/2023,CAP,14.0,NR,N,7/6/2023,7/6/2023,,,8/9/2023
536,1387,92,RUGBY LABORATORIES,Active,CARBOXYMETHYLCELLULOSE SODIUM 0.5% LIQUID,10,PART349,N,2,N,3/23/2023,7/20/2023,EA,30.0,NR,N,7/20/2023,7/20/2023,,,8/9/2023
536,1387,93,RUGBY LABORATORIES,Active,CARBOXYMETHYLCELLULOSE SODIUM 0.5% LIQUID,10,PART349,N,2,N,3/23/2023,7/20/2023,EA,50.0,NR,N,7/20/2023,7/20/2023,,,8/9/2023
904,7137,61,MAJOR PHARMACEUTICALS,Active,NITROFURANTOIN MONOHYDRATE / MACROCRYSTALS 100MG  CAPS UD,4,20064,I,1,N,12/24/1991,7/25/2023,CAP,100.0,AB,N,7/25/2023,7/25/2023,,,8/9/2023
904,7281,80,MAJOR PHARMACEUTICALS,Active,DOCUSATE SODIUM 250MG SOFTGEL CAPS,9,PART334,N,2,N,10/14/2022,6/26/2023,CAP,1000.0,NR,N,6/26/2023,6/26/2023,,,8/9/2023
904,7319,41,MAJOR PHARMACEUTICALS,Active,ACETAMINOPHEN 160MG/5ML ORAL SOLN (INNER),9,PART343,N,2,N,6/5/2023,7/17/2023,ML,5.0,NR,N,7/17/2023,7/17/2023,,,8/9/2023
904,7319,70,MAJOR PHARMACEUTICALS,Active,ACETAMINOPHEN 160MG/5ML ORAL SOLN UD,9,PART343,N,2,N,6/5/2023,7/17/2023,ML,500.0,NR,N,7/17/2023,7/17/2023,,,8/9/2023
904,7320,2,MAJOR PHARMACEUTICALS,Active,ACETAMINOPHEN 325MG/10.15ML ORAL SOLN (INNER),9,PART343,N,2,N,6/5/2023,7/17/2023,ML,10.15,NR,N,7/17/2023,7/17/2023,,,8/9/2023
904,7320,71,MAJOR PHARMACEUTICALS,Active,ACETAMINOPHEN 325MG/10.15ML ORAL SOLN UD,9,PART343,N,2,N,6/5/2023,7/17/2023,ML,1015.0,NR,N,7/17/2023,7/17/2023,,,8/9/2023
904,7321,3,MAJOR PHARMACEUTICALS,Active,ACETAMINOPHEN 650MG/20.3ML ORAL SOLN (INNER),9,PART343,N,2,N,6/5/2023,7/17/2023,ML,20.3,NR,N,7/17/2023,7/17/2023,,,8/9/2023
904,7321,76,MAJOR PHARMACEUTICALS,Active,ACETAMINOPHEN 650MG/20.3ML ORAL SOLN UD,9,PART343,N,2,N,6/5/2023,7/17/2023,ML,2030.0,NR,N,7/17/2023,7/17/2023,,,8/9/2023
21922,63,4,ENCUBE ETHICALS PVT. LTD.,Active,Triamcinolone Acetonide 0.1% External Ointment 15g,1,205373,N,1,N,5/13/2016,3/1/2023,GM,15.0,AT,N,3/1/2023,3/1/2023,,,8/10/2023
21922,63,15,ENCUBE ETHICALS PVT. LTD.,Active,Triamcinolone Acetonide 0.1% External Ointment 80g,1,205373,N,1,N,5/13/2016,3/1/2023,GM,80.0,AT,N,3/1/2023,3/1/2023,,,8/10/2023
21922,63,30,ENCUBE ETHICALS PVT. LTD.,Active,Triamcinolone Acetonide 0.1% External Ointment 454g,1,205373,N,1,N,5/13/2016,3/1/2023,GM,454.0,AT,N,3/1/2023,3/1/2023,,,8/10/2023
24658,797,10,PURACAP LAB. DBA BLU PHARMACEUTICALS,Active,Doxepin HCI 100mg Caps,1,210675,N,1,N,9/30/2022,11/1/2022,CAP,1000.0,AB,N,,11/1/2022,,,8/9/2023
24979,200,1,"TWI PHARMACEUTICALS, INC.",Active,Dicyclomine Hydrochloride Tablets 20mg100s,1,216782,N,1,N,6/1/2023,8/8/2023,TAB,100.0,AB,N,,8/8/2023,,,8/8/2023
24979,200,2,"TWI PHARMACEUTICALS, INC.",Active,Dicyclomine Hydrochloride Tablets 20mg 500s,1,216782,N,1,N,6/1/2023,8/8/2023,TAB,500.0,AB,N,,8/8/2023,,,8/8/2023
24979,200,3,"TWI PHARMACEUTICALS, INC.",Active,Dicyclomine Hydrochloride Tablets 20mg1000s,1,216782,N,1,N,6/1/2023,8/8/2023,TAB,1000.0,AB,N,,8/8/2023,,,8/8/2023
43547,222,50,"SOLCO HEALTHCARE USA, LLC",Active,LEVETIRACETAM TABLETS 500MG 500CT,1,78106,N,1,N,2/10/2009,1/1/2011,TAB,500.0,AB,N,,1/1/2011,,,8/7/2023
60687,245,65,AMERICAN HEALTH PACKAGING,Active,ROSUVASTATIN TAB ,1,79170,N,1,N,9/15/2016,9/27/2016,TAB,50.0,AB,N,,9/27/2016,,,8/11/2023
60687,396,1,AMERICAN HEALTH PACKAGING,Active,Hydrocodone/APAP Tablet CII,1,210211,N,1,N,6/1/2023,8/1/2023,TAB,100.0,AA,N,,8/1/2023,,,8/11/2023
60687,396,11,AMERICAN HEALTH PACKAGING,Active,Hydrocodone/APAP Tablet CII,1,210211,N,1,N,6/1/2023,8/1/2023,TAB,1.0,AA,N,,8/1/2023,,,8/11/2023
60687,534,36,AMERICAN HEALTH PACKAGING,Active,Atovaquone Oral Sus 750mg/5ml 5ml,1,210692,N,1,N,9/1/2020,9/1/2020,ML,100.0,AB,N,10/21/2020,10/21/2020,,,8/11/2023
60687,534,46,AMERICAN HEALTH PACKAGING,Active,Atovaquone Oral Sus 750mg/5ml 5ml,1,210692,N,1,N,9/1/2020,9/1/2020,ML,50.0,AB,N,10/21/2020,10/21/2020,,,8/11/2023
60687,714,16,AMERICAN HEALTH PACKAGING,Active,Chlorhexidine Gluconate Oral Rinse,1,75561,N,1,N,1/20/2023,6/21/2023,ML,1500.0,AT,N,,6/21/2023,,,8/11/2023
60687,738,8,AMERICAN HEALTH PACKAGING,Active,Sucralfate Oral Suspension,1,211884,N,1,N,6/1/2023,8/2/2023,ML,300.0,AB,N,,8/2/2023,,,8/11/2023
60687,738,23,AMERICAN HEALTH PACKAGING,Active,Sucralfate Oral Suspension,1,211884,N,1,N,6/1/2023,8/2/2023,ML,400.0,AB,N,,8/2/2023,,,8/11/2023
60687,738,42,AMERICAN HEALTH PACKAGING,Active,Sucralfate Oral Suspension,1,211884,N,1,N,6/1/2023,8/2/2023,ML,10.0,AB,N,,8/2/2023,,,8/11/2023
60687,738,48,AMERICAN HEALTH PACKAGING,Active,Sucralfate Oral Suspension,1,211884,N,1,N,6/1/2023,8/2/2023,ML,100.0,AB,N,,8/2/2023,,,8/11/2023
60687,738,56,AMERICAN HEALTH PACKAGING,Active,Sucralfate Oral Suspension,1,211884,N,1,N,6/1/2023,8/2/2023,ML,1000.0,AB,N,,8/2/2023,,,8/11/2023
60687,740,24,AMERICAN HEALTH PACKAGING,Active,Acetaminophen Oral Solution,9,PART343,N,2,N,7/21/2023,7/31/2023,ML,20.3,NR,N,,7/31/2023,,,8/11/2023
60687,740,37,AMERICAN HEALTH PACKAGING,Active,Acetaminophen Oral Solution,9,PART343,N,2,N,7/21/2023,7/31/2023,ML,2030.0,NR,N,,7/31/2023,,,8/11/2023
60687,740,53,AMERICAN HEALTH PACKAGING,Active,Acetaminophen Oral Solution,9,PART343,N,2,N,7/21/2023,7/31/2023,ML,203.0,NR,N,,7/31/2023,,,8/11/2023
60687,742,1,AMERICAN HEALTH PACKAGING,Active,Azithromycin Tablet,1,65398,N,1,N,4/1/2023,4/24/2023,TAB,100.0,AB,N,,4/24/2023,,,8/11/2023
60687,751,42,AMERICAN HEALTH PACKAGING,Active,Acetaminophen Oral Solution,9,PART343,N,2,N,7/21/2023,7/31/2023,ML,10.15,NR,N,,7/31/2023,,,8/11/2023
60687,751,48,AMERICAN HEALTH PACKAGING,Active,Acetaminophen Oral Solution,9,PART343,N,2,N,7/21/2023,7/31/2023,ML,101.5,NR,N,,7/31/2023,,,8/11/2023
60687,751,56,AMERICAN HEALTH PACKAGING,Active,Acetaminophen Oral Solution,9,PART343,N,2,N,7/21/2023,7/31/2023,ML,1015.0,NR,N,,7/31/2023,,,8/11/2023
60687,755,40,AMERICAN HEALTH PACKAGING,Active,Diazepam Oral Solution CIV,1,70928,N,1,N,6/1/2023,8/2/2023,ML,5.0,AA,N,,8/2/2023,,,8/11/2023
60687,755,46,AMERICAN HEALTH PACKAGING,Active,Diazepam Oral Solution CIV,1,70928,N,1,N,6/1/2023,8/2/2023,ML,50.0,AA,N,,8/2/2023,,,8/11/2023
60687,755,86,AMERICAN HEALTH PACKAGING,Active,Diazepam Oral Solution CIV,1,70928,N,1,N,6/1/2023,8/2/2023,ML,150.0,AA,N,,8/2/2023,,,8/11/2023
68001,162,3,BLUEPOINT LABORATORIES,Active,Promethazine HCL Tablet,1,40596,N,1,N,2/18/2014,2/18/2014,TAB,500.0,AB,N,,2/18/2014,,,8/11/2023
68001,562,0,BLUEPOINT LABORATORIES,Active,Isosorbide Dinitrate Tablet,1,213057,N,1,N,7/6/2023,8/2/2023,TAB,100.0,AB,N,,8/2/2023,,,8/11/2023
68001,580,41,BLUEPOINT LABORATORIES,Active,Haloperidol Decanoate Injection,1,209101,N,1,N,5/30/2023,7/26/2023,ML,1.0,AP,N,,7/26/2023,,,8/11/2023
68001,581,41,BLUEPOINT LABORATORIES,Active,Haloperidol Decanoate Injection,1,209101,N,1,N,5/30/2023,7/26/2023,ML,1.0,AP,N,,7/26/2023,,,8/11/2023
68001,581,48,BLUEPOINT LABORATORIES,Active,Haloperidol Decanoate Injection,1,209101,N,1,N,5/30/2023,7/26/2023,ML,5.0,AP,N,,7/26/2023,,,8/11/2023
68001,581,82,BLUEPOINT LABORATORIES,Active,Haloperidol Decanoate Injection,1,209101,N,1,N,5/30/2023,7/26/2023,ML,10.0,AP,N,,7/26/2023,,,8/11/2023
68001,582,41,BLUEPOINT LABORATORIES,Active,Haloperidol Decanoate Injection,1,209101,N,1,N,5/30/2023,8/7/2023,ML,5.0,AP,N,,8/7/2023,,,8/11/2023
68968,172,1,"NOVEN THERAPEUTICS, LLC.",Active,Secuado 3.8mg/24 hrs,3,212268,S,1,N,10/11/2019,2/12/2020,TDP,1.0,NR,N,,2/12/2020,,,8/11/2023
68968,173,1,"NOVEN THERAPEUTICS, LLC.",Active,Secuado 5.7mg/24 hrs,3,212268,S,1,N,10/11/2019,2/12/2020,TDP,1.0,NR,N,,2/12/2020,,,8/11/2023
68968,174,1,"NOVEN THERAPEUTICS, LLC.",Active,Secuado 7.6mg/24 hrs,3,212268,S,1,N,10/11/2019,2/12/2020,TDP,1.0,NR,N,,2/12/2020,,,8/11/2023
68968,5552,1,"NOVEN THERAPEUTICS, LLC.",Active,Daytrana 10mg,3,21514,S,1,N,4/6/2006,5/5/2006,TDP,1.0,NR,N,2/28/2011,2/28/2011,,,8/11/2023
68968,5553,1,"NOVEN THERAPEUTICS, LLC.",Active,Daytrana 15mg,3,21514,S,1,N,4/6/2006,5/5/2006,TDP,1.0,NR,N,3/28/2011,3/28/2011,,,8/11/2023
68968,5554,1,"NOVEN THERAPEUTICS, LLC.",Active,Daytrana 20mg,3,21514,S,1,N,4/6/2006,5/5/2006,TDP,1.0,NR,N,3/7/2011,3/7/2011,,,8/11/2023
68968,5555,1,"NOVEN THERAPEUTICS, LLC.",Active,Daytrana 30mg,3,21514,S,1,N,4/6/2006,5/5/2006,TDP,1.0,NR,N,2/15/2011,2/15/2011,,,8/11/2023
70000,628,2,"CARDINAL HEALTH 110, LLC. DBA LEADER",Active,LDR TUSSIN CCC DM LQ400-20MG237ML,10,PART341,N,2,N,3/16/2023,7/25/2023,ML,237.0,NR,N,,7/25/2023,,,8/7/2023
70710,1852,6,ZYDUS PHARMACEUTICALS (USA) INC.,Active,INDOMETHACIN SUPPOSITORIES 50MG (6CT),1,216184,N,1,N,8/2/2023,8/8/2023,SUP,1.0,AB,N,8/8/2023,8/8/2023,,,8/10/2023
70710,1852,7,ZYDUS PHARMACEUTICALS (USA) INC.,Active,INDOMETHACIN SUPPOSITORIES 50MG (30CT),1,216184,N,1,N,8/2/2023,8/8/2023,SUP,1.0,AB,N,8/8/2023,8/8/2023,,,8/10/2023
72241,29,22,Modavar Pharmaceuticals LLC,Active,PAROXETINE EXTENDED-RELEASE TABLETS USP 12.5MG 30s,1,212645,N,1,N,8/27/2021,7/10/2023,TAB,30.0,AB,N,,7/10/2023,,,8/8/2023
