StoreID,ProductID,DateTime,Demand,PredictedDemandDistribution,PredictedDemandVariance,PredictedDemandProbability
5,4_1,2017-01-09,372.5426624543216,,-1,1
5,4_1,2017-01-10,377.96372613153113,,-1,1
5,4_1,2017-01-11,374.33811117050215,,-1,1
5,4_1,2017-01-12,353.52861151616037,,-1,1
5,4_1,2017-01-13,367.2246434119318,,-1,1
5,4_1,2017-01-14,351.8646880753053,,-1,1
5,4_1,2017-01-15,412.8007336488967,,-1,1
5,4_1,2017-01-16,350.21116957373323,,-1,1
5,4_1,2017-01-17,355.2030223870961,,-1,1
5,4_1,2017-01-18,456.7168965186087,,-1,1
5,4_1,2017-01-19,355.2030223870961,,-1,1
5,4_1,2017-01-20,367.2246434119318,,-1,1
5,4_1,2017-01-21,376.1451012460546,,-1,1
5,4_1,2017-01-22,350.21116957373323,,-1,1
5,4_1,2017-01-23,381.6362587015212,,-1,1
5,4_1,2017-01-24,425.3610128803076,,-1,1
5,4_1,2017-01-25,363.73533100613815,,-1,1
5,4_1,2017-01-26,436.220045230156,,-1,1
5,4_1,2017-01-27,391.0279188821526,,-1,1
5,4_1,2017-01-28,368.98601979310064,,-1,1
5,4_1,2017-01-29,377.96372613153113,,-1,1
5,4_1,2017-01-30,376.1451012460546,,-1,1
5,4_1,2017-01-31,358.58364032972787,,-1,1
5,4_1,2017-02-01,376.1451012460546,,-1,1
5,4_1,2017-02-02,370.7586625480332,,-1,1
5,4_1,2017-02-03,379.7940801888158,,-1,1
5,4_1,2017-02-04,379.7940801888158,,-1,1
5,4_1,2017-02-05,374.33811117050215,,-1,1
5,4_1,2017-02-06,414.8594526871608,,-1,1
5,4_1,2017-02-07,425.3610128803076,,-1,1
5,4_1,2017-02-08,362.00721774284233,,-1,1
5,4_1,2017-02-09,408.7239710800714,,-1,1
5,4_1,2017-02-10,372.5426624543216,,-1,1
5,4_1,2017-02-11,412.8007336488967,,-1,1
5,4_1,2017-02-12,387.2347078562912,,-1,1
5,4_1,2017-02-13,420.3477165342046,,-1,1
5,4_1,2017-02-14,379.1377730785531,,-1,1
5,4_1,2017-02-15,419.5915595546901,,-1,1
5,4_1,2017-02-16,374.2747110964388,,-1,1
5,4_1,2017-02-17,384.6869006841455,,-1,1
5,4_1,2017-02-18,371.66990500527686,,-1,1
5,4_1,2017-02-19,368.6105664013576,,-1,1
