NDC1,NDC2,NDC3,Labeler Name,Labeler Status,FDA Name,COD Status,FDA Application Number/OTC Monograph Number,Drug Category,Drug Type,Line Extension,FDA Approval Date,Market Date,Unit Type,Units Per Package Size,Therapeutic Equivalent Code,5i Indicator,Purchased Product Date,Coverage Effective Date,Drug Termination Date,Drug Reactivation Date,Date Reported to CMS
113,2219,49,L. PERRIGO COMPANY,Active,GUAIFENESIN 600MG DM CPLT 40S,1,207602,N,2,N,3/5/2018,5/3/2018,TAB,1,NR,N,7/10/2019,7/10/2019,,,10/22/2023
338,716,12,BAXTER HEALTHCARE CORPORATION,Active,Dapto Frozen Premix 700mg/100 ml,3,213645,I,1,N,1/25/2022,8/29/2023,ML,100,NR,Y,9/26/2023,9/26/2023,,,10/19/2023
338,718,12,BAXTER HEALTHCARE CORPORATION,Active,Dapto Frozen Premix 1000mg/100 ml,3,213645,I,1,N,1/25/2022,8/29/2023,ML,100,NR,Y,9/26/2023,9/26/2023,,,10/19/2023
409,4888,90,"HOSPIRA, INC.",Active,SODIUM CL INJ USP 0.9% 10 ML FTV (BX of 10),3,18803,N,1,N,9/30/1990,9/30/1990,ML,100,AP,Y,2/28/2005,2/28/2005,,,10/20/2023
832,6045,50,"UPSHER-SMITH LABORATORIES, LLC.",Active,Famotidine Oral 40mg/5mL Susp Btl 50ml,1,217655,N,1,N,6/16/2023,9/13/2023,ML,50,AB,N,,9/13/2023,,,10/21/2023
12496,3,1,INDIVOR INC.,Active,OPVEE (Nalmefene) 2.7MG NASAL SPRAY,3,217470,S,1,N,5/22/2023,10/11/2023,EA,1,NR,Y,,10/11/2023,,,10/17/2023
12496,3,2,INDIVOR INC.,Active,OPVEE (Nalmefene) 2.7MG NASAL SPRAY,3,217470,S,1,N,5/22/2023,10/11/2023,EA,2,NR,Y,,10/11/2023,,,10/17/2023
16571,105,1,"RISING PHARMACEUTICALS, INC",Active,Amitriptyline HCl Tab 10 MG 100 CT,1,217411,N,1,N,5/19/2023,9/6/2023,TAB,100,AB,N,,9/6/2023,,,10/17/2023
16571,106,10,"RISING PHARMACEUTICALS, INC",Active,Amitriptyline HCl Tab 25 MG 1000 CT,1,217411,N,1,N,5/19/2023,9/11/2023,TAB,1000,AB,N,,9/11/2023,,,10/17/2023
16571,107,1,"RISING PHARMACEUTICALS, INC",Active,Amitriptyline HCl Tab 50 MG 100 CT,1,217411,N,1,N,5/19/2023,9/6/2023,TAB,100,AB,N,,9/6/2023,,,10/17/2023
16571,108,1,"RISING PHARMACEUTICALS, INC",Active,Amitriptyline HCl Tab 75 MG 100 CT,1,217411,N,1,N,5/19/2023,9/7/2023,TAB,100,AB,N,,9/7/2023,,,10/17/2023
16571,109,1,"RISING PHARMACEUTICALS, INC",Active,Amitriptyline HCl Tab 100 MG 100 CT,1,217411,N,1,N,5/19/2023,9/6/2023,TAB,100,AB,N,,9/6/2023,,,10/17/2023
16571,110,1,"RISING PHARMACEUTICALS, INC",Active,Amitriptyline HCl Tab 150 MG 100 CT,1,217411,N,1,N,5/19/2023,9/6/2023,TAB,100,AB,N,,9/6/2023,,,10/17/2023
16571,112,50,"RISING PHARMACEUTICALS, INC",Active,Hydroxychloroquine Sulfate 200mg 500ct,1,210959,N,1,N,1/15/2019,3/1/2020,TAB,500,AB,N,9/11/2023,9/11/2023,,,10/17/2023
16571,662,1,"RISING PHARMACEUTICALS, INC",Active,MECLIZINE TABS 50MG 100CT,4,10721,I,1,N,9/30/1990,9/30/1990,TAB,100,AA,N,9/21/2023,9/21/2023,,,10/17/2023
16571,826,9,"RISING PHARMACEUTICALS, INC",Active,Tolmetin Sodium Caps 400MG 90CT,1,73393,N,1,N,5/27/1993,7/23/1993,CAP,90,NR,N,9/20/2023,9/20/2023,,,10/17/2023
16571,827,9,"RISING PHARMACEUTICALS, INC",Active,Captopril and HCTZ 25/15 MG TAB 90 CT,1,74896,N,1,N,12/29/1997,12/30/1997,TAB,90,NR,N,9/13/2023,9/13/2023,,,10/17/2023
16571,829,9,"RISING PHARMACEUTICALS, INC",Active,Captopril and HCTZ 50/15 MG TAB 90 CT,1,74896,N,1,N,12/29/1997,12/30/1997,TAB,90,NR,N,9/14/2023,9/14/2023,,,10/17/2023
27808,275,1,"TRIS PHARMA, INC.",Active,Olmesartan Medoxomil Tablets 5mg ,1,210552,N,1,N,1/10/2019,7/10/2023,TAB,30,AB,N,,7/10/2023,,,10/20/2023
27808,275,2,"TRIS PHARMA, INC.",Active,Olmesartan Medoxomil Tablets 5mg ,1,210552,N,1,N,1/10/2019,7/10/2023,TAB,90,AB,N,,7/10/2023,,,10/20/2023
27808,276,1,"TRIS PHARMA, INC.",Active,Olmesartan Medoxomil Tablets 20mg,1,210552,N,1,N,1/10/2019,7/10/2023,TAB,30,AB,N,,7/10/2023,,,10/20/2023
27808,276,2,"TRIS PHARMA, INC.",Active,Olmesartan Medoxomil Tablets 20mg,1,210552,N,1,N,1/10/2019,7/10/2023,TAB,90,AB,N,,7/10/2023,,,10/20/2023
27808,277,1,"TRIS PHARMA, INC.",Active,Olmesartan Medoxomil Tablets 40mg ,1,210552,N,1,N,1/10/2019,7/10/2023,TAB,30,AB,N,,7/10/2023,,,10/20/2023
27808,277,2,"TRIS PHARMA, INC.",Active,Olmesartan Medoxomil Tablets 40mg,1,210552,N,1,N,1/10/2019,7/10/2023,TAB,90,AB,N,,7/10/2023,,,10/20/2023
42799,952,30,EDENBRIDGE PHARMACEUTICALS LLC,Active,Pantoprazole Sodium for Delayed-Release Oral Suspension 40mg,1,216247,N,1,N,6/16/2023,9/25/2023,EA,30,AB,N,,9/25/2023,,,10/18/2023
43066,89,10,BAXTER HEALTHCARE CORPORATION,Active,Foscarnet Sodium Injection,1,213001,N,1,N,4/21/2021,9/29/2023,ML,250,AP,Y,,9/29/2023,,,10/19/2023
43547,296,3,"SOLCO HEALTHCARE USA, LLC",Active,Febuxostat Tablets 80MG 30CT,1,206266,N,1,N,3/28/2022,8/1/2023,TAB,30,AB,N,,8/1/2023,,,10/20/2023
43547,598,10,"SOLCO HEALTHCARE USA, LLC",Active,ROPINIROLE HCL 2 MG TABLET,1,78110,N,1,N,9/20/2011,9/20/2011,TAB,100,AB,N,,9/20/2011,9/21/2011,,10/18/2023
43547,599,10,"SOLCO HEALTHCARE USA, LLC",Active,ROPINIROLE HCL 3 MG TABLET,1,78110,N,1,N,9/20/2011,9/20/2011,TAB,100,AB,N,,9/20/2011,9/21/2011,,10/18/2023
43547,600,10,"SOLCO HEALTHCARE USA, LLC",Active,ROPINIROLE HCL 4 MG TABLET,1,78110,N,1,N,9/20/2011,9/20/2011,TAB,100,AB,N,,9/20/2011,9/21/2011,,10/18/2023
43547,601,10,"SOLCO HEALTHCARE USA, LLC",Active,ROPINIROLE HCL 5 MG TABLET,1,78110,N,1,N,9/20/2011,9/20/2011,TAB,100,AB,N,,9/20/2011,9/21/2011,,10/18/2023
46122,735,65,AMERISOURCE BERGEN,Active,GNP FAMOTADINE 10 MG TAB,1,206531,N,2,N,3/21/2023,7/27/2023,TAB,30,NR,N,,7/27/2023,,,10/18/2023
46122,753,55,AMERISOURCE BERGEN,Active,GNP BACK HEAT PATCH,9,PART348,N,2,N,4/1/2023,9/1/2023,GM,3,NR,N,,9/1/2023,,,10/18/2023
50742,364,1,"INGENUS PHARMACEUTICALS, LLC",Active,Buprenorphine/Naloxone Film 8mg/2mg (Inner Pack),1,212756,N,1,N,6/2/2022,9/7/2023,EA,1,AB,N,,9/7/2023,,,10/18/2023
50742,364,30,"INGENUS PHARMACEUTICALS, LLC",Active,Buprenorphine/Naloxone Film 8mg/2mg,1,212756,N,1,N,6/2/2022,9/7/2023,EA,30,AB,N,,9/7/2023,,,10/18/2023
50742,365,1,"INGENUS PHARMACEUTICALS, LLC",Active,Buprenorphine/Naloxone Film 12mg/3mg (Inner Pack),1,212756,N,1,N,6/2/2022,9/7/2023,EA,1,AB,N,,9/7/2023,,,10/18/2023
50742,365,30,"INGENUS PHARMACEUTICALS, LLC",Active,Buprenorphine/Naloxone Film 12mg/3mg,1,212756,N,1,N,6/2/2022,9/7/2023,EA,30,AB,N,,9/7/2023,,,10/18/2023
50991,444,16,"POLY PHARMACEUTICALS, INC.",Active,Alahist DM Liquid,10,PART341,N,2,N,9/30/1990,9/6/2023,ML,1,NR,N,,9/6/2023,,,10/18/2023
51672,4245,1,"TARO PHARMACEUTICALS USA,  INC.",Active,ENALAPRIL TABLETS WHITE 10MG 100CT TARO,1,75657,N,1,N,1/23/2001,9/1/2023,TAB,100,AB,N,,9/1/2023,,,10/17/2023
57237,320,42,"RISING HEALTH, LLC.",Active,NICOTINE POLACRILEX LOZENGES MINI 2MG 24CT,1,207868,N,2,N,2/7/2019,12/20/2019,TAB,24,NR,N,9/28/2023,9/28/2023,,,10/17/2023
57237,320,72,"RISING HEALTH, LLC.",Active,NICOTINE(POLACRILEX)LOZENGES MINI 2MG72C,1,207868,N,2,N,2/7/2019,12/20/2019,TAB,72,NR,N,9/28/2023,9/28/2023,,,10/17/2023
57237,321,42,"RISING HEALTH, LLC.",Active,NICOTINE POLACRILEX LOZENGES MINI 2MG 24CT,1,207868,N,2,N,2/7/2019,12/20/2019,TAB,24,NR,N,9/28/2023,9/28/2023,,,10/17/2023
57237,321,72,"RISING HEALTH, LLC.",Active,NICOTINE(POLACRILEX)LOZENGESMINI 4MG72CT,1,207868,N,2,N,2/7/2019,12/20/2019,TAB,72,NR,N,9/28/2023,9/28/2023,,,10/17/2023
57894,505,5,"JANSSEN BIOTECH, INC",Active,DARZALEX (DARATUMAMAB) 5ML,2,761036,S,1,N,11/16/2015,11/18/2015,ML,5,NR,Y,9/12/2023,9/12/2023,,,10/17/2023
57894,505,20,"JANSSEN BIOTECH, INC",Active,DARZALEX (DARATUMUMAB0 20ML,2,761036,S,1,N,11/16/2015,11/18/2015,ML,20,NR,Y,9/12/2023,9/12/2023,,,10/17/2023
60923,508,17,SAREPTA THERAPEUTICS INC.,Active,ELEVIDYS 17x10mL vials/kit ,2,125781,S,1,N,6/22/2023,9/14/2023,EA,1,NR,Y,,9/14/2023,,,10/20/2023
60923,515,24,SAREPTA THERAPEUTICS INC.,Active,ELEVIDYS 24x10mL vials/kit ,2,125781,S,1,N,6/22/2023,9/15/2023,EA,1,NR,Y,,9/15/2023,,,10/20/2023
60923,518,27,SAREPTA THERAPEUTICS INC.,Active,ELEVIDYS 27x10mL vials/kit ,2,125781,S,1,N,6/22/2023,9/26/2023,EA,1,NR,Y,,9/26/2023,,,10/20/2023
62135,330,41,CHARTWELL RX LLC,Active,PrednisoLONE Sodium Phosphate Oral Solution 5mg (base)/5mL 4fl ,1,75988,N,1,N,5/25/2004,9/25/2023,ML,120,AA,N,,9/25/2023,,,10/20/2023
62135,526,47,CHARTWELL RX LLC,Active,"Metoclopramide Oral Solution, USP 5mg/5mL 473mL (16fl oz)",1,73680,N,1,N,10/27/1992,4/27/2023,ML,473,AB,N,,4/27/2023,,,10/16/2023
62135,528,9,CHARTWELL RX LLC,Active,"Atovaquone Oral Suspension, USP 750mg/5mL 210mL",1,207833,N,1,N,4/28/2017,9/12/2023,ML,210,AB,N,,9/12/2023,,,10/20/2023
62135,640,90,CHARTWELL RX LLC,Active,"Lisinopril Tablets, USP 2.5mg x 90 count.",1,212041,N,1,N,9/15/2020,9/7/2023,TAB,90,AB,N,,9/7/2023,,,10/20/2023
62135,641,31,CHARTWELL RX LLC,Active,"Lisinopril Tablets, USP 5mg x 300 count.",1,212041,N,1,N,9/15/2020,9/7/2023,TAB,300,AB,N,,9/7/2023,,,10/20/2023
62135,641,90,CHARTWELL RX LLC,Active,"Lisinopril Tablets, USP 5mg x 90 count.",1,212041,N,1,N,9/15/2020,9/7/2023,TAB,90,AB,N,,9/7/2023,,,10/20/2023
62135,642,31,CHARTWELL RX LLC,Active,"Lisinopril Tablets, USP 10mg x 300 count.",1,212041,N,1,N,9/15/2020,9/7/2023,TAB,300,AB,N,,9/7/2023,,,10/20/2023
62135,642,90,CHARTWELL RX LLC,Active,"Lisinopril Tablets, USP 10mg x 90 count.",1,212041,N,1,N,9/15/2020,9/7/2023,TAB,90,AB,N,,9/7/2023,,,10/20/2023
62135,643,31,CHARTWELL RX LLC,Active,"Lisinopril Tablets, USP 20mg x 300 count.",1,208920,N,1,N,3/4/2021,9/6/2023,TAB,300,AB,N,,9/6/2023,,,10/20/2023
62135,643,90,CHARTWELL RX LLC,Active,"Lisinopril Tablets, USP 20mg x 90 count.",1,208920,N,1,N,3/4/2021,9/6/2023,TAB,90,AB,N,,9/6/2023,,,10/20/2023
62135,644,31,CHARTWELL RX LLC,Active,"Lisinopril Tablets, USP 30mg x 300 count.",1,208920,N,1,N,3/4/2021,9/6/2023,TAB,300,AB,N,,9/6/2023,,,10/20/2023
62135,644,90,CHARTWELL RX LLC,Active,"Lisinopril Tablets, USP 30mg x 90 count.",1,208920,N,1,N,3/4/2021,9/6/2023,TAB,90,AB,N,,9/6/2023,,,10/20/2023
62135,645,31,CHARTWELL RX LLC,Active,"Lisinopril Tablets, USP 40mg x 300 count.",1,208920,N,1,N,3/4/2021,9/6/2023,TAB,300,AB,N,,9/6/2023,,,10/20/2023
62135,714,12,CHARTWELL RX LLC,Active,"Mesalamine Delayed-Release Tablets, USP 1.2g x 120 count.",1,217337,N,1,N,5/12/2023,9/5/2023,TAB,120,AB,N,,9/5/2023,,,10/20/2023
