If,if,s,topic_34,0,freq1,0.1,ig5,0.2,sal1,0.3
I,i,s,topic_18,0.0,freq1,0.0,ig5,0.0,sal2,0.0
believe,believe,s,topic_17,0.0,freq2,0.0,ig5,0.0,sal2,0.0
in,in,s,topic_17,0.0,freq1,0.0,ig5,0.0,sal4,0.0
paradise,paradise,,topic_74,0.0,freq4,0.0,ig5,0.0,sal3,0.0
",",",",s,,,,,,,,
I,i,s,topic_34,0.0,freq1,0.0,ig5,0.0,sal4,0.0
swear,swear,s,topic_92,0.0,freq4,0.0,ig5,0.0,sal5,0.0
I,i,s,topic_34,0.0,freq1,0.0,ig5,0.0,sal4,0.0
must,must,s,topic_90,0.0,freq4,0.0,ig5,0.0,sal5,0.0
be,be,s,topic_90,0.0,freq1,0.0,ig5,0.0,sal2,0.0
there,there,,topic_17,0.0,freq4,0.0,ig5,0.0,sal5,0.0
.,.,s,,,,,,,,
I,i,s,topic_34,0.0,freq1,0.0,ig5,0.0,sal4,0.0
swear,swear,s,topic_90,0.0,freq5,0.0,ig5,0.0,sal4,0.0
I,i,s,topic_0,0.0,freq2,0.0,ig5,0.0,sal5,0.0
must,must,s,topic_34,0.0,freq5,0.0,ig5,0.0,sal5,0.0
be,be,s,topic_44,0.0,freq2,0.0,ig5,0.0,sal5,0.0
there,there,s,topic_90,0.0,freq3,0.0,ig5,0.0,sal3,0.0
right,right,s,topic_98,0.0,freq4,0.0,ig5,0.0,sal5,0.0
now,now,s,topic_98,0.0,freq4,0.0,ig5,0.0,sal5,0.0
with,with,s,topic_49,0.0,freq3,0.0,ig5,0.0,sal5,0.0
you,you,,topic_98,0.0,freq1,0.0,ig5,0.0,sal4,0.0
.,.,s,,,,,,,,
If,if,s,topic_34,0.0,freq1,0.0,ig5,0.0,sal1,0.0
I,i,s,topic_98,0.0,freq1,0.0,ig5,0.0,sal3,0.0
believe,believe,s,topic_17,0.0,freq2,0.0,ig5,0.0,sal2,0.0
in,in,s,topic_17,0.0,freq1,0.0,ig5,0.0,sal4,0.0
miracles,miracles,,topic_17,0.0,freq5,0.0,ig4,0.0,sal4,0.0
",",",",s,,,,,,,,
I'd,i'd,s,topic_34,0.0,freq3,0.0,ig5,0.0,sal3,0.0
know,know,s,topic_98,0.0,freq2,0.0,ig5,0.0,sal1,0.0
that,that,s,topic_98,0.0,freq2,0.0,ig5,0.0,sal4,0.0
one,one,s,topic_17,0.0,freq1,0.0,ig5,0.0,sal1,0.0
was,was,s,topic_34,0.0,freq4,0.0,ig5,0.0,sal5,0.0
happening,happening,s,topic_17,0.0,freq5,0.0,ig5,0.0,sal5,0.0
to,to,s,topic_74,0.0,freq2,0.0,ig5,0.0,sal5,0.0
me,me,,topic_18,0.0,freq2,0.0,ig5,0.0,sal4,0.0
.,.,s,,,,,,,,
But,but,s,topic_34,0.0,freq4,0.0,ig5,0.0,sal5,0.0
I,i,s,topic_0,0.0,freq2,0.0,ig5,0.0,sal5,0.0
don't,don't,s,topic_98,0.0,freq2,0.0,ig5,0.0,sal3,0.0
believe,believe,s,topic_17,0.0,freq2,0.0,ig5,0.0,sal2,0.0
in,in,s,topic_17,0.0,freq1,0.0,ig5,0.0,sal4,0.0
paradise,paradise,s,topic_74,0.0,freq4,0.0,ig5,0.0,sal3,0.0
And,and,s,topic_90,0.0,freq3,0.0,ig5,0.0,sal5,0.0
miracles,miracles,s,topic_17,0.0,freq5,0.0,ig4,0.0,sal4,0.0
are,are,s,topic_17,0.0,freq4,0.0,ig5,0.0,sal5,0.0
not,not,s,topic_17,0.0,freq4,0.0,ig5,0.0,sal5,0.0
real,real,,topic_0,0.0,freq5,0.0,ig5,0.0,sal5,0.0
.,.,s,,,,,,,,
Then,then,,topic_34,0.0,freq5,0.0,ig5,0.0,sal5,0.0
",",",",s,,,,,,,,
someone,someone,s,topic_17,0.0,freq3,0.0,ig5,0.0,sal3,0.0
tell,tell,s,topic_98,0.0,freq4,0.0,ig5,0.0,sal5,0.0
me,me,s,topic_18,0.0,freq2,0.0,ig5,0.0,sal4,0.0
what,what,s,topic_98,0.0,freq3,0.0,ig5,0.0,sal3,0.0
is,is,s,topic_17,0.0,freq3,0.0,ig5,0.0,sal5,0.0
this,this,s,topic_92,0.0,freq2,0.0,ig5,0.0,sal2,0.0
I,i,s,topic_0,0.0,freq2,0.0,ig5,0.0,sal5,0.0
feel,feel,,topic_0,0.0,freq5,0.0,ig5,0.0,sal5,0.0
?,?,s,,,,,,,,
Chorus,chorus,,topic_18,0.0,freq4,0.0,ig5,0.0,sal3,0.0
:,:,s,,,,,,,,
I,i,s,topic_34,0.0,freq1,0.0,ig5,0.0,sal4,0.0
wanna,wanna,s,topic_81,0.0,freq1,0.0,ig4,0.0,sal1,0.0
believe,believe,s,topic_98,0.0,freq5,0.0,ig5,0.0,sal5,0.0
it's,it's,s,topic_17,0.0,freq3,0.0,ig5,0.0,sal5,0.0
love,love,s,topic_0,0.0,freq1,0.0,ig5,0.0,sal1,0.0
this,this,s,topic_92,0.0,freq2,0.0,ig5,0.0,sal2,0.0
time,time,,topic_74,0.0,freq1,0.0,ig5,0.0,sal1,0.0
.,.,s,,,,,,,,
I,i,s,topic_18,0.0,freq1,0.0,ig5,0.0,sal2,0.0
wanna,wanna,s,topic_81,0.0,freq1,0.0,ig4,0.0,sal1,0.0
believe,believe,s,topic_17,0.0,freq2,0.0,ig5,0.0,sal2,0.0
my,my,s,topic_18,0.0,freq1,0.0,ig5,0.0,sal1,0.0
heart's,heart's,s,topic_17,0.0,freq5,0.0,ig5,0.0,sal5,0.0
not,not,s,topic_17,0.0,freq4,0.0,ig5,0.0,sal5,0.0
telling,telling,s,topic_17,0.0,freq5,0.0,ig5,0.0,sal5,0.0
me,me,s,topic_0,0.0,freq3,0.0,ig5,0.0,sal5,0.0
lies,lies,,topic_74,0.0,freq5,0.0,ig5,0.0,sal5,0.0
.,.,s,,,,,,,,
But,but,s,topic_98,0.0,freq3,0.0,ig5,0.0,sal5,0.0
with,with,s,topic_53,0.0,freq3,0.0,ig5,0.0,sal4,0.0
you,you,s,topic_90,0.0,freq1,0.0,ig5,0.0,sal4,0.0
I,i,s,topic_98,0.0,freq1,0.0,ig5,0.0,sal3,0.0
can't,can't,s,topic_18,0.0,freq3,0.0,ig5,0.0,sal2,0.0
deny,deny,,topic_17,0.0,freq5,0.0,ig5,0.0,sal5,0.0
.,.,s,,,,,,,,
If,if,s,topic_34,0.0,freq1,0.0,ig5,0.0,sal1,0.0
I,i,s,topic_98,0.0,freq1,0.0,ig5,0.0,sal3,0.0
believe,believe,s,topic_17,0.0,freq2,0.0,ig5,0.0,sal2,0.0
in,in,s,topic_17,0.0,freq1,0.0,ig5,0.0,sal4,0.0
paradise,paradise,,topic_34,0.0,freq5,0.0,ig5,0.0,sal5,0.0
",",",",s,,,,,,,,
