Facilty_Number,Facility_Name,Address,Zip,Area_Number,Program_Code,Establishment_Type,Status,Score_Recent,DateRecent,Score2,Date2,Score3,Date3,ObjectId
80737,KENWOOD MOBILE HOME PARK,4418 TAYLOR BLVD,40215,24,625,MOBILE HOME / REC. VEHICLE PARK,ACTIVE,86,2022/10/27 00:00:00,88,2021/12/22 00:00:00,90,2020/06/19 00:00:00,124
35468,ST. RITA SCHOOL,8709 PRESTON HWY,40219,27,635,SCHOOLS,ACTIVE,100,2023/04/18 00:00:00,100,2022/10/12 00:00:00,95,2022/03/09 00:00:00,125
97087,HILTON GARDEN INN,1530 ALLIANT AVE,40299,22,620,HOTEL / MOTEL,ACTIVE,86,2022/12/09 00:00:00,96,2021/12/06 00:00:00,90,2020/10/09 00:00:00,126
35332,RANGELAND ELEMENTARY SCHOOL,1701 RANGELAND RD,40219,27,635,SCHOOLS,ACTIVE,100,2023/03/23 00:00:00,96,2022/10/12 00:00:00,100,2022/03/15 00:00:00,127
104516,TRU BY HILTON,11505 BLUEGRASS PKWY,40299,22,620,HOTEL / MOTEL,ACTIVE,91,2022/12/08 00:00:00,88,2021/12/06 00:00:00,86,2020/10/26 00:00:00,128
80752,FAIRFIELD INN & SUITES,100 E JEFFERSON ST,40202,26,620,HOTEL / MOTEL,ACTIVE,88,2022/11/14 00:00:00,79,2022/11/03 00:00:00,94,2021/12/01 00:00:00,129
80755,SPRINGHILL SUITES,132 E JEFFERSON ST,40202,26,620,HOTEL / MOTEL,ACTIVE,63,2023/01/13 00:00:00,92,2021/12/01 00:00:00,96,2019/05/13 00:00:00,130
81041,HOLIDAY INN AIRPORT & FAIR - EXPO CENTER,447 FARMINGTON AVE,40209,23,620,HOTEL / MOTEL,ACTIVE,84,2022/11/01 00:00:00,94,2021/12/10 00:00:00,92,2019/11/26 00:00:00,131
81676,HILTON GARDEN INN,9850 PARK PLAZA,40241,21,620,HOTEL / MOTEL,ACTIVE,92,2022/12/28 00:00:00,94,2021/12/29 00:00:00,92,2020/01/24 00:00:00,132
82362,JOHN L. RAMSEY MIDDLE SCHOOL,6409 GELHAUS LANE,40299,22,635,SCHOOLS,ACTIVE,100,2023/02/17 00:00:00,96,2022/09/08 00:00:00,98,2022/02/11 00:00:00,133
82598,EMMA L MINNIS JR. ACADEMY,1939 MAGAZINE ST,40203,24,635,SCHOOLS,ACTIVE,98,2023/02/23 00:00:00,100,2022/09/19 00:00:00,98,2022/02/24 00:00:00,134
82632,COLLIER'S MOTEL,4812 BARDSTOWN RD,40291,22,620,HOTEL / MOTEL,ACTIVE,96,2023/02/02 00:00:00,100,2022/01/25 00:00:00,100,2021/01/21 00:00:00,135
83002,HOLIDAY MHC LLC,8219 MINORS LN,40219,29,625,MOBILE HOME / REC. VEHICLE PARK,ACTIVE,90,2022/11/30 00:00:00,88,2021/11/08 00:00:00,82,2020/10/16 00:00:00,136
83011,CROWNE PLAZA,830 PHILLIPS LN,40209,28,620,HOTEL / MOTEL,ACTIVE,94,2023/02/09 00:00:00,87,2022/04/01 00:00:00,88,2021/04/01 00:00:00,137
83095,EMBASSY SUITES,9940 CORPORATE CAMPUS DR,40223,25,620,HOTEL / MOTEL,ACTIVE,90,2023/02/28 00:00:00,94,2022/01/11 00:00:00,94,2019/12/24 00:00:00,138
83110,COURTYARD BY MARRIOTT,819 PHILLIPS LN,40209,28,620,HOTEL / MOTEL,ACTIVE,92,2022/12/16 00:00:00,96,2021/12/08 00:00:00,88,2019/12/18 00:00:00,139
83208,TAT IT UP,"1300 W BROADWAY, UNIT 1",40203,24,634,TATTOO STUDIO,ACTIVE,96,2022/12/29 00:00:00,100,2021/10/27 00:00:00,98,2019/06/06 00:00:00,140
83360,LIBERTY TATTOO & ART PARLOR,2801 S 3RD ST,40208,28,634,TATTOO STUDIO,ACTIVE,100,2023/01/24 00:00:00,100,2022/09/28 00:00:00,100,2021/09/29 00:00:00,141
84275,HOLIDAY INN LOU. AIRPORT SOUTH,6551 PARAMOUNT PARK DR,40213,27,620,HOTEL / MOTEL,ACTIVE,66,2022/08/23 00:00:00,90,2022/02/24 00:00:00,92,2021/03/03 00:00:00,142
84427,MERCY ACADEMY,5801 FEGENBUSH LANE,40228,22,635,SCHOOLS,ACTIVE,98,2023/03/27 00:00:00,100,2022/10/04 00:00:00,100,2022/03/24 00:00:00,143
84638,SUMMIT ACADEMY,11508 MAIN STREET,40243,25,635,SCHOOLS,ACTIVE,89,2023/04/27 00:00:00,94,2022/12/08 00:00:00,100,2022/02/25 00:00:00,144
84785,ST MARY ACADEMY,11311 ST MARY LANE,40059,21,635,SCHOOLS,ACTIVE,100,2023/01/24 00:00:00,98,2022/11/16 00:00:00,98,2022/11/16 00:00:00,145
84811,HOTEL LOUISVILLE,120 W BROADWAY,40202,24,620,HOTEL / MOTEL,ACTIVE,81,2023/05/11 00:00:00,92,2022/04/29 00:00:00,94,2021/03/25 00:00:00,146
84955,MONTESSORI SCHOOL OF LOUISVILLE,10263 CHAMPION FARMS DRIVE,40241,25,635,SCHOOLS,ACTIVE,100,2023/03/13 00:00:00,100,2022/11/15 00:00:00,93,2022/02/18 00:00:00,147
85014,FIVE STAR TATTOO,2208 FRANKFORT AVE,40206,26,634,TATTOO STUDIO,ACTIVE,94,2023/04/11 00:00:00,91,2022/10/13 00:00:00,96,2022/05/06 00:00:00,148
86971,HIGHLANDS LATIN SCHOOL,10901 SHELBYVILLE RD,40243,25,635,SCHOOLS,ACTIVE,84,2023/04/28 00:00:00,98,2022/12/20 00:00:00,94,2022/03/15 00:00:00,149
87834,NUR ISLAMIC SCHOOL,6500 SIX MILE LANE,40218,22,635,SCHOOLS,ACTIVE,100,2023/04/13 00:00:00,100,2022/11/10 00:00:00,100,2022/03/28 00:00:00,150
89184,PORTLAND CHRISTIAN SCHOOL,8509 WESTPORT ROAD,40242,25,635,SCHOOLS,ACTIVE,96,2023/03/20 00:00:00,98,2022/11/28 00:00:00,100,2022/03/02 00:00:00,151
89335,SKIN CITY TATTOOZ,4519 BARDSTOWN RD,40218,22,634,TATTOO STUDIO,ACTIVE,100,2023/02/10 00:00:00,100,2022/09/12 00:00:00,96,2021/10/07 00:00:00,152
89541,ARTFULLY INSANE,2604 BARDSTOWN RD,40205,27,634,TATTOO STUDIO,ACTIVE,100,2023/01/04 00:00:00,97,2022/02/16 00:00:00,100,2020/11/03 00:00:00,153
89542,ARTFULLY INSANE,2604 BARDSTOWN RD,40205,27,644,BODY PIERCING STUDIO,ACTIVE,96,2023/01/04 00:00:00,93,2022/02/16 00:00:00,100,2020/11/03 00:00:00,154
90350,VALIANT CHRISTIAN ACADEMY,5627 NEW CUT RD,40214,28,635,SCHOOLS,ACTIVE,100,2023/03/14 00:00:00,100,2022/10/20 00:00:00,95,2022/03/31 00:00:00,155
90351,PROPHECY INK,907 BAXTER AVE,40204,28,634,TATTOO STUDIO,ACTIVE,100,2022/12/21 00:00:00,100,2022/04/07 00:00:00,97,2021/02/22 00:00:00,156
90652,LEGACY HOTEL AT SBTS,2825 LEXINGTON RD,40280,26,620,HOTEL / MOTEL,ACTIVE,94,2022/09/01 00:00:00,100,2021/05/21 00:00:00,100,2019/12/30 00:00:00,157
91386,WOODSPRING SUITES,10400 BROOKRIDGE VILLAGE BLVD,40291,22,620,HOTEL / MOTEL,ACTIVE,92,2023/02/10 00:00:00,92,2022/02/10 00:00:00,92,2021/01/25 00:00:00,158
91726,JOHNSONTOWN POINTE,5410 JOHNSONTOWN RD,40202,23,625,MOBILE HOME / REC. VEHICLE PARK,ACTIVE,92,2022/09/22 00:00:00,92,2021/10/08 00:00:00,94,2020/10/21 00:00:00,159
91727,LOGANS POINTE II,13030 DIXIE HWY,40272,26,625,MOBILE HOME / REC. VEHICLE PARK,ACTIVE,94,2022/12/13 00:00:00,88,2021/12/02 00:00:00,90,2019/11/12 00:00:00,160
91728,MILLS POINTE,6310 SIDNEY RENEE DR,40272,28,625,MOBILE HOME / REC. VEHICLE PARK,ACTIVE,80,2022/11/01 00:00:00,86,2021/10/22 00:00:00,92,2019/12/23 00:00:00,161
91729,LOGANS POINTE I,13004 DIXIE HWY,40272,26,625,MOBILE HOME / REC. VEHICLE PARK,ACTIVE,94,2022/12/13 00:00:00,90,2021/12/02 00:00:00,92,2019/11/12 00:00:00,162
91730,AUTUMN LAKE POINTE,12607 E ORELL RD,40272,26,625,MOBILE HOME / REC. VEHICLE PARK,ACTIVE,80,2022/11/04 00:00:00,78,2021/11/18 00:00:00,84,2020/11/05 00:00:00,163
91866,CRYPTIC INK TATTOO STUDIO,12412 DIXIE HWY,40272,23,634,TATTOO STUDIO,ACTIVE,100,2023/03/24 00:00:00,100,2022/12/01 00:00:00,97,2021/09/28 00:00:00,164
92067,TATU,5000 SHELBYVILLE RD SUITE 1246,40207,25,634,TATTOO STUDIO,ACTIVE,93,2023/05/17 00:00:00,98,2023/02/22 00:00:00,92,2022/09/09 00:00:00,165
92068,TATU,5000 SHELBYVILLE RD SUITE 1246,40207,25,644,BODY PIERCING STUDIO,ACTIVE,94,2023/05/16 00:00:00,100,2023/02/22 00:00:00,95,2022/09/09 00:00:00,166
92129,CORNERSTONE ACADEMY OF EASTSIDE PRAISE,6300 BILLTOWN RD,40299,22,635,SCHOOLS,ACTIVE,100,2023/04/13 00:00:00,100,2022/09/13 00:00:00,100,2022/03/29 00:00:00,167
59631,FARNSLEY MIDDLE SCHOOL,3400 LEES LANE,40216,23,635,SCHOOLS,ACTIVE,98,2023/03/10 00:00:00,98,2023/03/10 00:00:00,96,2022/11/15 00:00:00,168
35379,SOUTHERN HIGH SCHOOL,8620 PRESTON HWY,40219,27,635,SCHOOLS,ACTIVE,91,2023/04/10 00:00:00,94,2022/12/02 00:00:00,96,2022/05/13 00:00:00,169
97142,TWISTED IMAGES,1225 BARDSTOWN RD,40204,28,634,TATTOO STUDIO,ACTIVE,100,2022/12/08 00:00:00,100,2022/04/07 00:00:00,100,2021/03/11 00:00:00,170
35380,CAMP TAYLOR ELEMENTARY SCHOOL,1446 BELMAR DR,40213,28,635,SCHOOLS,ACTIVE,98,2023/01/24 00:00:00,98,2022/09/21 00:00:00,100,2022/02/11 00:00:00,171
59740,EXTENDED STAY AMERICA #9659,1650 ALLIANT DRIVE,40299,22,620,HOTEL / MOTEL,ACTIVE,94,2023/03/06 00:00:00,90,2022/02/24 00:00:00,96,2021/01/29 00:00:00,172
35334,RUTHERFORD ELEMENTARY SCHOOL,301 SOUTHLAND BLVD,40214,28,635,SCHOOLS,ACTIVE,96,2023/02/22 00:00:00,96,2022/10/20 00:00:00,94,2022/03/31 00:00:00,173
104517,TRU BY HILTON,810 PHILLIPS LANE,40209,27,620,HOTEL / MOTEL,ACTIVE,100,2023/02/21 00:00:00,96,2021/12/07 00:00:00,100,2020/10/23 00:00:00,174
35471,HOLY SPIRIT SCHOOL,332 CANNONS LANE,40206,26,635,SCHOOLS,ACTIVE,94,2023/01/26 00:00:00,94,2022/09/07 00:00:00,100,2022/02/14 00:00:00,175
60864,JEFFERSON REGIONAL JUVENILE DETENTION CENTER,8711 LAGRANGE ROAD,40242,25,635,SCHOOLS,ACTIVE,96,2023/03/13 00:00:00,91,2022/11/22 00:00:00,98,2022/03/31 00:00:00,176
35335,EASTERN HIGH SCHOOL,12400 SHELBYVILLE RD,40243,25,635,SCHOOLS,ACTIVE,98,2023/04/25 00:00:00,96,2022/09/12 00:00:00,92,2022/02/24 00:00:00,177
97143,TWISTED IMAGES,1225 BARDSTOWN RD,40204,28,644,BODY PIERCING STUDIO,ACTIVE,100,2022/12/08 00:00:00,100,2022/04/07 00:00:00,100,2021/03/11 00:00:00,178
104518,FAIRFIELD INN & SUITES,10110 CHAMPION FARMS DR,40241,21,620,HOTEL / MOTEL,ACTIVE,90,2022/03/18 00:00:00,94,2021/03/30 00:00:00,90,2020/01/10 00:00:00,179
35381,ANCHORAGE PUBLIC SCHOOL,11400 RIDGE RD,40223,25,635,SCHOOLS,ACTIVE,96,2023/04/21 00:00:00,98,2022/12/09 00:00:00,100,2022/03/15 00:00:00,180
35472,HOLY TRINITY SCHOOL,423 CHERRYWOOD,40207,29,635,SCHOOLS,ACTIVE,100,2023/01/27 00:00:00,98,2022/11/10 00:00:00,100,2022/02/02 00:00:00,181
35337,D.D. EISENHOWER ELEMENTARY SCHOOL,5300 JESSAMINE DR,40258,23,635,SCHOOLS,ACTIVE,100,2023/02/14 00:00:00,100,2022/10/07 00:00:00,100,2022/03/11 00:00:00,182
60968,LOUISVILLE ORAL DEAF SCHOOL,111 E. KENTUCKY STREET,40203,24,635,SCHOOLS,ACTIVE,100,2023/02/28 00:00:00,100,2022/09/27 00:00:00,100,2022/02/15 00:00:00,183
97320,WOODSPRING SUITES,1201 KENTUCKY MILLS DR,40299,22,620,HOTEL / MOTEL,ACTIVE,94,2023/04/03 00:00:00,88,2022/03/16 00:00:00,100,2021/03/09 00:00:00,184
35382,CANE RUN ELEMENTARY SCHOOL,3951 CANE RUN RD,40211,24,635,SCHOOLS,ACTIVE,100,2023/02/09 00:00:00,98,2022/09/27 00:00:00,98,2022/02/01 00:00:00,185
104519,TOWNEPLACE SUITES,10110 CHAMPION FARMS DR,40241,21,620,HOTEL / MOTEL,ACTIVE,69,2022/03/18 00:00:00,94,2021/03/30 00:00:00,80,2020/01/10 00:00:00,186
35383,ASCENSION OF OUR LORD SCHOOL,4600 LYNNBROOK,40220,29,635,SCHOOLS,ACTIVE,96,2023/02/27 00:00:00,100,2022/10/07 00:00:00,100,2022/01/25 00:00:00,187
35473,ST. STEPHAN MARTYR SCHOOL,2931 PINDELL AVE,40217,28,635,SCHOOLS,ACTIVE,100,2023/02/27 00:00:00,100,2022/10/13 00:00:00,100,2022/02/17 00:00:00,188
35339,ENGELHARD ELEMENTARY SCHOOL,1004 S. 1ST ST,40203,24,635,SCHOOLS,ACTIVE,94,2023/02/28 00:00:00,100,2022/10/06 00:00:00,100,2022/02/15 00:00:00,189
97389,TWIN OAKS MOBILE HOME PARK,12303 E. ORELL RD,40272,22,625,MOBILE HOME / REC. VEHICLE PARK,ACTIVE,88,2022/10/25 00:00:00,88,2021/10/19 00:00:00,84,2020/10/12 00:00:00,190
61099,CHRISTIAN ACADEMY OF LOUISVILLE,700 S. ENGLISH STATION RD,40245,25,635,SCHOOLS,ACTIVE,100,2023/04/25 00:00:00,92,2022/09/21 00:00:00,98,2022/03/15 00:00:00,191
35475,KENTUCKY COUNTRY DAY,4100 SPRINGDALE RD,40222,21,635,SCHOOLS,ACTIVE,98,2023/04/17 00:00:00,93,2022/11/22 00:00:00,85,2022/05/09 00:00:00,192
35340,EVANGEL CHRISTIAN SCHOOL,3728 TAYLORSVILLE RD,40220,29,635,SCHOOLS,ACTIVE,94,2023/02/13 00:00:00,100,2022/09/08 00:00:00,100,2022/01/25 00:00:00,193
97577,SUPER 8 MOTEL,4800 PRESTON HWY,40213,27,620,HOTEL / MOTEL,ACTIVE,75,2023/03/17 00:00:00,69,2021/12/29 00:00:00,88,2021/03/11 00:00:00,194
104520,TOWNEPLACE SUITES,6601 PARAMOUNT PARK DR,40213,27,620,HOTEL / MOTEL,ACTIVE,100,2023/02/21 00:00:00,78,2021/12/28 00:00:00,94,2020/11/05 00:00:00,195
35384,CARRITHERS MIDDLE SCHOOL,4320 BILLTOWN RD,40299,22,635,SCHOOLS,ACTIVE,98,2023/02/17 00:00:00,100,2022/09/08 00:00:00,98,2022/02/11 00:00:00,196
61378,MCFERRAN ELEMENTARY SCHOOL,1900 S. 7TH STREET RD,40208,24,635,SCHOOLS,ACTIVE,100,2023/05/01 00:00:00,100,2022/11/09 00:00:00,100,2022/03/09 00:00:00,197
35476,GRACE JAMES ACADEMY OF EXCELLENCE,1615 W BROADWAY,40203,24,635,SCHOOLS,ACTIVE,100,2023/03/22 00:00:00,100,2022/10/07 00:00:00,100,2022/05/03 00:00:00,198
35341,FAIRDALE ELEMENTARY SCHOOL,10104 MITCHELL HILL RD,40118,27,635,SCHOOLS,ACTIVE,100,2023/04/27 00:00:00,94,2022/10/12 00:00:00,98,2022/02/23 00:00:00,199
98140,PITT ACADEMY,7515 WESTPORT RD,40222,21,635,SCHOOLS,ACTIVE,100,2023/03/24 00:00:00,100,2022/11/28 00:00:00,100,2022/03/02 00:00:00,200
104523,RESIDENCE INN,401 BULLITT LANE,40222,26,620,HOTEL / MOTEL,ACTIVE,91,2022/11/18 00:00:00,83,2021/09/13 00:00:00,88,2019/11/20 00:00:00,201
35386,ASSUMPTION HIGH SCHOOL,2170 TYLER LN,40205,29,635,SCHOOLS,ACTIVE,98,2023/03/01 00:00:00,95,2022/09/29 00:00:00,100,2022/01/28 00:00:00,202
61683,EXTENDED STAY AMERICA #4,9801 BUNSEN WAY,40299,29,620,HOTEL / MOTEL,ACTIVE,96,2023/04/07 00:00:00,90,2022/02/25 00:00:00,71,2020/11/24 00:00:00,203
35477,M. SANDERS ELEMENTARY SCHOOL,8408 TERRY RD,40258,23,635,SCHOOLS,ACTIVE,100,2023/02/16 00:00:00,98,2022/10/11 00:00:00,100,2022/03/16 00:00:00,204
35345,DIXIE ELEMENTARY SCHOOL,10201 CASA LANDA,40272,23,635,SCHOOLS,ACTIVE,100,2023/02/28 00:00:00,96,2022/11/14 00:00:00,89,2022/03/22 00:00:00,205
98348,STAYBRIDGE SUITES,11711 GATEWORTH WAY,40299,22,620,HOTEL / MOTEL,ACTIVE,87,2022/12/09 00:00:00,96,2021/12/10 00:00:00,88,2020/10/27 00:00:00,206
104525,MOXY,100 W. WASHINGTON,40202,24,620,HOTEL / MOTEL,ACTIVE,96,2023/03/07 00:00:00,100,2022/02/22 00:00:00,100,2021/02/19 00:00:00,207
35387,CENTRAL HIGH SCHOOL,1130 W. CHESTNUT ST,40203,24,635,SCHOOLS,ACTIVE,100,2023/05/09 00:00:00,98,2022/11/17 00:00:00,100,2022/04/29 00:00:00,208
62879,ST. MICHAELS SCHOOL,3705 STONE LAKES DRIVE,40299,22,635,SCHOOLS,ACTIVE,96,2023/04/19 00:00:00,96,2022/11/09 00:00:00,100,2022/04/18 00:00:00,209
35346,FERN CREEK ELEMENTARY SCHOOL,8815 FERNDALE RD,40291,22,635,SCHOOLS,ACTIVE,100,2023/02/28 00:00:00,100,2022/09/15 00:00:00,100,2022/02/11 00:00:00,210
98553,ZOE'S TATTOOS,1161 S 4TH ST,40203,24,634,TATTOO STUDIO,ACTIVE,100,2022/12/08 00:00:00,80,2022/11/03 00:00:00,90,2022/05/04 00:00:00,211
63213,BRECKINRIDGE/FRANKLIN ELEMENTARY SCHOOL,1351 PAYNE STREET,40206,26,635,SCHOOLS,ACTIVE,88,2023/02/17 00:00:00,94,2022/09/13 00:00:00,100,2022/01/25 00:00:00,212
104539,CLIQUE BOUTIQUE,2212 HOLIDAY MANOR CENTER,40222,999,634,TATTOO STUDIO,HOLD,0,,0,,0,,213
35479,W. SHACKLETTE ELEMENTARY SCHOOL,5310 MERCURY DR.,40258,23,635,SCHOOLS,ACTIVE,100,2023/02/28 00:00:00,94,2022/11/11 00:00:00,100,2022/04/12 00:00:00,214
35347,DOSS HIGH SCHOOL,7610 ST ANDREWS CHURCH RD,40214,28,635,SCHOOLS,ACTIVE,98,2023/04/19 00:00:00,96,2022/11/01 00:00:00,84,2022/04/19 00:00:00,215
35388,ATHERTON HIGH SCHOOL,3000 DUNDEE RD,40205,29,635,SCHOOLS,ACTIVE,94,2023/03/14 00:00:00,100,2022/09/28 00:00:00,91,2022/09/21 00:00:00,216
104685,HOMEWOOD SUITES,635 W MARKET ST,40202,24,620,HOTEL / MOTEL,ACTIVE,92,2022/07/26 00:00:00,96,2021/02/22 00:00:00,96,2020/01/31 00:00:00,217
35481,E. SEMPLE ELEMENTARY SCHOOL,724 DENMARK AVE,40215,28,635,SCHOOLS,ACTIVE,100,2023/04/13 00:00:00,100,2022/10/21 00:00:00,100,2022/03/08 00:00:00,218
35348,DUNN ELEMENTARY SCHOOL,2010 RUDY LANE,40207,21,635,SCHOOLS,ACTIVE,100,2023/04/10 00:00:00,100,2022/11/21 00:00:00,96,2022/03/04 00:00:00,219
63300,DAYS INN,4051 CANE RUN ROAD,40216,23,620,HOTEL / MOTEL,ACTIVE,90,2023/01/13 00:00:00,94,2022/02/25 00:00:00,94,2021/02/26 00:00:00,220
98554,ZOE'S TATTOOS,1161 S 4TH ST,40203,24,644,BODY PIERCING STUDIO,ACTIVE,100,2022/12/08 00:00:00,89,2022/11/03 00:00:00,90,2022/05/04 00:00:00,221
35391,CHENOWETH ELEMENTARY SCHOOL,3622 BROWNSBORO RD,40207,26,635,SCHOOLS,ACTIVE,96,2023/02/24 00:00:00,96,2022/09/08 00:00:00,95,2022/03/11 00:00:00,222
104983,AC MARRIOTT  HOTEL LOUISVILLE DOWNTOWN,727 E MARKET ST,40202,26,620,HOTEL / MOTEL,ACTIVE,83,2023/04/10 00:00:00,92,2021/12/13 00:00:00,92,2019/06/18 00:00:00,223
35483,SENECA HIGH SCHOOL,3510 GOLDSMITH LN,40220,29,635,SCHOOLS,ACTIVE,96,2023/02/09 00:00:00,92,2022/09/21 00:00:00,100,2022/04/15 00:00:00,224
35349,FERN CREEK HIGH SCHOOL,9115 FERN CREEK RD,40291,22,635,SCHOOLS,ACTIVE,98,2023/04/19 00:00:00,90,2022/11/09 00:00:00,98,2022/04/18 00:00:00,225
63312,DAWSON ORMAN EDUCATION CENTER,900 S. FLOYD STREET,40203,24,635,SCHOOLS,ACTIVE,100,2023/01/27 00:00:00,100,2022/10/07 00:00:00,100,2022/01/11 00:00:00,226
98617,ALOFT LOUISVILLE DOWNTOWN HOTEL,102 W MAIN ST,40202,26,620,HOTEL / MOTEL,ACTIVE,90,2022/12/21 00:00:00,94,2021/11/15 00:00:00,92,2019/12/19 00:00:00,227
35393,AUBURNDALE ELEMENTARY SCHOOL,5749 NEWCUT RD,40214,28,635,SCHOOLS,ACTIVE,100,2023/01/27 00:00:00,100,2022/10/12 00:00:00,100,2022/03/15 00:00:00,228
105182,HOME 2 SUITES,3000 CRITTENDEN DR,40209,23,620,HOTEL / MOTEL,ACTIVE,96,2023/03/30 00:00:00,96,2022/04/05 00:00:00,96,2021/02/18 00:00:00,229
35485,SHAWNEE HIGH SCHOOL,4018 W. MARKET ST,40212,24,635,SCHOOLS,ACTIVE,100,2023/05/19 00:00:00,100,2022/12/06 00:00:00,96,2022/02/28 00:00:00,230
35350,CARTER-DUVALLE SCHOOL,3600 BOHNE AVE,40211,24,635,SCHOOLS,ACTIVE,98,2023/03/27 00:00:00,100,2022/11/02 00:00:00,100,2022/03/08 00:00:00,231
63383,RESIDENCE INN AIRPORT,700 PHILLIPS LN,40209,28,620,HOTEL / MOTEL,ACTIVE,98,2022/12/20 00:00:00,94,2021/12/08 00:00:00,100,2019/12/12 00:00:00,232
98884,RED CARPET INN,1640 S. HURSTBOURNE PKWY,40220,29,620,HOTEL / MOTEL,ACTIVE,88,2023/01/19 00:00:00,86,2021/12/15 00:00:00,90,2019/06/11 00:00:00,233
35395,HARTSTERN ELEMENTARY SCHOOL,5200 MORNINGSIDE WAY,40219,27,635,SCHOOLS,ACTIVE,100,2023/04/17 00:00:00,100,2022/09/15 00:00:00,100,2022/04/18 00:00:00,234
105527,BODY RX LOUISVILLE,8594 DIXIE HWY,40258,23,634,TATTOO STUDIO,ACTIVE,100,2023/05/16 00:00:00,91,2022/12/01 00:00:00,100,2021/04/09 00:00:00,235
35486,MANUAL HIGH SCHOOL,120 W. LEE ST,40208,28,635,SCHOOLS,ACTIVE,100,2023/04/14 00:00:00,100,2022/10/04 00:00:00,100,2022/02/18 00:00:00,236
35351,EMMET FIELD SCHOOL,120 SACRED HEART LN,40206,26,635,SCHOOLS,ACTIVE,96,2023/02/23 00:00:00,94,2022/09/08 00:00:00,98,2022/05/09 00:00:00,237
35352,LIBERTY HIGH SCHOOL,1281 GILMORE LANE,40213,27,635,SCHOOLS,ACTIVE,100,2023/03/17 00:00:00,100,2022/10/19 00:00:00,100,2022/02/21 00:00:00,238
35353,GREATHOUSE ELEMENTARY SCHOOL,2706 BROWNS LANE,40220,29,635,SCHOOLS,ACTIVE,92,2023/02/23 00:00:00,96,2022/09/08 00:00:00,100,2022/03/11 00:00:00,239
35354,STEPHAN FOSTER ELEMENTARY SCHOOL,1401 S. 41ST STREET,40211,24,635,SCHOOLS,ACTIVE,95,2023/03/27 00:00:00,97,2022/09/21 00:00:00,94,2022/04/11 00:00:00,240
35355,GREENWOOD ELEMENTARY SCHOOL,5801 GREENWOOD ROAD,40258,23,635,SCHOOLS,ACTIVE,100,2023/02/14 00:00:00,96,2022/10/11 00:00:00,100,2022/03/07 00:00:00,241
35357,FRAYSER ELEMENTARY SCHOOL,1230 LARCHMONT AVE,40215,28,635,SCHOOLS,ACTIVE,94,2023/01/25 00:00:00,100,2022/10/18 00:00:00,100,2022/03/02 00:00:00,242
35361,VALLEY HIGH SCHOOL,10200 DIXIE HWY,40272,23,635,SCHOOLS,ACTIVE,96,2023/03/22 00:00:00,96,2022/11/14 00:00:00,98,2022/04/12 00:00:00,243
35362,SLAUGHTER ELEMENTARY SCHOOL,3805 FERN VALLEY RD,40219,27,635,SCHOOLS,ACTIVE,98,2023/02/03 00:00:00,95,2022/10/12 00:00:00,100,2022/02/24 00:00:00,244
35363,GUTERMUTH ELEMENTARY SCHOOL,1500 SANDERS LANE,40216,23,635,SCHOOLS,ACTIVE,100,2023/02/28 00:00:00,100,2022/11/14 00:00:00,96,2022/11/14 00:00:00,245
35364,SMYRNA ELEMENTARY SCHOOL,6401 OUTER LOOP,40228,27,635,SCHOOLS,ACTIVE,100,2023/04/21 00:00:00,100,2022/09/22 00:00:00,100,2022/04/20 00:00:00,246
35365,THOMAS JEFFERSON MIDDLE SCHOOL,1501 RANGELAND RD,40219,27,635,SCHOOLS,ACTIVE,93,2023/04/28 00:00:00,85,2022/12/05 00:00:00,96,2022/02/18 00:00:00,247
35367,JEFFERSONTOWN HIGH SCHOOL,9600 OLD SIX MILE LANE,40299,22,635,SCHOOLS,ACTIVE,98,2023/02/22 00:00:00,98,2022/11/10 00:00:00,94,2022/02/07 00:00:00,248
35368,JOHNSONTOWN RD ELEMENTARY SCHOOL,7201 JOHNSONTOWN RD,40272,23,635,SCHOOLS,ACTIVE,96,2023/02/17 00:00:00,100,2022/11/10 00:00:00,96,2022/04/11 00:00:00,249
35371,OLMSTED ACADEMY-SOUTH,5650 SOUTHERN PKWY,40214,28,635,SCHOOLS,ACTIVE,100,2023/02/06 00:00:00,100,2022/10/26 00:00:00,92,2022/03/24 00:00:00,250
35372,WALDEN SCHOOL,4238 WESTPORT RD,40207,29,635,SCHOOLS,ACTIVE,100,2023/03/21 00:00:00,100,2022/11/18 00:00:00,97,2022/05/10 00:00:00,251
35373,STONESTREET ELEMENTARY SCHOOL,10007 STONESTREET RD,40272,23,635,SCHOOLS,ACTIVE,100,2023/03/09 00:00:00,100,2023/03/09 00:00:00,100,2022/11/14 00:00:00,252
35375,J. STUART MIDDLE SCHOOL,4601 VALLEY STATION RD,40272,23,635,SCHOOLS,ACTIVE,98,2023/05/03 00:00:00,96,2022/11/22 00:00:00,98,2022/04/12 00:00:00,253
35376,FL OLMSTEAD ACADEMY NORTH,4530 BELLEVUE AVE,40215,28,635,SCHOOLS,ACTIVE,100,2023/02/22 00:00:00,94,2022/10/24 00:00:00,92,2022/02/28 00:00:00,254
35378,BROWN SCHOOL,546 S. 1ST ST,40202,24,635,SCHOOLS,ACTIVE,94,2023/02/13 00:00:00,92,2022/09/26 00:00:00,96,2022/02/10 00:00:00,255
